ball,bowler_batsman,result,commentary,length,line
94.2,"Siraj to Lyon, no run",â€¢,"short and up at middle stump, lets that go too",Short,Middle Stump
94.1,"Siraj to Lyon, no run",â€¢,"short and in the corridor, drops the arms to let that go",Short,Outside Off
93.6,"Ashwin to Starc, no run",â€¢,"legbreak at a length on off stump, defended off the back foot",Good,Off Stump
93.5,"Ashwin to Starc, no run",â€¢,"length and down leg side, kicked fine",Good,Leg Stump
93.4,"Ashwin to Starc, no run",â€¢,"beats the outside edge. Dipping length ball, draws him in. Was probably hoping he takes it on with a sweep. Starc goes forward defence",Good,Unknown
93.3,"Ashwin to Lyon, 1 run",1,"full and drifting outside off, takes it on and gets a thick outside edge through point",Full,Outside Off
93.2,"Ashwin to Lyon, no run",â€¢,"length and turning into leg stump, defended to short leg",Good,Leg Stump
93.1,"Ashwin to Lyon, no run",â€¢,"length at off, pushed down the pitch",Good,Off Stump
92.6,"Siraj to Starc, no run",â€¢,"good length outside off, hangs the bat out and is beaten on the defence",Good,Outside Off
92.5,"Siraj to Starc, no run",â€¢,"bouncer, a touch wide outside off, left alone",Short,Outside Off
92.4,"Siraj to Lyon, 1 run",1,"short at leg stump, pulled down to fine leg",Short,Leg Stump
92.3,"Siraj to Lyon, no run",â€¢,"full on middle stump, shuffles and drives to mid-on",Full,Middle Stump
92.2,"Siraj to Lyon, no run",â€¢,"full and just outside off, tapped into the off side",Full,Outside Off
92.1,"Siraj to Lyon, no run",â€¢,"full and just outside off, driven on the rise to mid-off",Full,Outside Off
91.6,"Ashwin to Starc, no run",â€¢,"full at leg stump, defended on the front foot",Full,Leg Stump
91.5,"Ashwin to Starc, no run",â€¢,"full on middle stump, pushed back down the pitch",Full,Middle Stump
91.4,"Ashwin to Lyon, 1 run",1,"good length and looping in at a length outside off, gets forward and jabs it past slip with an open face",Good,Outside Off
91.3,"Ashwin to Starc, 1 run",1,"good length at off stump, leans in and drives to long-off",Good,Off Stump
91.2,"Ashwin to Starc, no run",â€¢,"good length and into middle stump, pushed to midwicket off the back foot",Good,Off Stump
91.1,"Ashwin to Starc, no run",â€¢,defended into the leg side,Unknown,Leg Stump
90.6,"Siraj to Green, OUT",W,"taken at midwicket! Siraj has done the job on debut! Short of a length and hurrying into the corridor. Green looking to capitalise on the field being in again, looking for the boundary shot - the pull. He got out trying the exact thing against Ashwin in the last match. It gets big on him and comes off the high, inside part of the bat. Floats to Jadeja's right and he times his jump well to hang on. An innings of so much promise ends tamely. He's show his wares, this guy. Couldn't stretch on this time",Good,Outside Off
90.5,"Siraj to Green, no run",â€¢,"good length and into off stump, defended on the front foot",Good,Off Stump
90.4,"Siraj to Green, FOUR runs",4,"full and into middle stump, shuffles and punches it past mid-on who is quite straight. Might be off the thickish inside edge, but it's sufficiently wide of that fielder and trickles away",Full,Outside Off
90.3,"Siraj to Green, no run",â€¢,"good length outside off, left alone",Good,Outside Off
90.2,"Siraj to Starc, 1 run",1,"full and at middle stump, punched to mid firmly to mid-on's right where Rahul stops with a dive",Full,Middle Stump
90.1,"Siraj to Starc, no run",â€¢,"full and dipping into the pads as he looks to flick, lbw appeal turned down",Full,Leg Stump
89.6,"Jadeja to Green, no run",â€¢,"good length at middle stump, patted into the leg side off the back foot",Good,Off Stump
89.5,"Jadeja to Green, no run",â€¢,"full at off stump, defended down the pitch",Full,Off Stump
89.4,"Jadeja to Starc, 1 run",1,"full at middle stump, whipped out to deep backward square",Full,Middle Stump
89.3,"Jadeja to Starc, no run",â€¢,"good length, turning in from off, blocked on the front foot",Good,Off Stump
89.2,"Jadeja to Starc, no run",â€¢,"full at off, driven along the floor to mid-off",Full,Off Stump
89.1,"Jadeja to Starc, no run",â€¢,"good length on off, defended on the front foot",Good,Off Stump
88.6,"Siraj to Green, no run",â€¢,"bouncer down leg side, left alone",Short,Leg Stump
88.5,"Siraj to Green, no run",â€¢,"full and just outside off, defended into the covers",Full,Outside Off
88.4,"Siraj to Green, no run",â€¢,"yes and no and a mad dash back for Starc. Green wants the run and is halfway down when he says no. Starc didn't go too far down and was able to dive back. It was a punch to mid-off's left, a la Rahane in the last Test",Unknown,Off Stump
88.3,"Siraj to Green, no run",â€¢,yorker dug out. Surprises him with one that's angled into the stumps,Yorker,Unknown
88.2,"Siraj to Green, no run",â€¢,run-out sent upstairs. Siraj gets a hand in his follow through and it has hit the stumps at the non-striekr's end. Starc has plopped the back in with his left hand. So he's safe. It was an overpitched ball driven firmly back,Unknown,Unknown
88.1,"Siraj to Green, no run",â€¢,"full and wide outside off, left alone",Full,Outside Off
87.6,"Ashwin to Starc, 2 runs",2,full and into the toes. Clips it expertly with soft hands through square leg. The fielder running in from the deep can't get the throw in quickly enough to stop the second,Full,Leg Stump
87.5,"Ashwin to Starc, no run",â€¢,"full at middle stump, blocked on the front foot",Full,Middle Stump
87.4,"Ashwin to Starc, no run",â€¢,"good length on middle stump, defended into the off side with the turn",Good,Off Stump
87.3,"Ashwin to Starc, no run",â€¢,"tossed up at a length on off stump, defended on the front foot",Full,Off Stump
87.2,"Ashwin to Starc, no run",â€¢,"good length, angling into and rising in the corridor. Left alone",Good,Outside Off
87.1,"Ashwin to Starc, no run",â€¢,"full on off stump, blocked on the front foot",Full,Off Stump
86.6,"Bumrah to Green, FOUR runs",4,spanked past point! Quality execution this. Some very patient batting and then taking the runs when they're offered. Bumrah marginally short outside off. Green is into a half press as he gets this square drive on the up,Short,Outside Off
86.5,"Bumrah to Green, no run",â€¢,"good length and just outside off, solidly blocked on the front foot",Good,Outside Off
86.4,"Bumrah to Green, 4 leg byes",4lb,good length and angled into the pads. He has a natural shuffle anyway and that means plenty of room and angle to tickle this past the keeper,Good,Leg Stump
86.3,"Bumrah to Green, no run",â€¢,"good length and just outside off, defended solidly on the front foot",Good,Outside Off
86.2,"Bumrah to Green, no run",â€¢,"good length and into off stump, defended on the back foot",Good,Off Stump
86.1,"Bumrah to Green, no run",â€¢,"full and wide outside off, left alone",Full,Outside Off
85.6,"Ashwin to Green, 1 run",1,"good length and sliding on outisde off, gets back and punches to long-on",Good,Off Stump
85.5,"Ashwin to Green, no run",â€¢,"full on leg stump, tapped down the pitch",Full,Leg Stump
85.4,"Ashwin to Green, no run",â€¢,"good length outside off, steps out and jabs it down the pitch",Good,Outside Off
85.3,"Ashwin to Green, no run",â€¢,"quicker one at a length in the corridor, stabbed to mid-off from the crease",Good,Outside Off
85.2,"Ashwin to Green, no run",â€¢,"good length at off stump, defended on the back foot",Good,Off Stump
85.1,"Ashwin to Green, no run",â€¢,"good length and just outside off, onto the back foot and punches towards midwicket",Good,Outside Off
84.6,"Bumrah to Green, 3 runs",3,"low full toss in the corridor, shuffles across and flicks to fine leg's left",Yorker,Outside Off
84.5,"Bumrah to Green, no run",â€¢,full and dangled in the corridor. Green pushes with hard hands and gets a thick inside edge to square leg,Full,Outside Off
84.4,"Bumrah to Green, no run",â€¢,"good length and slanted into the channel, left alone",Good,Unknown
84.3,"Bumrah to Green, no run",â€¢,dug in short but slanted down leg side. Green shuffles and then ducks this,Short,Leg Stump
84.2,"Bumrah to Green, no run",â€¢,"full and just outside off, defended into the off side",Full,Outside Off
84.1,"Bumrah to Green, no run",â€¢,good length and in the corridor. Shuffles into the line and defends solidly,Good,Outside Off
83.6,"Ashwin to Starc, no run",â€¢,"quicker and fuller one outside off, doesn't get a stride out as he drives this into silly point's shin pads",Full,Outside Off
83.5,"Ashwin to Starc, no run",â€¢,full and sliding into the pads as he loks to flick,Full,Leg Stump
83.4,"Ashwin to Starc, no run",â€¢,"length and dipping into the corridor, turning away as he leaves",Good,Outside Off
83.3,"Ashwin to Starc, no run",â€¢,"full at off stump, nicely forward to defend into the covers",Full,Outside Off
83.2,"Ashwin to Starc, no run",â€¢,"full and sliding in with the angle, defended into the covers",Full,Outside Off
83.1,"Ashwin to Starc, no run",â€¢,"good length, tossed up wide outside off, left alone",Full,Outside Off
82.6,"Bumrah to Starc, 1 run",1,nasty bouncer first up! Right up at the helmet. Starc fends awkwardly and has no clue about this. Thick inside edge runs to fine leg's left and he plucks it back into play with a laboured bend down,Short,Leg Stump
82.5,"Bumrah to Cummins, OUT",W,"the resistance is over! It's a snorter from Bumrah that has Cummins fending awkwardly. This was a short ball coming right at his throat, hard hands that froze as the ball ballooned to Agarwal who takes a dolly at second slip. Huge relief for India.",Short,Outside Off
82.4,"Bumrah to Cummins, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
82.3,"Bumrah to Green, 1 run",1,squirts it off a thick inside edge past midwicket,Unknown,Off Stump
82.2,"Bumrah to Green, no run",â€¢,"goes full on off, defends back",Full,Off Stump
82.1,"Bumrah to Green, no run",â€¢,"back of length outside off, left alone",Good,Outside Off
81.6,"Ashwin to Green, 1 run",1,"fired full on off, pushed to mid-off for a quick single",Full,Off Stump
81.5,"Ashwin to Green, no run",â€¢,defended back to the bowler,Unknown,Unknown
81.4,"Ashwin to Green, FOUR runs",4,rocks back and cuts it very nicely! Beats short third man to the boundary. This was too short and asking to be hit. Green confident and authoritative,Short,Unknown
81.3,"Ashwin to Green, no run",â€¢,"tossed up on middle, he gets well forward and blocks",Full,Middle Stump
81.2,"Ashwin to Cummins, 1 run",1,"makes room and punches to cover, a half-stop means there's a single, good work by Siraj diving to his right. Saved at least another run there",Good,Outside Off
81.1,"Ashwin to Cummins, no run",â€¢,carefully defends this length ball that drifts in from wide of the crease,Full,Outside Off
80.6,"Bumrah to Green, no run",â€¢,"nice and full outside off, Green confidently pushes it back down the pitch",Full,Outside Off
80.5,"Bumrah to Green, no run",â€¢,"nice and full on the stumps, kept out to mid-on",Full,Unknown
80.4,"Bumrah to Green, no run",â€¢,"length outside off, left alone again",Good,Outside Off
80.3,"Bumrah to Green, no run",â€¢,"big appeal for lbw as Bumrah gets this to bend back in. Very optimistic, but this was definitely sliding down. That should wake Green up. He needs to watch out for the set-up",Unknown,Unknown
80.2,"Bumrah to Green, no run",â€¢,"full and swinging away from outside off, left alone",Full,Outside Off
80.1,"Bumrah to Green, no run",â€¢,"length outside off, left alone. Hint of movement away that time",Good,Outside Off
79.6,"Ashwin to Cummins, no run",â€¢,"nice flight on middle and leg, kept out",Unknown,Middle Stump
79.5,"Ashwin to Cummins, no run",â€¢,driven back to the bowler off a thickisn inside edge,Unknown,Off Stump
79.4,"Ashwin to Cummins, no run",â€¢,"turn and bounce, but Cummins defends with soft hands to ensure it doesn't lob to short leg",Short,Leg Stump
79.3,"Ashwin to Cummins, no run",â€¢,lunges forward and smothers this into the leg side,Unknown,Leg Stump
79.2,"Ashwin to Cummins, no run",â€¢,"lobs off the pad to short leg, drifting down leg",Short,Off Stump
79.1,"Ashwin to Green, 1 run",1,"steps out and defends this down to mid-on, it was a legbreak from Ashwin.  50 partnership ",Good,Leg Stump
78.6,"Jadeja to Cummins, no run",â€¢,"invites the drive by tossing it up, left alone though",Unknown,Unknown
78.5,"Jadeja to Cummins, no run",â€¢,"arm-ball that skids through outside off, left alone",Unknown,Outside Off
78.4,"Jadeja to Cummins, no run",â€¢,"fired full, defended back",Full,Unknown
78.3,"Jadeja to Cummins, no run",â€¢,"square turn then, covers the line nicely to keep it out",Good,Outside Off
78.2,"Jadeja to Cummins, no run",â€¢,"shortish on middle, defended back",Short,Middle Stump
78.1,"Jadeja to Cummins, no run",â€¢,punched back to the bowler,Unknown,Unknown
77.6,"Ashwin to Green, no run",â€¢,"legbreak that he lands on middle, Green covers for the turn as he defends",Good,Outside Off
77.5,"Ashwin to Green, no run",â€¢,steps out and smothers the spin nicely,Unknown,Unknown
77.4,"Ashwin to Cummins, 1 run",1,squirts it off a thick inside edge past short leg,Short,Off Stump
77.3,"Ashwin to Green, 1 run",1,steps out and drives inside-out to long-off,Unknown,Off Stump
77.2,"Ashwin to Green, no run",â€¢,"turn and bounce off the rough this time, Green right on top of it as he defends",Unknown,Off Stump
77.1,"Ashwin to Green, 2 runs",2,"makes room and punches it into the gap at wide long-off, excellent running. More confidence",Unknown,Outside Off
76.6,"Jadeja to Cummins, no run",â€¢,"delightful late cut but an excellent stop at short third by Shubman Gill, saved at least three I reckon",Short,Unknown
76.5,"Jadeja to Cummins, no run",â€¢,"appeal for lbw as he looks to work against the turn, would've missed the stumps. Turned down",Unknown,Unknown
76.4,"Jadeja to Cummins, no run",â€¢,punched to mid-on,Good,Unknown
76.3,"Jadeja to Cummins, no run",â€¢,"drifts in a full ball, worked to the leg side",Full,Leg Stump
76.2,"Jadeja to Cummins, no run",â€¢,"pushed through quicker, goes back and defends",Unknown,Unknown
76.1,"Jadeja to Cummins, no run",â€¢,"flatter one from around the wicket, punched back",Good,Unknown
75.6,"Ashwin to Green, no run",â€¢,draws him outside the crease as he lunges forward and blocks,Unknown,Unknown
75.5,"Ashwin to Green, no run",â€¢,gets well forward and defends,Unknown,Unknown
75.4,"Ashwin to Cummins, 1 run",1,worked nicely behind square on the leg side as they jog the single,Unknown,Leg Stump
75.3,"Ashwin to Cummins, no run",â€¢,"trouble, huge trouble for Cummins as he shoulders arms to a quicker ball. Not given, India review at the end of the 15-second mark. Not sure why it took so long. Pant didn't seem very sure about it. Possibly the only thing that could save Cummins is umpire's call on height. Ball tracking shows this would've missed the stumps.  Not out! ",Unknown,Unknown
75.2,"Ashwin to Cummins, no run",â€¢,"slow turn from a length outside off, punched to cover",Good,Outside Off
75.1,"Ashwin to Cummins, no run",â€¢,pads away this indrifter,Unknown,Leg Stump
74.6,"Siraj to Green, no run",â€¢,works this off the hip to midwicket,Unknown,Off Stump
74.5,"Siraj to Green, no run",â€¢,"dug in short, Green comfortably ducks under this",Short,Unknown
74.4,"Siraj to Green, no run",â€¢,"nips back in off a length from outside off, Green walks across to cover the line and block",Good,Outside Off
74.3,"Siraj to Green, no run",â€¢,driven firmly off the frontfoot to mid-off,Unknown,Off Stump
74.2,"Siraj to Green, no run",â€¢,takes a step across to get outside the line and defend,Unknown,Unknown
74.1,"Siraj to Green, no run",â€¢,gets half-forward and defends this length delivery into the off side,Good,Off Stump
73.6,"Ashwin to Cummins, no run",â€¢,"big appeal as Ashwin drifts in a quicker ball, Cummins offers no stroke. India ponder over a review but don't take it",Unknown,Off Stump
73.5,"Ashwin to Cummins, no run",â€¢,gets well forward and smothers the turn,Unknown,Unknown
73.4,"Ashwin to Cummins, no run",â€¢,"slow turn from outside off as he tossed up nicely, Cummins leaves",Full,Outside Off
73.3,"Ashwin to Cummins, no run",â€¢,"pads it away, lobs to short leg",Short,Leg Stump
73.2,"Ashwin to Cummins, 2 runs",2,"squirted off a thick outside edge wide of slip, risky second that he completes with a full-length dive",Full,Outside Off
73.1,"Ashwin to Cummins, no run",â€¢,"slow turn off a length, defended",Good,Off Stump
72.6,"Siraj to Green, no run",â€¢,gets outside the line of the stumps and defends back,Unknown,Unknown
72.5,"Siraj to Green, no run",â€¢,"shaves past the off stump, Siraj gets it to reverse back in a long way with Green leaving",Unknown,Off Stump
72.4,"Siraj to Green, no run",â€¢,"nip-backer from outside off, keeps a tad low as he leaves",Unknown,Outside Off
72.3,"Siraj to Green, no run",â€¢,"full outside off, left alone",Full,Outside Off
72.2,"Siraj to Cummins, 1 run",1,"driven very nicely into the gap between cover and mid-off, Bumrah puts his right boot out to stop that",Good,Outside Off
72.1,"Siraj to Cummins, no run",â€¢,steers this length delivery into the gully,Good,Outside Off
71.6,"Ashwin to Cummins, 1 run",1,"leg gully would've gobbled that, but there's no one there. Turn and bounce to grab a thick inside edge from Cummins",Unknown,Outside Off
71.5,"Ashwin to Cummins, no run",â€¢,"squirts this off an outside edge, rolls to Rahane at slip",Unknown,Outside Off
71.4,"Ashwin to Green, 1 run",1,steps out and works it with the spin to long-on,Good,Unknown
71.3,"Ashwin to Green, no run",â€¢,steps out and works with the spin to short midwicket,Short,Unknown
71.2,"Ashwin to Green, no run",â€¢,"slow turn off a length, defended back",Good,Off Stump
71.1,"Ashwin to Green, no run",â€¢,right forward as he defends,Unknown,Unknown
70.6,"Bumrah to Cummins, no run",â€¢,"goes full from wide of the crease, Cummins solid in defence",Full,Outside Off
70.5,"Bumrah to Cummins, no run",â€¢,"zippy length ball outside off, keeps a tad low, Cummins leaves",Good,Outside Off
70.4,"Bumrah to Cummins, no run",â€¢,"dug in short from wide of the crease, Cummins ducks under this without much trouble",Short,Outside Off
70.3,"Bumrah to Green, 1 run",1,nurdled nicely down to fine leg,Unknown,Leg Stump
70.2,"Bumrah to Green, no run",â€¢,"zippy length ball outside off, left alone",Good,Outside Off
70.1,"Bumrah to Green, no run",â€¢,"goes full from wide of the crease, defended back with a straight bat",Full,Outside Off
69.6,"Ashwin to Cummins, no run",â€¢,nudged to backward square leg,Unknown,Leg Stump
69.5,"Ashwin to Cummins, no run",â€¢,"was looking for a big hit down the ground but didn't get to the pitch, defended awkwardly",Unknown,Unknown
69.4,"Ashwin to Cummins, no run",â€¢,"flatter length ball on the stumps, bunted back",Good,Unknown
69.3,"Ashwin to Cummins, no run",â€¢,gentle stride forward to work it into the leg side,Unknown,Leg Stump
69.2,"Ashwin to Cummins, no run",â€¢,"length ball, turning in, defended",Good,Unknown
69.1,"Ashwin to Green, 1 run",1,punched to long-on,Good,Unknown
68.6,"Bumrah to Cummins, no run",â€¢,"well kept out as Bumrah peppers him with the short ball again, rode the bounce very nicely there",Short,Unknown
68.5,"Bumrah to Cummins, no run",â€¢,"right behind the line of this short ball, gets onto his toes to defend with soft hands",Short,Unknown
68.4,"Bumrah to Cummins, no run",â€¢,works this incoming length delivery to square leg,Good,Leg Stump
68.3,"Bumrah to Cummins, no run",â€¢,firmly defended to short midwicket,Short,Unknown
68.2,"Bumrah to Cummins, no run",â€¢,"genuine edge but falls short of Pujara at slip! Well stopped by Pujara though, diving forward to grab it on the half-volley",Short,Outside Off
68.1,"Bumrah to Cummins, no run",â€¢,"draws Cummins forward with a full delivery, defended to mid-on",Full,Unknown
67.6,"Ashwin to Green, no run",â€¢,gets well forward and smothers this,Unknown,Unknown
67.5,"Ashwin to Green, no run",â€¢,tucked to short leg,Short,Leg Stump
67.4,"Ashwin to Green, no run",â€¢,"full and flat on off stump, hint of turn in, defended back",Full,Off Stump
67.3,"Ashwin to Green, no run",â€¢,"slider on a length, Green is right back inside the crease as he defends",Good,Unknown
67.2,"Ashwin to Green, no run",â€¢,"this one keeps a tad low but it's outside off, defended back",Unknown,Outside Off
67.1,"Ashwin to Green, no run",â€¢,"punched back to Ashwin, shortish in length",Good,Unknown
66.6,"Bumrah to Green, 1 run",1,"hint of inward movement off a length, Green gets a bit of an inside edge towards square leg",Good,Off Stump
66.5,"Bumrah to Green, no run",â€¢,"full and straight on off, defends back down the pitch",Full,Off Stump
66.4,"Bumrah to Green, no run",â€¢,defended to midwicket with a straight bat. Resolute in defence,Unknown,Unknown
66.3,"Bumrah to Green, no run",â€¢,right behind the line of this incoming length ball as he defends back,Good,Unknown
66.2,"Bumrah to Green, no run",â€¢,"gets the radar wrong, slips this down leg as he tries to angle it in, through to Pant",Unknown,Outside Off
66.1,"Bumrah to Green, 2 runs",2,"tapped into the off side for a quick single, and then an extra run for an overthrow at the bowler's end because Ashwin misfields while backing up",Unknown,Off Stump
65.6,"Ashwin to Cummins, no run",â€¢,"a legbreak from Ashwin. Length ball around middle and leg, defended comfortably",Good,Middle Stump
65.5,"Ashwin to Cummins, no run",â€¢,"slower in the air, length ball around middle and leg, defended",Good,Middle Stump
65.4,"Ashwin to Green, 1 run",1,"fuller on the stumps, pushes it towards midwicket",Full,Unknown
65.3,"Ashwin to Green, no run",â€¢,"fuller around off, pushes it back towards the bowler",Full,Off Stump
65.2,"Ashwin to Green, FOUR runs",4,"short of length around off, punches it uppishly but to the right of mid-off. And Australia are leading by one now with that boundary",Good,Off Stump
65.1,"Ashwin to Green, no run",â€¢,"tossed up to the batsman, uses his feet to drive it back to the bowler",Full,Unknown
64.6,"Siraj to Cummins, no run",â€¢,"short of length around off, drops it towards covers and looks for a quick single, sent back by his partner",Good,Outside Off
64.5,"Siraj to Green, 1 run",1,"short of length on middle and leg, moves outside the line of the ball and fends it towards fine leg",Good,Middle Stump
64.4,"Siraj to Green, no run",â€¢,short but down the leg side,Short,Leg Stump
64.3,"Siraj to Green, no run",â€¢,"fuller in the channel, goes for the drive and gets beaten",Full,Unknown
64.2,"Siraj to Green, no run",â€¢,"length ball around off, defended",Good,Off Stump
64.1,"Siraj to Green, no run",â€¢,"length ball in the channel, left alone",Good,Unknown
63.6,"Ashwin to Cummins, no run",â€¢,"tossed up on the leg stump, Cummins pushes at it without reaching to the pitch of the ball and almost chips it to short midwicket",Full,Leg Stump
63.5,"Ashwin to Cummins, no run",â€¢,"slower in the air, defended from the front foot",Unknown,Unknown
63.4,"Ashwin to Green, 1 run",1,"fuller around off, 88kph, pushes it towards extra cover",Full,Outside Off
63.3,"Ashwin to Green, no run",â€¢,"length outside off, defended on the off side",Good,Outside Off
