ball,bowler_batsman,result,commentary,length,line
67.6,"Siraj to Cummins, no run",â€¢,"edged, but doesn't carry to second slip...back of a length angling to Cummins, it went down off the edge",Good,Outside Off
67.5,"Siraj to Cummins, no run",â€¢,"back of a length outside off, forced off the back foot and gully makes a good save",Good,Outside Off
67.4,"Siraj to Lyon, 3 runs",3,"there's the Lyon on-drive again! Lovely stroke, eases forward to a full delivery outside off...not quite the legs for a boundary this time",Full,Outside Off
67.3,"Siraj to Starc, OUT",W,"taken at mid-off! Full on off stump, Starc goes in the air but doesn't get enough on it and that's a simple catch above the head",Full,Off Stump
67.2,"Siraj to Starc, no run",â€¢,a swing and a miss at a length ball angled across,Good,Unknown
67.1,"Siraj to Starc, no run",â€¢,"short of a length, defended on the back foot",Good,Unknown
66.6,"Thakur to Cummins, no run",â€¢,"short again, angles down the leg side and Cummins gets inside the line",Short,Leg Stump
66.5,"Thakur to Cummins, no run",â€¢,"he's struck by this short one! Didn't bounce as much as he expected, tried to go underneath and it takes him on the back of the helmet. So he'll need to be checked",Short,Unknown
66.4,"Thakur to Cummins, FOUR runs",4,"short and wide, he throws his hands and it and the top edge flies over the slips to third man",Short,Outside Off
66.3,"Thakur to Cummins, no run",â€¢,short of a length and down the leg side,Good,Leg Stump
66.2,"Thakur to Cummins, no run",â€¢,"starts with a short ball, he ducks underneath",Short,Unknown
66.1,"Thakur to Starc, 1 run",1,"short of a length on leg stump, clipped towards fine leg",Good,Leg Stump
65.6,"Natarajan to Cummins, no run",â€¢,"good length and just outside off, has a stab at that from the crease and is beaten",Good,Outside Off
65.5,"Natarajan to Cummins, no run",â€¢,"good length on off stump, blocked on the front foot",Good,Off Stump
65.4,"Natarajan to Cummins, no run",â€¢,"full and into the corridor, driven on the up to mid-off",Full,Outside Off
65.3,"Natarajan to Cummins, no run",â€¢,"length and wide outside off, left alone",Good,Outside Off
65.2,"Natarajan to Cummins, no run",â€¢,"good length and into leg stump, pushed to midwicket",Good,Leg Stump
65.1,"Natarajan to Cummins, no run",â€¢,"falls short of first slip. Reaches out on the front foot outside off, the edge dies on the fielder",Short,Outside Off
64.6,"Thakur to Paine, OUT",W,given out caught behind. Short ball climbing steeply outside off. Paine brings out the pull but that's caught the top edge and Pant has done well to leap and hold on to this one,Short,Outside Off
64.5,"Thakur to Paine, no run",â€¢,"good length at middle stump, defended solidly on the front foot",Good,Middle Stump
64.4,"Thakur to Paine, no run",â€¢,"short of a length and curving away from off stump, defended into the off side. Got squared up there",Good,Off Stump
64.3,"Thakur to Paine, 2 runs",2,"short and wide outside off, goes too hard on the cut. Miscues it as a result but that gets him two to cover's left",Good,Outside Off
64.2,"Thakur to Paine, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
64.1,"Thakur to Paine, no run",â€¢,kicks up from short of a length again. Just outside off as he looks to steer this behind gully. Gets the on the glove,Good,Outside Off
63.6,"Sundar to Paine, 1 run",1,"short and turning into the body, jumps into the leg side and cuts to sweeper point",Short,Outside Off
63.5,"Sundar to Paine, no run",â€¢,short of a length and into the body as he looks to play the glance,Good,Unknown
63.4,"Sundar to Paine, no run",â€¢,"good length and down leg side, left alone with a late attempt at a backheel with his right leg",Good,Leg Stump
63.3,"Sundar to Paine, FOUR runs",4,"reverse sweep in front of point. Good length and at leg stump, reaches out with the same grip and isn't quite low enough, but watches it nicely to whip that away",Good,Outside Off
63.2,"Sundar to Paine, FOUR runs",4,good length and spinning down from middle stump. Gets forward with soft hands and tickles this fine,Good,Middle Stump
63.1,"Sundar to Paine, no run",â€¢,"good length and turning in from outside off, gets forward for the block and is struck on the pad outside off",Good,Outside Off
62.6,"Thakur to Cummins, no run",â€¢,"short and down leg side, can't get bat on the attempted pull",Short,Leg Stump
62.5,"Thakur to Cummins, no run",â€¢,"yorker at leg stump, hurriedly dug out towards mid-on",Yorker,Leg Stump
62.4,"Thakur to Cummins, no run",â€¢,"length and wide outside off, left alone",Good,Outside Off
62.3,"Thakur to Cummins, no run",â€¢,"length and wide outside off, left alone",Good,Outside Off
62.2,"Thakur to Paine, 1 run",1,"short of a length outside off, punched into the covers off the back foot",Good,Outside Off
62.1,"Thakur to Paine, no run",â€¢,"length outside off, leans in for the drive into the covers",Good,Outside Off
61.6,"Sundar to Cummins, no run",â€¢,"and this one goes away. Cummins stuck on the back foot playing for the one that comes in, but this is an arm ball beating his outside edge",Unknown,Unknown
61.5,"Sundar to Cummins, no run",â€¢,"short of a length and turning in from middle stump. Cummins shaping for the back foot punch, cops that on the thigh",Good,Middle Stump
61.4,"Sundar to Cummins, no run",â€¢,"length and outside leg stump, pads it past leg slip",Good,Outside Off
61.3,"Sundar to Cummins, 2 runs",2,"low full toss at leg stump, flicked out to deep square's left",Yorker,Leg Stump
61.2,"Sundar to Cummins, no run",â€¢,"full on off stump, driven to mid-off against the turn",Full,Off Stump
61.1,"Sundar to Paine, 1 run",1,"full on middle stump, pushed towards mid-on with the turn",Full,Middle Stump
60.6,"Thakur to Cummins, no run",â€¢,"full and just outside off, left alone",Full,Outside Off
60.5,"Thakur to Green, OUT",W,"another catch for Rohit. Must be his fourth of the match. (Edit:fifth) Short of a length and rising in the corridor. Green has a stab at that and gets a healthy edge that carries to second slip at hip height. That's the last of Green's batting in this series, and perhaps one of his hardest knocks too. It's been a good display at international level so far, but got stuck today",Good,Outside Off
60.4,"Thakur to Green, no run",â€¢,"good length on off stump, defended off the back foot",Good,Off Stump
60.3,"Thakur to Green, no run",â€¢,"short of a length in the corridor, defended off the back foot",Good,Outside Off
60.2,"Thakur to Paine, 1 run",1,"good length outside off, punched to extra cover's right",Good,Outside Off
60.1,"Thakur to Paine, no run",â€¢,"falls just short of midwicket. Full and into the pads. Paine eager on the flick, goes early and with hard hands. It dies on Gill who lunges forward",Full,Leg Stump
59.6,"Saini to Paine, 1 run",1,"short of a length and just outside off, cut to deep point",Good,Outside Off
59.5,"Saini to Paine, FOUR runs",4,"these are throwdowns at this point. Saini, nowhere near full fitness, is floating up driving balls at 130kph. Paine has this right under his eyes and gets the on-drive away",Full,Outside Off
59.4,"Saini to Green, 3 runs",3,"classy. Stands nice and tall and punches this on the rise, between non-striker and mid-on. Wasn't a full ball by any means, was up at about knee height and he drove on the rise",Full,Unknown
59.3,"Saini to Green, no run",â€¢,"good length in the corridor, shuffles and defends down the pitch",Good,Outside Off
59.2,"Saini to Paine, 1 run",1,"good length and into off stump, 129kph, shuffles and pushes to midwicket's right",Good,Off Stump
59.1,"Saini to Paine, no run",â€¢,"full and just outside off, driven along the ground to mid-off",Full,Outside Off
58.6,"Siraj to Green, no run",â€¢,"bouncer at an off stump line, ducks to leave",Short,Off Stump
58.5,"Siraj to Paine, 1 run",1,"good length at middle stump, pushed to mid-on's right with soft hands",Good,Middle Stump
58.4,"Siraj to Paine, no run",â€¢,"good length and wide outside off, left alone",Good,Outside Off
58.3,"Siraj to Paine, no run",â€¢,"short of a length outside off, left alone",Good,Outside Off
58.2,"Siraj to Paine, no run",â€¢,"short of a length outside off, cut into the covers",Good,Outside Off
58.1,"Siraj to Paine, no run",â€¢,short of a length and spitting up at an off stump line. Defended into the covers,Good,Outside Off
57.6,"Saini to Paine, 3 runs",3,full and floated in at off stump. Shuffles across off stump and drives this to mid-on's right. Sundar is beaten on the dive and then gives chase to pull it back,Full,Off Stump
57.5,"Saini to Paine, no run",â€¢,good length and catching him on the thigh guard as he looks to tickle this fine,Good,Leg Stump
57.4,"Saini to Paine, no run",â€¢,"good length and in at off stump, tentative with his defence down the pitch",Good,Off Stump
57.3,"Saini to Green, 1 run",1,"good length and just outside off, defended into the covers",Good,Outside Off
57.2,"Saini to Green, FOUR runs",4,"short and wide and right on top of that before he chops it to the point boundary. No venom in these deliveries from Saini, with his groin problem",Short,Outside Off
57.1,"Saini to Green, 2 runs",2,"full and slanted in at off stump, plants the front leg across and clips it to mid-on's right",Full,Off Stump
56.6,"Siraj to Green, 1 run",1,"full and just outside off, leans in for the drive but gets it off the toe-end. Extra cover slides to the right to parry it for mid-off. Been hard going for Green, the timing continues to desert him",Full,Outside Off
56.5,"Siraj to Green, no run",â€¢,"full and just outside off, driven firmly to mid-off",Full,Outside Off
56.4,"Siraj to Paine, 1 run",1,good length and sliding onto the pad. Flicked to fine leg with the angle,Good,Leg Stump
56.3,"Siraj to Paine, no run",â€¢,"full at middle stump, punched out to mid-on",Full,Middle Stump
56.2,"Siraj to Green, 1 run",1,"good length and into the corridor, dropped pitch side with soft hands",Good,Outside Off
56.1,"Siraj to Paine, 1 run",1,"good length and into the corridor, gets forward and pushes gingerly into the covers",Good,Outside Off
55.6,"Sundar to Green, FOUR runs",4,"another powerful sweep, gets it wide of the backward square...nice connection",Unknown,Outside Off
55.5,"Sundar to Green, no run",â€¢,uses his feet again then pushes back to the bowler,Unknown,Unknown
55.4,"Sundar to Green, no run",â€¢,"goes on with the air outside off, pushed square",Unknown,Outside Off
55.3,"Sundar to Paine, 1 run",1,"on the pads, flicked to deep square leg",Unknown,Leg Stump
55.2,"Sundar to Green, 1 run",1,"full at off stump, clips it straight of the midwickets down to long-on",Full,Off Stump
55.1,"Sundar to Green, no run",â€¢,uses his feet then defends,Unknown,Unknown
54.6,"Siraj to Paine, no run",â€¢,"full outside off, drives with the feet slightly stuck in the crease. Superb over",Full,Outside Off
54.5,"Siraj to Paine, no run",â€¢,"outside off, back of a length, Paine cautiously tries to get forward, bottom hand comes off the bat as he defends",Good,Outside Off
54.4,"Siraj to Paine, no run",â€¢,"and another! This leaps again from back of a length. Paine rips his bottom hand off the bat, this one loops into space.",Good,Off Stump
54.3,"Siraj to Paine, no run",â€¢,"full at off stump, out of the middle straightaway and pushed back down the pitch",Full,Off Stump
54.2,"Siraj to Smith, OUT",W,"this leaps, and is fended to gully! Hang on a moment, Smith thinks this may have hit the glove when it was off the bat handle and has called the review. It leapt off the pitch from back of a length...and, nope, the glove was certainly on the handle at point of impact. He could nothing about that, really, and it looped to Rahane. Australia's quicks won't mind seeing that",Good,Outside Off
54.1,"Siraj to Smith, no run",â€¢,"good length outside off, defended",Good,Outside Off
53.6,"Sundar to Green, FOUR runs",4,strong shot! Goes down on his back knee and sweeps this from around off stump through square leg. Green's first boundary,Unknown,Off Stump
53.5,"Sundar to Green, 2 runs",2,"starts to use his feet again, adjusts late and dabs this backward of point when the delivery is shorter",Short,Outside Off
53.4,"Sundar to Green, no run",â€¢,uses his feet and clips to one of the two short midwickets,Short,Unknown
53.3,"Sundar to Smith, 1 run",1,"outside leg stump, worked into short fine leg",Short,Leg Stump
53.2,"Sundar to Smith, FOUR runs",4,"full outside off, brings a drive from Smith, flies off a thick outside down to third man...nicely bowled",Full,Outside Off
53.1,"Sundar to Smith, no run",â€¢,defends a straight delivery to midwicket,Unknown,Unknown
52.6,"Siraj to Green, no run",â€¢,"back of a length outside off, this keeps a little low although Green was also playing on the back foot",Good,Outside Off
52.5,"Siraj to Green, no run",â€¢,"back of a length at off stump, defended to midwicket",Good,Off Stump
52.4,"Siraj to Green, no run",â€¢,"dropped! In his followthrough by Siraj. Drives at a length delivery, struck it quite nicely, went straight down the pitch and Siraj couldn't hold it to his right",Good,Unknown
52.3,"Siraj to Green, no run",â€¢,"full at off stump, drives and finds point",Full,Outside Off
52.2,"Siraj to Green, no run",â€¢,"well bowled, draws Green across the crease and beats the outside edge",Unknown,Unknown
52.1,"Siraj to Green, no run",â€¢,"short of a length outside off, defended on the back foot",Good,Outside Off
51.6,"Sundar to Smith, no run",â€¢,defended to the leg side,Unknown,Leg Stump
51.5,"Sundar to Smith, no run",â€¢,"short of a length, turned to short leg",Good,Leg Stump
51.4,"Sundar to Green, 1 run",1,driven towards mid-off who is deep enough to allow the single,Unknown,Off Stump
51.3,"Sundar to Smith, 1 run",1,worked off the pads backward of square and that's Smith's fifty from 67 balls,Unknown,Off Stump
51.2,"Sundar to Smith, no run",â€¢,"fuller, he comes forward and defends to short mid-on",Full,Unknown
51.1,"Sundar to Smith, no run",â€¢,tucked into midwicket,Unknown,Unknown
50.6,"Natarajan to Green, 2 leg byes",2lb,"angled into the pads, flicked away fine...no bat involved",Unknown,Leg Stump
50.5,"Natarajan to Green, no run",â€¢,"good length at off stump, played into midwicket",Good,Off Stump
50.4,"Natarajan to Green, no run",â€¢,"a short ball, Green gets inside the line and goes for a hook but doesn't make contact",Short,Unknown
50.3,"Natarajan to Green, no run",â€¢,"back of a length outside off, chopped into the pitch off the bottom edge",Good,Outside Off
50.2,"Natarajan to Green, no run",â€¢,"full at off stump, 132kph, defended",Full,Off Stump
50.1,"Natarajan to Smith, 3 runs",3,"back of a length, punched into the off side, gets it just wide of a diving mid-off",Good,Outside Off
49.6,"Sundar to Green, no run",â€¢,"back and across, defends, Green continues his cautious approach",Unknown,Unknown
49.5,"Sundar to Green, no run",â€¢,uses his feet then pushes to the off side,Unknown,Off Stump
49.4,"Sundar to Green, no run",â€¢,flicked into midwicket,Unknown,Unknown
49.3,"Sundar to Green, no run",â€¢,defended on the back foot,Unknown,Unknown
49.2,"Sundar to Smith, 1 bye",1b,paddled down to fine leg,Unknown,Leg Stump
49.1,"Sundar to Smith, FOUR runs",4,"dropped! At long-on by Siraj. Smith coming down the track, wasn't to the pitch, tried to go straight down the ground...Siraj came in first and had come in too far. Palms it for four. That could be costly",Good,Unknown
48.6,"Natarajan to Green, no run",â€¢,"angling into the pads, flicked to square leg, can't beat a well-packed field. A maiden.",Unknown,Leg Stump
48.5,"Natarajan to Green, no run",â€¢,"short of a length, nips back again, Green takes one in a delicate spot",Good,Unknown
48.4,"Natarajan to Green, no run",â€¢,"strangled appeal for lbw...going down or did he hit it? Angling from round the wicket, does have to do a bit to get that lbw",Unknown,Unknown
48.3,"Natarajan to Green, no run",â€¢,"and this one nips back, bounces a touch more, Green trying to get well forward",Unknown,Unknown
48.2,"Natarajan to Green, no run",â€¢,"ooh, this scuttles through...short of a length outside off, keeps very low and just beats off stump. Must have hit a crack",Good,Outside Off
48.1,"Natarajan to Green, no run",â€¢,"back of a length from round the wicket, defended",Good,Unknown
47.6,"Sundar to Smith, FOUR runs",4,great shot! That's a gem. Skips down the pitch and dills a drive wide of mid-off,Unknown,Outside Off
47.5,"Sundar to Green, 1 run",1,works a straight delivery into square leg,Unknown,Leg Stump
47.4,"Sundar to Green, 2 runs",2,"flicks through midwicket this time, wide enough of long-on for the second...Australia's lead beyond 200",Good,Outside Off
47.3,"Sundar to Green, no run",â€¢,"starts to use his feet, this is fired outside leg and he almost struggles to reach it",Unknown,Leg Stump
47.2,"Sundar to Green, no run",â€¢,pushes this down the leg side,Unknown,Leg Stump
47.1,"Sundar to Green, no run",â€¢,"uses his feet, misses his flick to leg but that's going down leg",Unknown,Leg Stump
46.6,"Natarajan to Smith, no run",â€¢,"full at off stump, driven to mid-off as he loses his shape a bit",Full,Off Stump
46.5,"Natarajan to Smith, no run",â€¢,"back of a length, Smith across outside off and defends",Good,Outside Off
46.4,"Natarajan to Green, 3 runs",3,"gets that stride forward again, drives with an open face and the ball runs backward of point",Unknown,Outside Off
46.3,"Natarajan to Smith, 1 run",1,pushed away from full at off stump into the covers,Full,Outside Off
46.2,"Natarajan to Smith, no run",â€¢,"full outside off, tapped square into the covers",Full,Outside Off
46.1,"Natarajan to Green, 1 run",1,gets a good stride forward and drives wide of mid-off,Unknown,Outside Off
45.6,"Thakur to Green, 1 run",1,"short of a length, worked in front of mid-on",Good,Unknown
45.5,"Thakur to Green, no run",â€¢,"full at off stump, played back down the pitch, Thakur slips in his followthrough",Full,Outside Off
45.4,"Thakur to Green, no run",â€¢,"full at middle and off, defended",Full,Off Stump
45.3,"Thakur to Smith, 1 run",1,"back on a full length at the stumps, nudged into midwicket",Full,Unknown
45.2,"Thakur to Smith, FOUR runs",4,"there's the first real sign of aggression since the break, short outside off, Smith pulls it in the air well in front of square",Short,Outside Off
45.1,"Thakur to Green, 1 run",1,"back of a length, pushed into a gap at midwicket",Good,Unknown
44.6,"Natarajan to Smith, no run",â€¢,"full at the stumps, flicked around the corner and Rohit makes a good diving save at leg gully",Full,Outside Off
44.5,"Natarajan to Smith, no run",â€¢,"full at off stump, played back down the pitch",Full,Off Stump
44.4,"Natarajan to Smith, no run",â€¢,"into middle and leg, worked off the pads to square leg",Unknown,Off Stump
44.3,"Natarajan to Smith, no run",â€¢,"full at off stump, looked like a bit of cutter, defended",Full,Off Stump
44.2,"Natarajan to Smith, no run",â€¢,"full at the stumps, 131kph, played to midwicket",Full,Unknown
44.2,"Natarajan to Smith, (no ball)",1nb,works a straight delivery to midwicket,Unknown,Unknown
44.1,"Natarajan to Smith, no run",â€¢,"full outside off, leans back and drives square to point",Full,Outside Off
43.6,"Thakur to Green, no run",â€¢,"beats the edge, feeling for this away from his body, still a touch of movement for Thakur. Quiet start since lunch",Unknown,Unknown
43.5,"Thakur to Green, no run",â€¢,"short of a length outside off, driven sweetly but straight to cover",Good,Outside Off
43.4,"Thakur to Green, no run",â€¢,punched off the back foot to the bowler,Unknown,Off Stump
43.3,"Thakur to Smith, 1 run",1,"short outside off, drives square to deep point",Short,Outside Off
43.2,"Thakur to Smith, no run",â€¢,"short of a length, touch wider, defended to cover",Good,Outside Off
43.1,"Thakur to Smith, no run",â€¢,"good length at off stump, defended to midwicket",Good,Off Stump
42.6,"Natarajan to Smith, 1 run",1,"full and straight, tucked around the corner down to fine leg",Full,Leg Stump
42.5,"Natarajan to Smith, no run",â€¢,"full at off stump, the bat faces closes and he squeezes to midwicket",Full,Off Stump
42.4,"Natarajan to Smith, no run",â€¢,"down the leg side again, Smith gets inside the line and leaves alone",Unknown,Leg Stump
42.3,"Natarajan to Smith, no run",â€¢,angles this down the leg side,Unknown,Leg Stump
42.2,"Natarajan to Smith, no run",â€¢,"length ball, worked from around off stump into midwicket",Good,Off Stump
42.1,"Natarajan to Smith, 2 runs",2,"round the wicket, on the stumps, worked off the pads to long and he races back for the second. Has to get the dive out",Unknown,Off Stump
41.6,"Thakur to Green, no run",â€¢,"wider, through to the keeper. A maiden to start the afternoon",Unknown,Outside Off
41.5,"Thakur to Green, no run",â€¢,"full outside off, nice line, in the channel outside off and left alone",Full,Outside Off
41.4,"Thakur to Green, no run",â€¢,"fuller at the stumps, a firm on-drive to mid-on",Full,Unknown
41.3,"Thakur to Green, no run",â€¢,"outside off, a more comfortable leave",Unknown,Outside Off
41.2,"Thakur to Green, no run",â€¢,"short of a length, on his toes and defends",Good,Unknown
41.1,"Thakur to Green, no run",â€¢,"tight leave! On off stump, nips back, carries just over the timber. He trusts the bounce",Unknown,Off Stump
40.6,"Natarajan to Smith, no run",â€¢,"short of a length and wide outisde off, cut to backward point off the under-edge",Good,Outside Off
40.5,"Natarajan to Smith, no run",â€¢,"good length in the corridor, defended down the pitch",Good,Outside Off
40.4,"Natarajan to Smith, no run",â€¢,,,
40.3,"Natarajan to Smith, FOUR runs",4,"uff, perhaps only Smith could have conceived this. Short of a length and very tight in the corridor. He shuffles and it's into his mid-riff. He gets an awkwardly angled bat and a short-arm pull, through midwicket",Good,Outside Off
40.2,"Natarajan to Green, 1 run",1,"good length at off stump, defended with the angle to mid-on",Good,Off Stump
40.1,"Natarajan to Green, no run",â€¢,"good length and a bit too wide to make him play, left alone",Good,Outside Off
39.6,"Saini to Smith, no run",â€¢,"good length at off stump, solidly defended on the front foot",Good,Off Stump
39.5,"Saini to Smith, no run",â€¢,"lbw appeal turned down as Smith shoulders arms and is struck outside off. Wasn't offering a shot so the appeal was on, but Saini hadn't brought that back in enough. Looked high as well",Unknown,Outside Off
39.4,"Saini to Smith, no run",â€¢,"short of a length outside off, straightening. Left alone",Good,Outside Off
39.3,"Saini to Smith, FOUR runs",4,"swished fine. Short, 129kph, and into his hips. Swivels rapidly and gets this pull down to the fine leg boundary",Short,Leg Stump
39.2,"Saini to Smith, no run",â€¢,"good length outside off, 130kph, left alone",Good,Outside Off
39.1,"Saini to Smith, no run",â€¢,"full and into the corridor, defended down the pitch",Full,Outside Off
39.1,"Saini to Smith, (no ball) 2 runs",3nb,"full at off stump, 132kph, shuffles and flicks it wide of mid-on. He's overstepped",Full,Outside Off
38.6,"Natarajan to Green, no run",â€¢,"short of a length and into the corridor, inside edge onto boot as he looks to defend",Good,Outside Off
38.5,"Natarajan to Green, no run",â€¢,good length and jumping in at him as he looks to force this into the leg side with the angle,Good,Leg Stump
38.4,"Natarajan to Green, no run",â€¢,"good length and in at the stumps, defended to mid-on",Good,Unknown
38.3,"Natarajan to Green, no run",â€¢,"big appeal for lbw but Green is struck outside off. Or so I thought. India have taken the review. It's a length ball curving in from wide of the crease. Green has walked a long way down the pitch for the flick. Struck on the knee roll and third umpire has ascertained there's no bat on it. It's umpire's call on impact, and the ball is missing the wickets. India lose the review",Good,Outside Off
38.2,"Natarajan to Green, no run",â€¢,"good length and down leg side, walks down at it and is too far away for the flick",Good,Leg Stump
38.1,"Natarajan to Green, no run",â€¢,"good length and cutting away from outside off, left alone",Good,Outside Off
37.6,"Saini to Green, 1 run",1,"good length and into off stump, nudged to mid-on's right with the angle",Good,Off Stump
37.5,"Saini to Green, no run",â€¢,"good length and just outside off, defended to gully's right off the outside half",Good,Outside Off
37.4,"Saini to Smith, 1 run",1,"full and into off stump, shuffles and tucks this wide of mid-on",Full,Outside Off
37.3,"Saini to Smith, no run",â€¢,"good length on off stump, defended into the covers",Good,Outside Off
37.2,"Saini to Smith, no run",â€¢,"beaten on the outside edge. 127kph, good length and landing on the crack. Cuts away a long way",Good,Unknown
37.1,"Saini to Smith, FOUR runs",4,"short and wide outside off, gets tight on him with the angle but he slashes this over the slip cordon",Short,Outside Off
36.6,"Siraj to Green, no run",â€¢,"length at middle stump, pushed into the leg side with the angle",Good,Middle Stump
36.5,"Siraj to Green, no run",â€¢,"good length in the corridor, blocked on the front foot",Good,Outside Off
36.4,"Siraj to Green, no run",â€¢,"good length on off stump, defended on the front foot",Good,Off Stump
36.3,"Siraj to Smith, 1 run",1,"short of a length and middle, looks to pull and gets a deflection off the thigh to fine leg's right",Good,Off Stump
36.2,"Siraj to Smith, no run",â€¢,"good length, 141.6kph and keeping a touch low at off stump. Defended towards mid-on",Good,Off Stump
36.1,"Siraj to Smith, no run",â€¢,"good length and wide outside off, 140kph and with some lift. Left alone",Good,Outside Off
35.6,"Saini to Green, no run",â€¢,"short of a length just outside off, 126kph, hurriedly patted towards cover",Good,Outside Off
35.5,"Saini to Green, no run",â€¢,"good length and wide outisde off, left alone",Good,Outside Off
35.4,"Saini to Green, no run",â€¢,"full at off stump, 132kph, driven to mid-off on the front foot",Full,Off Stump
35.3,"Saini to Green, no run",â€¢,"good length, from wide of the crease at 129kph, in at off stump. Defended into the covers",Good,Outside Off
35.2,"Saini to Green, no run",â€¢,good length and just outside off. Defended to gully off the outside half,Good,Outside Off
35.1,"Saini to Green, no run",â€¢,"good length and into off stump, blocked on the front foot",Good,Off Stump
34.6,"Siraj to Smith, no run",â€¢,"good length on off stump, defended off the back foot",Good,Off Stump
34.5,"Siraj to Smith, no run",â€¢,"length on off stump, shuffles and flicks to midwicket",Good,Off Stump
34.4,"Siraj to Smith, no run",â€¢,"short of a length just outside off, punched to cover off the back foot",Good,Outside Off
34.3,"Siraj to Smith, no run",â€¢,"short of a length and just outside off, punched into the covers from deep in the crease",Good,Outside Off
34.2,"Siraj to Smith, no run",â€¢,short of a length and cramped on an off stump line as he looks to pull behind square. Cops that on the box,Good,Off Stump
34.1,"Siraj to Smith, no run",â€¢,"good length and angled into the corridor, defended off the back foot",Good,Outside Off
33.6,"Sundar to Smith, 1 run",1,"good length on leg stump, flicked into the leg side with the turn",Good,Leg Stump
33.5,"Sundar to Green, 1 run",1,"good length at off stump, steps out and jabs to mid-off's right",Good,Off Stump
33.4,"Sundar to Smith, 1 run",1,"length and down leg side, deep in the crease to dab this to fine leg",Good,Leg Stump
33.3,"Sundar to Smith, no run",â€¢,"full on off stump, Smith eager for the drive through cover, gets a thick outside edge to backward point",Full,Outside Off
33.2,"Sundar to Smith, no run",â€¢,full on leg stump and swept viciously into Mayank Agarwal's left shin at short leg. He does have padding there but that's got him on the floor and requiring assistance,Full,Leg Stump
33.1,"Sundar to Smith, no run",â€¢,"good length at middle stump, steps out and punches towards the non-striker",Good,Middle Stump
32.6,"Siraj to Green, no run",â€¢,"good length on off stump, solidly defended on the front foot",Good,Off Stump
32.5,"Siraj to Green, no run",â€¢,"short of a length at leg stump, pushed to midwicket off the back foot",Good,Off Stump
32.4,"Siraj to Green, no run",â€¢,"good length and angled into the corridor, left alone",Good,Outside Off
32.3,"Siraj to Green, no run",â€¢,"good length outside off, left alone",Good,Outside Off
32.2,"Siraj to Green, no run",â€¢,"short of a length outside off, left alone",Good,Outside Off
32.1,"Siraj to Smith, 1 run",1,"good length and into the corridor. Gets behind the line to defend, thick outside edge to deep point",Good,Outside Off
31.6,"Sundar to Smith, 1 run",1,"short of a length and turning into off stump, backs away and punches to mid-off's left",Good,Off Stump
31.5,"Sundar to Green, 1 run",1,"length at middle stump, steps out and punches to mid-on",Good,Middle Stump
31.4,"Sundar to Green, no run",â€¢,"length at the stumps, pushed into the leg side off the front foot",Good,Off Stump
31.3,"Sundar to Green, no run",â€¢,"major mix-up but Green survives. Got a leading edge into the covers trying to punch this down to long.on. Took off for a run, almost instinctively. It was right by Sundar who couldn't get a throw away quickly enough because he was off balance",Good,Outside Off
31.2,"Sundar to Smith, 1 run",1,"good length at middle stump, steps out and jams it down towards to long-on",Good,Middle Stump
31.1,"Sundar to Smith, no run",â€¢,"good length and turning into off stump, defended down the pitch off the back foot",Good,Off Stump
30.6,"Siraj to Wade, OUT",W,"Wade's walking! Caught down leg side. A full ball on the pads. Looks to flick that away and seems to have found the inside edge. Pant lunges to his right to hold on. Not even the thought of a review there, Wade is straight off",Full,Off Stump
30.5,"Siraj to Wade, no run",â€¢,"short of a length at middle stump, defended off the back foot",Good,Off Stump
30.4,"Siraj to Wade, no run",â€¢,"good length at middle and leg, defended off the back foot",Good,Off Stump
30.3,"Siraj to Labuschagne, OUT",W,"taken at second slip this time! Siraj gets some extra bounce from a length and pins Marnus in the crease. He looks to defend this ball in the corridor, it gets big on him and straightens a touch. Straight into Rohit's pouch",Good,Outside Off
30.2,"Siraj to Labuschagne, FOUR runs",4,"expertly steered past second slip. Short of a length and just outside off, gets into a half crouch and uses his wrists to find the gap in the cordon",Good,Outside Off
30.1,"Siraj to Labuschagne, no run",â€¢,"short of a length just outside off, hurried cut into the covers",Good,Outside Off
