ball,bowler_batsman,result,commentary,length,line
109.5,"Lyon to Yadav, 1 run",1,"length ball and Umesh goes for a slog, loses his shape though and the ball hits the inner half of the bat. A single to midwicket",Good,Unknown
109.4,"Lyon to Yadav, no run",â€¢,"a touch fuller, pushes it towards covers",Full,Outside Off
109.3,"Lyon to Yadav, no run",â€¢,"length ball spinning in from outside off, defended from the back foot",Good,Outside Off
109.2,"Lyon to Yadav, FOUR runs",4,"a slog sweep from Umesh and he gets four for it, he is not going to hang around and wait. Was a length ball on middle and leg and Umesh dispatched it to fine leg",Good,Middle Stump
109.1,"Lyon to Ashwin, 1 run",1,"length ball on the pads, played a bit early. Was looking to work it towards square leg but it goes towards mid-on instead",Good,Leg Stump
108.6,"Starc to Yadav, no run",â€¢,"another short one, just outside leg and doesn't rise as much, Umesh ducks under awkwardly",Short,Leg Stump
108.5,"Starc to Ashwin, 1 run",1,"length ball around off, Ashwin stays back and pushes it towards point",Good,Outside Off
108.4,"Starc to Yadav, 1 run",1,"short again, moves towards the off side and fends it towards square leg",Short,Off Stump
108.3,"Starc to Yadav, no run",â€¢,"another bouncer, Umesh was looking to pull but decides against it in the end",Short,Unknown
108.2,"Starc to Ashwin, 1 run",1,"another bouncer and another attempted pull, makes the connection this time. A single to deep square leg",Short,Leg Stump
108.1,"Starc to Ashwin, no run",â€¢,"another short one, Ashwin tries to clear his front leg and pull but misses and gets hit on the body, he is looking in some discomfort, he is hit on the chest. The physio is out",Short,Leg Stump
107.6,"Lyon to Ashwin, 1 run",1,"length ball on the pads, swipes it towards square leg",Good,Leg Stump
107.5,"Lyon to Ashwin, no run",â€¢,punched towards extra cover from the back foot,Good,Outside Off
107.4,"Lyon to Ashwin, no run",â€¢,"dropped by Labuschagne at leg slip. Was a short of length ball down the leg side, Ashwin went for the pull but got only a part of the bat on it and it went straight to the hands of the fielder, who failed to latch on to it",Good,Outside Off
107.3,"Lyon to Ashwin, no run",â€¢,"fuller around off, pushed towards mid-off",Full,Off Stump
107.2,"Lyon to Ashwin, no run",â€¢,"fuller around off, pushed towards covers from the front foot",Full,Outside Off
107.1,"Lyon to Ashwin, no run",â€¢,"length ball on the pads, tucked away towards backward square leg",Good,Leg Stump
106.6,"Starc to Yadav, no run",â€¢,"another bouncer, Umesh takes his eyes off and takes the blow on the forearm",Short,Off Stump
106.5,"Starc to Jadeja, OUT",W,"short ball finally does the trick. Another bouncer, Jadeja backs away and goes for the pull, it made good sound off the bat as well. Perhaps that was also the reason it carried to Cummins who although was stationed well inside the deep midwicket boundary, and takes a good tumbling catch",Short,Off Stump
106.4,"Starc to Jadeja, no run",â€¢,"another snorter, short and touch wider, Jadeja pushes at it and gets beaten",Short,Outside Off
106.3,"Starc to Jadeja, no run",â€¢,"fuller around off, Jadeja was stuck in the crease, puts his bat in front of the ball",Full,Off Stump
106.2,"Starc to Jadeja, no run",â€¢,"another bouncer, Jadeja clears his front leg and goes for the pull, fails to connect though",Short,Leg Stump
106.1,"Starc to Jadeja, no run",â€¢,"another bouncer, perfect line and length to make Jadeja hop, but he does well to sway away and drop his hands",Good,Unknown
105.6,"Lyon to Ashwin, no run",â€¢,"length again, around off and middle and a little bit of turn, blocked again",Good,Off Stump
105.5,"Lyon to Ashwin, no run",â€¢,"length ball at the stumps, defended back",Good,Unknown
105.4,"Lyon to Ashwin, no run",â€¢,"shifts the line to the off stump, lunges forward and pushes it towards covers",Good,Outside Off
105.3,"Lyon to Ashwin, no run",â€¢,"fuller on the leg stump, defended from  the front foot",Full,Leg Stump
105.2,"Lyon to Ashwin, no run",â€¢,"length ball on the pads, pushed on the leg side",Good,Leg Stump
105.1,"Lyon to Ashwin, no run",â€¢,"length ball on the pads, flicked towards backward square leg",Good,Leg Stump
104.6,"Starc to Jadeja, no run",â€¢,"snorter of a delivery! Furious pace from Starc. Jadeja's head was nearly taken off as he arched back to drop his gloves. Paine consulted his mates to see if it would be worth referring, they don't in the end. That would've woken any batsman up",Unknown,Off Stump
104.5,"Starc to Jadeja, no run",â€¢,"short ball angling away, Jadeja lets it go",Short,Unknown
104.4,"Starc to Jadeja, no run",â€¢,"slants this across, Jadeja drops his wrists and lets this pass",Unknown,Unknown
104.3,"Starc to Jadeja, 2 runs",2,,,
104.2,"Starc to Ashwin, 1 run",1,"works this off his hip to deep square, into the big gap there as Lyon comes around. Good running that time",Unknown,Off Stump
104.1,"Starc to Ashwin, no run",â€¢,"floats this full and across, Ashwin doesn't bite the bait as he lets it go",Full,Unknown
103.6,"Lyon to Jadeja, no run",â€¢,defends this indrifter with soft hands,Unknown,Unknown
103.5,"Lyon to Jadeja, FOUR runs",4,he's hammered this pull into the vacant midwicket region. Picked the length early and smacked it away,Good,Unknown
103.4,"Lyon to Jadeja, no run",â€¢,works this off a length on middle to midwicket,Good,Off Stump
103.3,"Lyon to Jadeja, no run",â€¢,stops on him a touch as Jadeja stabs this away. Hint of bounce as well,Unknown,Unknown
103.2,"Lyon to Ashwin, 1 run",1,works this nicely off his pads to square leg for a single,Unknown,Off Stump
103.1,"Lyon to Ashwin, no run",â€¢,"drifts in from wide of the crease, Ashwin defends",Unknown,Outside Off
102.6,"Starc to Jadeja, no run",â€¢,plays inside the line of this short ball as this whizzes past the outside edge. Good ball that,Short,Unknown
102.5,"Starc to Jadeja, no run",â€¢,right on top of the bounce as he defends this into the off side,Unknown,Off Stump
102.4,"Starc to Jadeja, no run",â€¢,drops his wrists and let this short of length delivery zip through,Good,Unknown
102.3,"Starc to Jadeja, no run",â€¢,"squirted to gully, no chance of a single. Jadeja wanted the single but is sent back by Ashwin",Unknown,Outside Off
102.2,"Starc to Jadeja, no run",â€¢,"short outside leg, Jadeja manages to avoid this",Short,Leg Stump
102.1,"Starc to Jadeja, no run",â€¢,hops back and defends this short ball,Short,Unknown
101.6,"Lyon to Jadeja, 1 run",1,"turns this into the leg side, past short leg",Short,Leg Stump
101.5,"Lyon to Jadeja, no run",â€¢,rocks back and slaps this short delivery into the covers,Good,Outside Off
101.4,"Lyon to Jadeja, no run",â€¢,"drifts in a length delivery, Jadeja defends from the crease",Good,Unknown
101.3,"Lyon to Jadeja, no run",â€¢,lunges forward and blocks,Unknown,Unknown
101.2,"Lyon to Jadeja, no run",â€¢,gets well forward and defends,Unknown,Unknown
101.1,"Lyon to Ashwin, 1 run",1,driven into the covers as Ashwin gets well forward to smother the turn,Good,Outside Off
100.6,"Cummins to Jadeja, no run",â€¢,"ducks under the bouncer, wears a blow on the body. Ball bobbles off the shoulder to Paine",Short,Off Stump
100.5,"Cummins to Jadeja, no run",â€¢,hops back and defends one that keeps a tad low,Unknown,Unknown
100.4,"Cummins to Jadeja, no run",â€¢,gets right on top of the bounce as he defends this short delivery,Short,Unknown
100.3,"Cummins to Ashwin, 1 run",1,works this wide of square leg,Unknown,Outside Off
100.2,"Cummins to Ashwin, no run",â€¢,"lovely roll of the wrists to work this into the leg side, good reflex save by Wade at short leg",Short,Leg Stump
100.1,"Cummins to Jadeja, 1 run",1,there comes the bat-swivel sword celebration - more out of anger - as he tucks this to fine leg. India's lead is now 100,Unknown,Leg Stump
99.6,"Lyon to Ashwin, no run",â€¢,rolls off a thickish inside edge to short fine leg,Short,Off Stump
99.5,"Lyon to Jadeja, OUT",W,"how close is that? They'll have a look at that. Very risky business. Direct hit would've been out. Looks like he's gone. It's another run out involving Rahane, this time he's at the receiving end. Jadeja tapped it to short cover, instinctively took off for a run that was really not on, Rahane responded immediately, went full tilt, went full-stretch but he's still just about short of the crease. What a sad end to a tremendous knock.",Full,Outside Off
99.4,"Lyon to Jadeja, no run",â€¢,gets well forward and eases this back to Lyon,Unknown,Unknown
99.3,"Lyon to Jadeja, no run",â€¢,"eases this to point, wants the single but is sent back",Unknown,Outside Off
99.2,"Lyon to Jadeja, no run",â€¢,"drifting into the pads, worked to short fine, wanted the single but won't get it",Short,Leg Stump
99.1,"Lyon to Jadeja, no run",â€¢,"drifts one in and gets this to turn away a bit, Jadeja has a good look at that as he leaves",Unknown,Unknown
98.6,"Cummins to Rahane, no run",â€¢,"angles in full from wide of the crease, defended back",Full,Outside Off
98.5,"Cummins to Jadeja, 1 run",1,flicked away down to fine leg,Unknown,Leg Stump
98.4,"Cummins to Jadeja, no run",â€¢,"ducks under another short ball, this one doesn't rise as much",Short,Unknown
98.3,"Cummins to Jadeja, no run",â€¢,ducks under this short ball outside leg,Short,Leg Stump
98.2,"Cummins to Jadeja, no run",â€¢,"short ball angling into his ribcage at 139.2kph, Jadeja manages to avoid this",Short,Unknown
98.1,"Cummins to Jadeja, no run",â€¢,hops back and defends,Unknown,Unknown
97.6,"Lyon to Rahane, no run",â€¢,nurdled to short fine,Short,Leg Stump
97.5,"Lyon to Rahane, no run",â€¢,gets well forward and defends this right under his nose,Full,Unknown
97.4,"Lyon to Rahane, no run",â€¢,punched into the covers,Good,Outside Off
97.3,"Lyon to Jadeja, 1 run",1,tucks this wide of square leg,Unknown,Outside Off
97.2,"Lyon to Jadeja, no run",â€¢,carefully defended with the spin,Full,Unknown
97.1,"Lyon to Jadeja, no run",â€¢,"rocks back to cut, this skids through and Jadeja stabs this away to point",Unknown,Outside Off
96.6,"Cummins to Rahane, no run",â€¢,beaten as he looks to arch back and help it over the slips,Unknown,Outside Off
96.5,"Cummins to Rahane, no run",â€¢,"pulled, in total control, but this is a good stop by Burns at square leg. Saved two runs for his side",Short,Leg Stump
96.4,"Cummins to Rahane, no run",â€¢,"gets well forward, outside the line of off, to defend that",Unknown,Off Stump
96.3,"Cummins to Rahane, no run",â€¢,steered to the gully,Unknown,Outside Off
96.2,"Cummins to Rahane, no run",â€¢,caught hopping as he's hit on the pad by this inducker,Unknown,Leg Stump
96.1,"Cummins to Rahane, no run",â€¢,punches this short of length delivery to point,Good,Outside Off
95.6,"Starc to Rahane, 1 run",1,"driven but not all that well timed, mid-off comes around to his right to cut that off",Unknown,Off Stump
95.5,"Starc to Rahane, no run",â€¢,solid forward press as he punches this to mid-off,Unknown,Off Stump
95.4,"Starc to Rahane, no run",â€¢,rises with the bounce and defends with soft hands to gully,Unknown,Outside Off
95.3,"Starc to Rahane, no run",â€¢,slants one across Rahane who lets it go Smith style,Unknown,Unknown
95.2,"Starc to Jadeja, 1 run",1,"half-volley, Jadeja drives very nicely but Wade with a diving stop at extra cover",Good,Outside Off
95.1,"Starc to Jadeja, no run",â€¢,driven firmly but straight to extra cover,Good,Outside Off
94.6,"Cummins to Jadeja, 1 run",1,flicked down to fine leg as Cummins sprays this on the pads,Unknown,Leg Stump
94.5,"Cummins to Jadeja, FOUR runs",4,"edged and four! Healthy nick but Jadeja was playing it with soft hands, races through that big gap between second slip and gully",Unknown,Outside Off
94.4,"Cummins to Jadeja, no run",â€¢,"nice and full outside off, Jadeja lets it pass, not enticed to throw his hands at that",Full,Outside Off
94.3,"Cummins to Jadeja, no run",â€¢,inside edge onto the pad as he looks to tuck this through square leg,Unknown,Leg Stump
94.2,"Cummins to Rahane, 1 run",1,turned into the leg side behind square as they jog through for a single,Unknown,Leg Stump
94.1,"Cummins to Rahane, no run",â€¢,"length ball outside off, hint of movement inwards, Rahane leaves",Good,Outside Off
93.6,"Starc to Jadeja, no run",â€¢,whizzes past Jadeja's helmet as he ducks under this one,Short,Unknown
93.5,"Starc to Rahane, 3 runs",3,"ah, how good is that? Length ball angling away and Rahane uncorks his wrists to hit that on the up imperiously through extra cover",Good,Outside Off
93.4,"Starc to Rahane, no run",â€¢,"full on middle and leg, Rahane turns this gently to midwicket",Full,Middle Stump
93.3,"Starc to Jadeja, 1 run",1,works this gently into the leg side for a quick single,Unknown,Leg Stump
93.2,"Starc to Rahane, 1 run",1,"straying into the pads, flicked to fine leg",Unknown,Leg Stump
93.1,"Starc to Rahane, no run",â€¢,"full on off, pushed off the frontfoot to mid-off",Full,Off Stump
92.6,"Cummins to Jadeja, no run",â€¢,"defends with his bat close to the body, excellent delivery",Unknown,Unknown
92.5,"Cummins to Jadeja, no run",â€¢,"banged in short, rises high and Jadeja ducks underneath is pretty easily, won't be wrong to say Jadeja was expecting that one",Short,Unknown
92.4,"Cummins to Jadeja, no run",â€¢,"goes wide of the crease and angles one in full outside off, Jadeja lets it pass",Full,Outside Off
92.3,"Cummins to Jadeja, no run",â€¢,watches this angle back in as he defends with soft hands,Unknown,Unknown
92.2,"Cummins to Jadeja, no run",â€¢,"full on the stumps, defended back",Full,Unknown
92.1,"Cummins to Jadeja, no run",â€¢,"ripper of a bouncer at 148kph, Paine leaps to grab that one-handed as Jadeja just about manages to duck under this nasty delivery",Short,Unknown
91.6,"Starc to Rahane, no run",â€¢,defended back down the pitch. He was shaping to drive but the ball came back in a wee bit to roll back off a thickish inside edge,Unknown,Off Stump
91.5,"Starc to Rahane, 2 runs",2,"nicely turned down towards fine leg, Cummins runs to his right and slides across to stop that and save two runs",Unknown,Leg Stump
91.4,"Starc to Rahane, no run",â€¢,edged but stopped by Green for the one-millionth time at gully. Played it with soft hands so no danger from Rahane,Unknown,Outside Off
91.3,"Starc to Rahane, no run",â€¢,"Oh, dear! Another dropped chance. Travis Head puts down the chance diving forward from gully. Snorter of a short ball that pings Rahane on the glove as he looks away, it lobs enough for the fielder to run in and get to the ball, but Head grassed it as his elbows touched the turf. How costly will that prove to be? He was dropped earlier on 74, now on 104",Short,Outside Off
91.2,"Starc to Rahane, no run",â€¢,"slanted full, pushed off the frontfoot to mid-off",Full,Off Stump
91.1,"Starc to Jadeja, 1 run",1,driven firmly wide of mid-off for a single,Unknown,Outside Off
90.6,"Green to Jadeja, 1 run",1,bunted into the gap for a quick single,Unknown,Unknown
90.5,"Green to Jadeja, no run",â€¢,drops his wrists and lets this length ball zip through,Good,Unknown
90.4,"Green to Jadeja, no run",â€¢,"full and into the slot to drive, left alone",Full,Unknown
90.3,"Green to Jadeja, no run",â€¢,"full and right in the slot to drive but this is a tad wide, Jadeja leaves again",Full,Outside Off
90.2,"Green to Jadeja, no run",â€¢,"too wide outside off once again, not enough to get the batsman playing",Unknown,Outside Off
90.2,"Green to Jadeja, 1 wide",1w,"sprays this too far wide outside off, left alone",Unknown,Outside Off
90.1,"Green to Jadeja, no run",â€¢,"shapes back in from over the wicket, defended back with a straight bat",Unknown,Unknown
89.6,"Lyon to Jadeja, 1 run",1,"shortish outside off, he rocks back and crashes this point",Short,Outside Off
89.5,"Lyon to Jadeja, no run",â€¢,mistimes this cut to cover,Good,Outside Off
89.4,"Lyon to Jadeja, no run",â€¢,gets well forward and defends this with head right over the ball,Unknown,Unknown
89.3,"Lyon to Jadeja, no run",â€¢,stabs this away into the off side,Unknown,Off Stump
89.2,"Lyon to Jadeja, no run",â€¢,slider that drifts in and he defends to get a thick inside edge that rolls into the leg side,Unknown,Leg Stump
89.1,"Lyon to Jadeja, no run",â€¢,"drifts in a length ball on middle, defended",Good,Middle Stump
88.6,"Hazlewood to Rahane, FOUR runs",4,"glorious cover drive! This was full, so full that Rahane let his hand-eye coordination and the confidence of his hundred do all the talking as he blasted that into the gap, all along the ground.",Full,Outside Off
88.5,"Hazlewood to Jadeja, 1 run",1,off the pad as he looks to work that wide of square leg,Unknown,Outside Off
88.4,"Hazlewood to Jadeja, no run",â€¢,ducks under this short ball on middle and leg,Short,Middle Stump
88.3,"Hazlewood to Jadeja, no run",â€¢,leaves this nip-backer from outside off,Unknown,Outside Off
88.2,"Hazlewood to Jadeja, no run",â€¢,squeezes this yorker-length delivery into the off side,Yorker,Off Stump
88.1,"Hazlewood to Jadeja, no run",â€¢,solid defence to one that jags back in from outside off,Unknown,Outside Off
87.6,"Cummins to Rahane, no run",â€¢,"rapped on the glove as Cummins gets this to lift off the surface, Rahane tried to take his bottom hand off as he tried to defend this",Unknown,Off Stump
87.5,"Cummins to Rahane, no run",â€¢,right on top of the bounce as he defends,Unknown,Unknown
87.4,"Cummins to Rahane, FOUR runs",4,"that's a hundred to remember! Well played, Rahane. Saw this short and wide, shaped up early to play a fierce cut to the backward point boundary. His 12th Test century, one he'll remember for a long time if this helps India go on to win. What a knock",Short,Outside Off
87.3,"Cummins to Rahane, no run",â€¢,nips back in to be struck high on the pad. I think Rahane expected this one to hold its line,Unknown,Leg Stump
87.2,"Cummins to Rahane, no run",â€¢,"edged but safe, well stopped at gully by Cameron Green",Unknown,Outside Off
87.1,"Cummins to Rahane, no run",â€¢,solidly defended back,Unknown,Unknown
86.6,"Hazlewood to Jadeja, no run",â€¢,"pitched up outside off, Jadeja happy to let this pass",Unknown,Outside Off
86.5,"Hazlewood to Jadeja, no run",â€¢,excellent leave as Hazlewood goes full on off stump from around the wicket,Full,Off Stump
86.4,"Hazlewood to Rahane, 3 runs",3,"uppish flick but into the gap between square leg and midwicket, acres of open space there and they'll come back for a third",Unknown,Leg Stump
86.3,"Hazlewood to Rahane, no run",â€¢,"hit high on the pad as this length ball angles in, he was looking to work it to the leg side",Good,Leg Stump
86.2,"Hazlewood to Rahane, no run",â€¢,,,
86.1,"Hazlewood to Rahane, no run",â€¢,driven firmly but straight to mid-off,Unknown,Off Stump
85.6,"Cummins to Rahane, 1 run",1,nudged away towards square leg for an easy single,Unknown,Leg Stump
85.5,"Cummins to Rahane, 2 runs",2,"pulled in front of square, didn't get hold of it but they'll get back for a couple as it was hit into the gap at deep midwicket",Short,Unknown
85.4,"Cummins to Rahane, no run",â€¢,"steered nicely to gully, excellent stop by Green diving to his left",Unknown,Outside Off
85.3,"Cummins to Rahane, no run",â€¢,driven superbly but an excellent stop by Wade at mid-off,Unknown,Off Stump
85.2,"Cummins to Jadeja, 1 run",1,tucked away uppishly past short leg,Short,Leg Stump
85.1,"Cummins to Rahane, 1 run",1,off a thickish inside edge to fine leg,Unknown,Off Stump
84.6,"Hazlewood to Jadeja, no run",â€¢,"width on offer but Jadeja says 'thanks, but I'm good', leaves",Unknown,Off Stump
84.5,"Hazlewood to Jadeja, no run",â€¢,"dug in short but this is flying way over him, Jadeja leaves",Short,Unknown
84.4,"Hazlewood to Jadeja, no run",â€¢,hops back and across as he leaves this length ball angling away,Good,Unknown
84.3,"Hazlewood to Jadeja, 2 runs",2,sprays it on the pads and Jadeja clips it away nicely past midwicket,Unknown,Leg Stump
84.2,"Hazlewood to Jadeja, no run",â€¢,"pitched up, right in the slot to drive, Jadeja isn't enticed enough so he leaves",Unknown,Unknown
84.1,"Hazlewood to Jadeja, no run",â€¢,"full and angling away, Jadeja watches this through to Paine",Full,Unknown
83.6,"Cummins to Rahane, no run",â€¢,solidly defended back,Unknown,Unknown
83.5,"Cummins to Jadeja, 1 run",1,hops back and works this uppishly wide of short leg for a single,Short,Outside Off
83.4,"Cummins to Jadeja, no run",â€¢,big appeal for lbw but it may have struck Jadeja a tad too high. They don't even bother consulting each other before the DRS referral,Unknown,Unknown
83.3,"Cummins to Jadeja, no run",â€¢,"gets this to zip across, play and a miss",Unknown,Unknown
83.2,"Cummins to Rahane, 1 run",1,edged and this races past gully,Unknown,Outside Off
83.1,"Cummins to Jadeja, 1 run",1,works this down to long leg,Unknown,Leg Stump
82.6,"Starc to Rahane, FOUR runs",4,"width and he's flayed that away behind point, couple of bounces to the rope. Bad ball from Starc. Rahane just couldn't resist and went after it without any half-measures",Unknown,Outside Off
82.5,"Starc to Rahane, no run",â€¢,"attempted rib-tickler gone wrong, down leg.",Unknown,Leg Stump
82.4,"Starc to Rahane, no run",â€¢,"slips this length ball down leg, Rahane plays and misses",Good,Outside Off
82.3,"Starc to Rahane, no run",â€¢,"rash stroke from Rahane! Goes chasing after a wide half-volley, late by a fraction of a second. Very close to the outside edge",Unknown,Outside Off
82.2,"Starc to Rahane, 2 runs",2,"prods outside the line, gets a thick inside edge to fine leg. Aggressive running to come back for the second",Unknown,Leg Stump
82.1,"Starc to Jadeja, 1 run",1,"risky little single as he pushes this to mid-on, Jadeja was deep inside the crease as he defended that so needed to really hustle to complete the run",Good,Unknown
81.6,"Cummins to Rahane, no run",â€¢,"right on top of the bounce, defends",Unknown,Unknown
81.5,"Cummins to Rahane, 2 runs",2,stands tall and punches this on the up between cover and point,Good,Outside Off
81.4,"Cummins to Rahane, 2 runs",2,"and another one! This one's fuller too and Rahane plays the exact replica of the previous delivery. High elbow, feet to the pitch of the ball, straight bat past mid-off and zoom. This one holds up near the boundary though",Full,Off Stump
81.3,"Cummins to Rahane, FOUR runs",4,"ah, shot of the day! Just leans forward and essays a classic off-drive to beat mid-off. So beautiful to watch",Unknown,Off Stump
81.2,"Cummins to Rahane, no run",â€¢,"keeps a tad low as it lands on a length around off, kept out",Good,Off Stump
81.1,"Cummins to Rahane, no run",â€¢,right behind the line of this short of length delivery as he defends,Good,Unknown
80.6,"Starc to Jadeja, no run",â€¢,"superb delivery, whizzes past the outside edge as Jadeja tries to hide the bat inside the pad",Unknown,Leg Stump
80.5,"Starc to Jadeja, no run",â€¢,"moves away from outside off, left alone",Unknown,Outside Off
80.4,"Starc to Jadeja, no run",â€¢,"length ball moving away from outside off at 142kph, left alone",Good,Outside Off
80.3,"Starc to Rahane, 1 run",1,"dropped at second slip by Steven Smith! This one burst through his hands. Rahane jams his bat down to squeeze a full delivery through point, the ball flew off the thick edge. How costly will that prove to be? The ball wobbled a great deal as it came quickly towards Smith",Full,Outside Off
80.2,"Starc to Rahane, no run",â€¢,"floated full, driven nicely to mid-off",Full,Off Stump
80.1,"Starc to Jadeja, 3 runs",3,"flicked nicely into the gap at midwicket, three more to the total. Spraying into the pads,Jadeja will play his shots if the ball is pitched up",Unknown,Leg Stump
79.6,"Lyon to Rahane, no run",â€¢,covers the line of the delivery and defends,Good,Outside Off
79.5,"Lyon to Rahane, no run",â€¢,"fired full outside off, into the tough, Rahane gets a stride in as he blocks that",Full,Outside Off
79.4,"Lyon to Rahane, no run",â€¢,back and across to defend this sharp-turning length delivery,Good,Unknown
79.3,"Lyon to Rahane, no run",â€¢,goes right back to cover for the turn and defend,Good,Outside Off
79.2,"Lyon to Jadeja, 3 runs",3,"crashed away through the cover region, long chase for Head allows them to take three. Is Lyon tiring?",Good,Outside Off
79.1,"Lyon to Rahane, 1 run",1,worked wide of midwicket for an easy single,Unknown,Outside Off
78.6,"Green to Jadeja, 2 runs",2,"fuller and swinging in, Jadeja does well to keep his pad out and flick it towards midwicket",Full,Leg Stump
78.5,"Green to Jadeja, no run",â€¢,"fuller but well outside off, left alone",Full,Outside Off
78.4,"Green to Jadeja, no run",â€¢,"a bouncer but too high, Jadeja squats under it",Short,Unknown
78.3,"Green to Rahane, 1 run",1,"bouncer but down the leg side, pulls it towards fine leg",Short,Leg Stump
78.2,"Green to Rahane, no run",â€¢,"full and wide, driven firmly but cannot beat the man at extra cover",Full,Outside Off
78.1,"Green to Rahane, no run",â€¢,"fuller on the stumps, pushes it towards mid-off",Full,Off Stump
77.6,"Lyon to Jadeja, no run",â€¢,"length outside off, some extra bounce as well, which means Jadeja had to check his cut. Bounces towards the cover fielder",Good,Outside Off
77.5,"Lyon to Jadeja, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
77.4,"Lyon to Jadeja, no run",â€¢,"fuller around off, pushes it towards point but the fielder is quick to the ball",Full,Outside Off
77.3,"Lyon to Jadeja, no run",â€¢,"length around off, pushed off the back foot",Good,Off Stump
77.2,"Lyon to Jadeja, no run",â€¢,"fuller around off, comes forward and defends on the off side, looks to sneak in a single but Rahane isn't interested",Full,Off Stump
