ball,bowler_batsman,result,commentary,length,line
84.3,"Bumrah to Green, 1 run",1,"length on the pads, flicked to deep square leg",Good,Leg Stump
84.2,"Bumrah to Green, no run",â€¢,gone through him. Zips  past the outside edge even as he's looking to drive. Missed the outside edge by a centimetre,Unknown,Unknown
84.1,"Bumrah to Green, no run",â€¢,"bouncer outside off, Green ducks under it",Short,Outside Off
83.6,"Siraj to Paine, no run",â€¢,"walking across and this one is slipped wide of leg stump, so he can't reach it. An ODI wide",Unknown,Outside Off
83.5,"Siraj to Green, 1 run",1,"back of a length well outside off, moves across and glides it through backward point",Good,Outside Off
83.4,"Siraj to Green, SIX runs",6,"thwack. Disdainfully done. Dances down the track to a fast bowler with a second new ball, makes room and wallops him over deep midwicket with a clean, baseball swing of the bat",Full,Unknown
83.3,"Siraj to Green, no run",â€¢,"flowing drive to one that is on a sixth stump line, confidently on the front foot and leans into it. Rohit at cover dives to his left to stop it",Good,Outside Off
83.2,"Siraj to Paine, 1 run",1,too much room outside off and that is stroked to deep point,Unknown,Outside Off
83.1,"Siraj to Paine, no run",â€¢,"length, but well outside off, left alone",Good,Outside Off
82.6,"Bumrah to Green, no run",â€¢,"inswinger, but down leg. Saha gathers",Unknown,Leg Stump
82.5,"Bumrah to Green, FOUR runs",4,"just past gully. Fuller on the fifth stump again, moving away, and he goes hard at it. Gets a healthy edge and gully can't reach it despite diving to his right. That's a maiden Test fifty for Green",Full,Outside Off
82.4,"Bumrah to Green, no run",â€¢,"and again, moves it away. But this is a bit too far outside off, so easily left alone",Unknown,Outside Off
82.3,"Bumrah to Green, no run",â€¢,"swinging into him now, and he misses the flick as he moves across.",Unknown,Unknown
82.2,"Bumrah to Green, no run",â€¢,"shaping away from him on a fifth stump line, he's drawn into poking at it, goes past the outside edge",Unknown,Unknown
82.1,"Bumrah to Green, no run",â€¢,"length outside off, left alone",Good,Outside Off
81.6,"Siraj to Green, 1 leg bye",1lb,"moving across the crease, gets another one on the thigh pad that goes to fine leg, as he misses the swat-sweep",Unknown,Leg Stump
81.5,"Siraj to Paine, 1 run",1,"straighter one again, and he's happy to pick these off to square leg",Unknown,Off Stump
81.4,"Siraj to Green, 1 run",1,"length ball on middle and leg, goes inside the line and flicks it with the angle to deep square leg",Good,Middle Stump
81.3,"Siraj to Green, no run",â€¢,"length on off, straightens a touch after pitching, Green adjusts to defend on the front foot",Good,Off Stump
81.2,"Siraj to Green, 2 leg byes",2lb,"straighter, ends up on the pads, tries to flick and misses but it pings off the thigh pad to fine leg",Unknown,Off Stump
81.1,"Siraj to Green, no run",â€¢,"length on off, blocked back down the pitch",Good,Off Stump
80.6,"Saini to Paine, no run",â€¢,"length on off, tapped back to the bowler",Good,Off Stump
80.5,"Saini to Paine, no run",â€¢,"length ball nipping in on off, defended into the offside",Good,Off Stump
80.4,"Saini to Paine, no run",â€¢,"yorker length almost on off, stands tall and clips to mid-on",Yorker,Off Stump
80.3,"Saini to Green, 1 run",1,"fuller, angling in on off, pushed to mid-off with soft hands and they hustle the quick single",Full,Off Stump
80.2,"Saini to Green, no run",â€¢,"length on off, gets behind it and defends to mid-on",Good,Off Stump
80.1,"Saini to Green, no run",â€¢,"length ball coming in on leg stump, steered to backward point",Good,Outside Off
79.6,"Ashwin to Paine, no run",â€¢,tapped to midwicket,Unknown,Unknown
79.5,"Ashwin to Paine, FOUR runs",4,"got a glove on it and it goes very fine. Ashwin still bowling leg-spinners, targetting the rough outside leg stump? But it's well down leg and he sweeps hard, gets enough contact for a boundary",Unknown,Leg Stump
79.4,"Ashwin to Paine, no run",â€¢,"another carrom ball, or was it just a proper leg-break? Tapped towards short fine leg",Short,Leg Stump
79.3,"Ashwin to Green, 1 run",1,pushes at it outside leg and gets a thick edge that rolls towards backward point,Unknown,Outside Off
79.2,"Ashwin to Green, no run",â€¢,"carrom ball, like a leggie from around the wicket. Goes off the pad to short leg, as he misses the flick",Short,Off Stump
79.1,"Ashwin to Paine, 1 bye",1b,"tossed up well wide of leg stump, goes for the sweep, gets a toe end that goes very fine, but slow enough for short fine leg to cut off",Full,Outside Off
78.6,"Saini to Green, no run",â€¢,"length ball on the stumps, flicked towards short midwicket",Good,Unknown
78.5,"Saini to Green, 2 runs",2,"short of length on middle and leg, tucked past square leg once more, a couple as the deep square leg cuts it off",Good,Off Stump
78.4,"Saini to Green, FOUR runs",4,"short of length outside off, swivels and pulls it towards deep-backward square leg",Good,Outside Off
78.3,"Saini to Green, no run",â€¢,"length ball outside off, steered towards gully",Good,Outside Off
78.2,"Saini to Green, no run",â€¢,"short of length around off, defended towards cover",Good,Outside Off
78.1,"Saini to Green, no run",â€¢,"length ball angling in, defended on the leg side",Good,Leg Stump
77.6,"Ashwin to Paine, FOUR runs",4,"another reverse sweep and much better connection and placement this time, hits it behind point to end the over with a four",Unknown,Outside Off
77.5,"Ashwin to Paine, no run",â€¢,"slower on the stumps, comes forward and pushes it towards the bowler",Unknown,Unknown
77.4,"Ashwin to Paine, no run",â€¢,"fuller on the pads, Paine goes back and pushes it to short midwicket",Full,Leg Stump
77.3,"Ashwin to Paine, no run",â€¢,"length ball on the stumps, reverse-swept to point",Good,Outside Off
77.2,"Ashwin to Paine, no run",â€¢,"a carrom ball at the stumps, just defended from the crease",Unknown,Unknown
77.1,"Ashwin to Green, 1 run",1,"fuller around off, backs away and looks to smash it through extra cover, gets an inside edge past the leg stump",Full,Outside Off
76.6,"Bumrah to Paine, no run",â€¢,"fuller on the stumps, driven but cannot beat mid-on",Full,Unknown
76.5,"Bumrah to Paine, no run",â€¢,"length ball on middle and leg, turned towards short midwicket",Good,Middle Stump
76.4,"Bumrah to Paine, no run",â€¢,"length around off, Paine is once again behind this, blocked",Good,Off Stump
76.3,"Bumrah to Paine, no run",â€¢,"length ball around off, gets behind this one and defends",Good,Off Stump
76.2,"Bumrah to Green, 1 run",1,"fuller around off, goes for the drive once again. Not from the middle of the bat but will get a single to extra cover",Full,Outside Off
76.1,"Bumrah to Green, no run",â€¢,"fuller around fourth stump, Green comes forward to drive but is beaten by the pace",Full,Unknown
75.6,"Ashwin to Paine, no run",â€¢,"length ball on middle and leg, defended",Good,Middle Stump
75.5,"Ashwin to Paine, FOUR runs",4,"length outside off, backs away to create room. Cuts it hard through point for another four",Good,Outside Off
75.4,"Ashwin to Paine, FOUR runs",4,fuller on the stumps and a lap sweep this time from Paine. Between the wicketkeeper and short-backward square leg,Full,Leg Stump
75.3,"Ashwin to Paine, no run",â€¢,"fuller around off, drives it towards short mid-on",Full,Off Stump
75.2,"Ashwin to Green, 1 run",1,"too close to cut, chopped past Rahane at first slip",Unknown,Outside Off
75.1,"Ashwin to Green, no run",â€¢,"fuller on the stumps, pushed toward short midwicket",Full,Unknown
74.6,"Bumrah to Paine, FOUR runs",4,"length ball outside off, 140kph, gets a thick outside edge into the ground and Rahane cannot stop it this time",Good,Outside Off
74.5,"Bumrah to Paine, FOUR runs",4,"a touch fuller this time from Bumrah, Paine comes on the front foot and drives it through covers",Full,Outside Off
74.4,"Bumrah to Paine, no run",â€¢,length ball in the channel. A thick outside edge into the ground and to Rahane's left at gully. Good stop,Good,Outside Off
74.3,"Bumrah to Paine, 2 runs",2,"dropped at wide first slip by Rohit. Length ball in the corridor, hard hands from Paine as he pushes at it, gets an outside edge and it goes low to Rohit's left. He gets low, both hands but cannot hold on to",Good,Outside Off
74.2,"Bumrah to Paine, no run",â€¢,"fuller around off, opens the face to work it towards point but no run as the fielder makes a tumbling stop",Full,Outside Off
74.1,"Bumrah to Paine, no run",â€¢,"length ball around off, gets behind it and blocks",Good,Off Stump
73.6,"Ashwin to Green, FOUR runs",4,"uses his feet, reaches to the pitch of the ball and lofts it over midwicket",Unknown,Unknown
73.5,"Ashwin to Green, no run",â€¢,"short of length outside off, backs away and punches it towards point",Good,Outside Off
73.4,"Ashwin to Paine, 1 run",1,"too full on the stumps, digs it out towards mid-on",Full,Unknown
73.3,"Ashwin to Green, 1 run",1,"uses of feet to this tossed up delivery around off, driven along the ground towards long-on",Full,Off Stump
73.2,"Ashwin to Paine, 1 run",1,"length ball on middle and leg, flicked towards midwicket",Good,Middle Stump
73.1,"Ashwin to Paine, no run",â€¢,"flatter on the leg stump, backs away and defends",Good,Leg Stump
72.6,"Bumrah to Green, no run",â€¢,"length ball on middle and leg, defended",Good,Middle Stump
72.5,"Bumrah to Green, no run",â€¢,doesn't carry to Vihari at shot mid-off/ short extra cover. Was a short of a length delivery on middle and leg. Looked like it stopped at Green who was trying to work it on the leg side. Gets a leading edge but lands well in front of Vihari,Good,Outside Off
72.4,"Bumrah to Green, no run",â€¢,"length ball around off, defended towards covers",Good,Outside Off
72.3,"Bumrah to Green, no run",â€¢,"fuller around off, comes forward and drives it towards extra cover",Full,Outside Off
72.2,"Bumrah to Green, no run",â€¢,length ball in the channel. Looks to run it fine and gets beaten,Good,Leg Stump
72.1,"Bumrah to Green, no run",â€¢,"fuller around off, driven back towards the bowler",Full,Off Stump
71.6,"Ashwin to Green, 1 run",1,"length ball on the pads, flicked towards backward square leg for a quick single",Good,Leg Stump
71.5,"Ashwin to Paine, 1 run",1,"uses his feet and looks to go over mid-on but fails to middle, a single to deep midwicket",Good,Middle Stump
71.4,"Ashwin to Paine, no run",â€¢,"fuller around middle and leg, nudges it towards short midwicket",Full,Middle Stump
71.3,"Ashwin to Green, 1 run",1,worked towards square leg for a single,Unknown,Leg Stump
71.2,"Ashwin to Green, no run",â€¢,"flighted this time, Green comes down and looks to defend but is beaten as the ball spins sharply",Unknown,Unknown
71.1,"Ashwin to Green, no run",â€¢,"flatter at 92.8kph. Just outside off, defended",Good,Outside Off
70.6,"Siraj to Paine, no run",â€¢,"fuller on the stumps, flicked but a diving stop by Rohit to his right at short midwicket",Full,Unknown
70.5,"Siraj to Paine, 2 runs",2,"length ball around off, stands tall and punches it between extra cover and mid-off",Good,Outside Off
70.4,"Siraj to Paine, no run",â€¢,"length ball around off, stays in the crease and defends",Good,Off Stump
70.3,"Siraj to Green, 1 run",1,"short of length around off, drops it behind point for a quick single",Good,Outside Off
70.2,"Siraj to Green, FOUR runs",4,"length ball around fifth stump, Green was looking to block, gets a thick outside edge past the wide first slip",Good,Outside Off
70.1,"Siraj to Green, no run",â€¢,"short of length around off, gets behind it and blocks",Good,Off Stump
69.6,"Ashwin to Paine, no run",â€¢,"fuller around off, pushes it towards short midwicket from the front foot",Full,Off Stump
69.5,"Ashwin to Paine, 2 runs",2,"length ball on middle and leg, finally manages to find a single, whipped towards deep midwicket",Good,Middle Stump
69.4,"Ashwin to Paine, no run",â€¢,"flatter around off, stays back and punches it towards the bowler",Good,Off Stump
69.3,"Ashwin to Paine, no run",â€¢,"length ball, stays back and flicks it towards backward square leg",Good,Leg Stump
69.2,"Ashwin to Paine, no run",â€¢,"pitched up again, comes forward and pushes it towards short midwicket",Short,Unknown
69.1,"Ashwin to Paine, no run",â€¢,"fuller and quicker on the stumps, blocked",Full,Unknown
68.6,"Siraj to Green, no run",â€¢,"short of length outside off, arches back and chops it into the ground towards point",Good,Outside Off
68.5,"Siraj to Green, no run",â€¢,"length ball around off, defended from the back foot",Good,Off Stump
68.4,"Siraj to Green, no run",â€¢,"short of length around off, stays back and defends",Good,Off Stump
68.3,"Siraj to Green, no run",â€¢,"short of length around middle and off, turned towards short midwicket",Good,Off Stump
68.2,"Siraj to Green, no run",â€¢,"a touch fuller on middle and flicked, flicked but cannot beat short midwicket",Full,Middle Stump
68.1,"Siraj to Green, no run",â€¢,"length ball on middle and leg, misses the flick",Good,Middle Stump
67.6,"Ashwin to Paine, no run",â€¢,"fuller around off, pushes it towards covers",Full,Outside Off
67.5,"Ashwin to Paine, no run",â€¢,"tossed up but too full, digs it out back",Full,Unknown
67.4,"Ashwin to Smith, OUT",W,"a big appeal for lbw Denied but India want to review this. Tossed up around off on a length, Smith came on the front foot to defend but missed as the ball turned. Was there an inside edge? No spike there and it hits the knee roll in the line of the stumps. Would have gone on to hit the leg stick. India find a wicket from nowehere. Smith isn't happy with himself",Full,Off Stump
67.3,"Ashwin to Green, 1 run",1,"flatter around off, goes back and pushes it towards extra cover",Good,Outside Off
67.2,"Ashwin to Green, no run",â€¢,"length ball around off, defended on the front foot",Good,Off Stump
67.1,"Ashwin to Smith, 1 run",1,"fuller around off, comes forward and pushes it towards covers",Full,Outside Off
66.6,"Siraj to Green, no run",â€¢,"fuller around off, comes forward and blocks",Full,Off Stump
66.5,"Siraj to Smith, 1 run",1,"fuller on the pads, flicked away, a partial stop by square leg. The lead is 300 now",Full,Leg Stump
66.4,"Siraj to Smith, FOUR runs",4,"straying down the leg side this time and Smith, who was standing just outside leg, clips it fine",Unknown,Leg Stump
66.3,"Siraj to Green, 1 run",1,"length ball on middle and leg, tucked away towards fine leg",Good,Middle Stump
66.2,"Siraj to Smith, 1 run",1,"on the stumps, works it towards midwicket for an easy single",Unknown,Unknown
66.1,"Siraj to Smith, no run",â€¢,"length ball around off, stays back and defends",Good,Off Stump
65.6,"Ashwin to Green, no run",â€¢,"flighted on middle and leg, cannot beat short leg who makes a tumbling stop to his right",Short,Middle Stump
65.5,"Ashwin to Green, no run",â€¢,"pushed to the left of Ashwin, who fields it himself",Unknown,Unknown
65.4,"Ashwin to Green, no run",â€¢,"tossed up on the stumps, defended",Full,Unknown
65.3,"Ashwin to Smith, 1 run",1,"fuller and flatter down the leg side, tapped towards short fine leg",Full,Leg Stump
65.2,"Ashwin to Smith, FOUR runs",4,swept and swept hard. Was a touch fuller around off and Smith dispatches it to deep square leg,Full,Off Stump
65.1,"Ashwin to Smith, no run",â€¢,"shortens his length after he sees Smith coming down, defended on the leg side",Good,Leg Stump
64.6,"Siraj to Green, no run",â€¢,"length ball around off, defended from the front foot",Good,Off Stump
64.5,"Siraj to Smith, 1 run",1,"fuller on the stumps, waits in the crease before clipping it towards midwicket",Full,Unknown
64.4,"Siraj to Smith, FOUR runs",4,"length ball but slanting on to the pads, a leg glance this time as Australia make their intentions clear",Good,Leg Stump
64.3,"Siraj to Smith, SIX runs",6,"short but the line is not right. On the leg stump and Smith punishes it, pulls it over fine leg, more of a top edge but the intention was always to hit it in the air",Short,Leg Stump
64.2,"Siraj to Green, 1 run",1,"length ball around off, comes forward and pushes it towards mid-off gently for a quick single",Good,Off Stump
64.1,"Siraj to Green, no run",â€¢,"starts with a length ball on middle and leg, defended",Good,Middle Stump
63.6,"Ashwin to Green, 1 run",1,"given some air, but drifts down leg and he flicks it to fine leg.",Unknown,Leg Stump
63.5,"Ashwin to Green, no run",â€¢,"tossed up on off, defended",Full,Off Stump
63.4,"Ashwin to Green, no run",â€¢,"length on the stumps, he's trying to play it late, ends up tucking it to backward square leg",Good,Leg Stump
63.3,"Ashwin to Green, no run",â€¢,"length outside off, he's staying well legside of the ball and on the back foot, ends up pushing it away into the offside",Good,Outside Off
63.2,"Ashwin to Smith, 1 run",1,"length outside off, cuts it to deep point",Good,Outside Off
63.1,"Ashwin to Smith, no run",â€¢,"turn for Ashwin, as he pitches slightly short of a length on off, and Saha gathers it outside leg. Smith was looking to swat it away, missed",Good,Off Stump
62.6,"Siraj to Green, no run",â€¢,"fuller, pushed to mid-off. He's looking for a single again, but there isn't one. Vihari at mid-off throws to the keeper, but the ball hits Green in the leg while he's turning back. Hand raised in apology from the fielder",Full,Off Stump
62.5,"Siraj to Green, no run",â€¢,"big appeal as he's rapped on the pads. Rahane not interested in the review. Swinging into him, and Green is pushing forward at it, hit on the knee roll. But he got an inside edge onto pad there, which is why Rahane wasn't going to review it.",Unknown,Leg Stump
62.4,"Siraj to Green, no run",â€¢,"fuller, tailing into him outside off, comes forward nicely to meet it, pushing to cover",Full,Outside Off
62.3,"Siraj to Green, FOUR runs",4,"super shot. Full on off, and he shows the full face of the bat to off-drive peachily. Very straight, to mid-off's left and as soon as it was past him, it was heading to the boundary",Full,Off Stump
62.2,"Siraj to Green, no run",â€¢,"length on the pads, flicked to square leg",Good,Leg Stump
62.1,"Siraj to Green, no run",â€¢,"fuller on off, driven to mid-on from the front foot",Full,Off Stump
61.6,"Ashwin to Smith, no run",â€¢,"tossed up on the stumps, drifts in, Smith looking to work it away, gets a faint leading edge and the ball drops down near him",Full,Unknown
61.5,"Ashwin to Green, 1 run",1,"length on leg stump, flicked through backward square leg",Good,Leg Stump
61.4,"Ashwin to Green, no run",â€¢,"fuller on the stumps, comes down the track to play it back to the bowler",Full,Unknown
61.3,"Ashwin to Green, no run",â€¢,"fuller on off, defended from the crease",Full,Off Stump
61.2,"Ashwin to Smith, 1 run",1,"tossed up on a length on middle and leg, Smith goes right back and swats it towards fine leg. Came off the bottom half of the bat. Hit Saha's thigh pad I think - so technically that's a chance maybe. But not a chance realistically",Full,Off Stump
61.1,"Ashwin to Smith, no run",â€¢,"flatter on the stumps, Smith skips down the track but blocks it back to the bowler",Good,Unknown
60.6,"Siraj to Green, no run",â€¢,"fullish on the stumps, moves across to tap to midwicket",Full,Unknown
60.5,"Siraj to Green, no run",â€¢,"length on middle and leg, tucked to midwicket",Good,Middle Stump
60.4,"Siraj to Green, no run",â€¢,"back of a length on off, defended solidly",Good,Off Stump
60.3,"Siraj to Green, no run",â€¢,"length ball, nipping into him, keeps his bat straight to defend it. Gets it off the outside half, towards cover",Good,Outside Off
60.2,"Siraj to Green, no run",â€¢,"fuller outside off, driven to cover",Full,Outside Off
60.1,"Siraj to Green, no run",â€¢,"length outside off, pushed into the offside",Good,Outside Off
59.6,"Ashwin to Smith, no run",â€¢,"fuller, outside leg, Smith goes to paddle-sweep it fine, but there is a short fine leg who stops it",Full,Leg Stump
59.5,"Ashwin to Smith, 2 runs",2,"length on the stumps, goes back and flat-bats it through midwicket. Smith is hustling for two, and excellent running gives them that. Green was going to the danger end, and even though the fielder fired in a good throw to Ashwin who whipped off the bails immediately, Green was in",Good,Off Stump
59.4,"Ashwin to Green, 1 run",1,room outside off so he clears his front leg and glides it through backward point,Unknown,Outside Off
59.3,"Ashwin to Green, no run",â€¢,"coming down the track, Ashwin shortens his length and Green defends it back",Good,Unknown
59.2,"Ashwin to Green, no run",â€¢,"tossed up on the stumps, he's looking to flick it, gets it off the toe end back to the bowler",Full,Off Stump
59.1,"Ashwin to Smith, 1 run",1,"too full and outside leg, he sweeps it hard to backward square leg",Full,Leg Stump
58.6,"Siraj to Green, no run",â€¢,"thick edge bounces to gully. Length outside off, he was coming on the front foot to punch",Good,Outside Off
58.5,"Siraj to Green, 2 runs",2,"length sliding down leg, moves inside the line and flicks it off his pads to deep square leg",Good,Off Stump
58.4,"Siraj to Green, no run",â€¢,"fuller, ends up on the pads, clipped to mid-on. Green is looking for the single but sent back, which prompts the fielder to have a shy. Gathered by Saha",Full,Leg Stump
58.3,"Siraj to Green, no run",â€¢,"fuller, tailing into him a bit, comes on the front foot and drives to mid-off",Full,Off Stump
58.2,"Siraj to Green, no run",â€¢,"nipping into him from back of a length outside off, but Green has been very sure in his defending from the crease",Good,Outside Off
58.1,"Siraj to Green, no run",â€¢,"length on off, stands tall and punches to mid-on",Good,Off Stump
57.6,"Ashwin to Smith, 2 runs",2,"goes back and glances this fine, placed well enough to get two with the fielder who is back having to make ground to his right",Unknown,Leg Stump
57.5,"Ashwin to Smith, no run",â€¢,"makes room to cut, but that's not short enough and he gets an under-edge that chops down on the ground",Short,Unknown
57.4,"Ashwin to Smith, no run",â€¢,"tossed up nicely on off, dipping on him, comes on the front foot and plays it back to the bowler with bat in front of pad",Full,Off Stump
57.3,"Ashwin to Smith, no run",â€¢,"flatter, fired in quicker, Smith was skipping down the track, thumps it to midwicket but Rohit dives to his right to pull off a good save",Good,Off Stump
57.2,"Ashwin to Smith, no run",â€¢,"tossed up on the stumps, comes on the front foot to work it to midwicket",Full,Unknown
57.1,"Ashwin to Smith, no run",â€¢,"length on middle and leg, turned to backward square leg",Good,Middle Stump
56.6,"Siraj to Green, no run",â€¢,"length outside off, defended to the bowler's right",Good,Outside Off
56.5,"Siraj to Green, no run",â€¢,"back of a length outside off, rising up appreciably, he's coming on the front foot but has to adjust and defend it down towards gully",Good,Outside Off
56.4,"Siraj to Green, no run",â€¢,"slower ball, interesting variation from Siraj. 115 kph. Floated up on off, but Green defends calmly",Unknown,Off Stump
56.3,"Siraj to Green, no run",â€¢,"back of a length coming into him, rocks back to pull but can't middle it, gets an under-edge onto pad",Good,Middle Stump
56.2,"Siraj to Green, no run",â€¢,"length on off, pushed back towards the bowler",Good,Off Stump
56.1,"Siraj to Green, no run",â€¢,"back of a length on the stumps, moves across to tap it towards mid-on",Good,Unknown
55.6,"Ashwin to Green, 1 run",1,"flatter, he's stepping out to it, manages to whip it off pad through midwicket",Good,Off Stump
55.5,"Ashwin to Green, no run",â€¢,"fuller on the stumps, defended",Full,Unknown
55.4,"Ashwin to Green, no run",â€¢,"length outside off, punched back to the bowler",Good,Outside Off
55.3,"Ashwin to Green, no run",â€¢,"tossed up fuller, driven back to the bowler",Full,Unknown
55.2,"Ashwin to Green, no run",â€¢,"tossed up a bit more, still attacking the stumps, defended again",Full,Unknown
55.1,"Ashwin to Green, no run",â€¢,"length on the stumps, goes right back and defends",Good,Unknown
54.6,"Saini to Smith, no run",â€¢,"back of a length coming into him, tapped into the legside",Good,Leg Stump
54.5,"Saini to Smith, no run",â€¢,"length on off, pushed back gently towards the bowler",Good,Off Stump
54.4,"Saini to Smith, no run",â€¢,"back of a length on off, Smith happy to keep defending those",Good,Off Stump
54.3,"Saini to Smith, no run",â€¢,"length on off, defended from the crease",Good,Off Stump
54.2,"Saini to Smith, no run",â€¢,"fuller on the stumps, blocked back towards the bowler",Full,Unknown
54.1,"Saini to Smith, no run",â€¢,"full on off stump, tapped towards cover",Full,Outside Off
53.6,"Bumrah to Green, no run",â€¢,"fuller on off, defended",Full,Off Stump
53.5,"Bumrah to Green, no run",â€¢,"length on leg stump, tries to flick it away but can't get enough bat on it, the ball just plops down near the short leg area",Good,Leg Stump
53.4,"Bumrah to Smith, 1 run",1,"another short ball outside off, another authoritative pull shot from Smith. Makes good connection, to deep midwicket this time. There's a fielder back there though",Short,Outside Off
53.3,"Bumrah to Green, 1 run",1,"they get an overthrow. Length on off, pushed towards cover and Green was setting off for a run that wasn't there. Sent back by Smith when he had gone almost halfway, the fielder has a shy that misses, so they get the run anyway",Good,Outside Off
53.2,"Bumrah to Green, no run",â€¢,"length on the stumps, gets behind it to defend",Good,Unknown
53.1,"Bumrah to Smith, 1 run",1,"bouncer outside off, Smith in perfect control as he swivels to pull this to deep square leg and raise fifty. He's well and truly back",Short,Outside Off
52.6,"Saini to Green, FOUR runs",4,"too full and Green will get some confidence from that shot. Came nicely forward to drive through cover. Hung in the air for a mite, but in the gap and timed well enough to go all the way",Full,Outside Off
52.5,"Saini to Green, no run",â€¢,"length on the stumps, patted back down the pitch",Good,Unknown
52.4,"Saini to Green, no run",â€¢,"fuller on off, comes on the front foot to push, gets a thick inside edge. Gill at backward square leg in action again, dives to his left to stop the ball",Full,Off Stump
52.3,"Saini to Green, no run",â€¢,"length, coming into him on off, tapped into the offside",Good,Off Stump
52.2,"Saini to Smith, 1 run",1,"length on leg stump, tucked backward of square",Good,Leg Stump
52.1,"Saini to Smith, no run",â€¢,"popped in the air but didn't carry to Gill at backward square leg. Back of a length and Smith was pushing at it with hands in front of body, got it off the inside edge and it popped up in the air, but fell short of a diving Gill",Good,Off Stump
51.6,"Bumrah to Green, no run",â€¢,"length on off, pushed to point",Good,Outside Off
51.5,"Bumrah to Green, FOUR runs",4,"edged past the lone slip. There is only one slip, standing wider than the normal first slip, Pujara there, but this was away from his outstretched diving hands to his right. Green pushed hard at a length ball in the channel and got the edge",Good,Outside Off
51.4,"Bumrah to Green, no run",â€¢,"length outside off, confidently on the front foot to block it",Good,Outside Off
51.3,"Bumrah to Green, no run",â€¢,"length on the stumps, tapped into the legside",Good,Leg Stump
51.2,"Bumrah to Green, no run",â€¢,"past the outside edge. Coming in with the angle on a length, and Green pushes at it inside the line, the ball whizzes past the edge",Good,Unknown
51.1,"Bumrah to Green, no run",â€¢,"length outside off, left alone",Good,Outside Off
50.6,"Saini to Smith, no run",â€¢,"spat up off a length. That uneven bounce is going to be a handful as the game enters it's final stretch. This was on a length on off, and Smith had to get his hands up in a hurry to fend it down. Gets hit on the splice and has to take his bottom hand off the bat",Good,Off Stump
50.5,"Saini to Smith, no run",â€¢,"good length on off, moves across to tap it towards midwicket",Good,Off Stump
50.4,"Saini to Green, 1 run",1,"length ball slanting into him, moves inside the line to tuck it off thigh pad through backward square leg",Good,Off Stump
50.3,"Saini to Green, no run",â€¢,"fuller on a sixth stump line, he covers the line and shoulders arms",Full,Outside Off
50.2,"Saini to Green, no run",â€¢,"length on the stumps, pushed towards cover",Good,Outside Off
50.1,"Saini to Green, no run",â€¢,"leading edge falls short of point. Length ball tailing into him, Green wants to flick it away but closes the bat early and gets a leading edge",Good,Outside Off
49.6,"Bumrah to Smith, no run",â€¢,"good length on the fourth stump, steered towards gully",Good,Outside Off
49.5,"Bumrah to Smith, no run",â€¢,"length on off, moving across as always is Smith and he blocks it",Good,Off Stump
49.4,"Bumrah to Smith, no run",â€¢,"kept a touch low that one, length on off, but he was nicely behind it and defended",Good,Off Stump
