ball,bowler_batsman,result,commentary,length,line
49.3,"Bumrah to Smith, FOUR runs",4,"oh that's just sublime from Smith. A rare bad ball from Bumrah, too full outside off, and Smith's batting in his bubble where a bad ball is a bad ball and needs to be put away in style. Hands through the ball as he strokes it through cover",Full,Outside Off
49.2,"Bumrah to Smith, no run",â€¢,"length outside off angling into him, solidly defended towards cover",Good,Outside Off
49.1,"Bumrah to Smith, no run",â€¢,"fuller on the stumps, patted back gently",Full,Unknown
48.6,"Saini to Wade, OUT",W,"he's poked it through to the keeper. Squared him up with the angle coming into him and the ball straightening a touch, got extra bounce too and Wade follows this back of length ball outside off with his hands. Tried to pull away but wasn't quick enough and feathers an edge for a straightforward catch to Saha. Some cheer for Saini now, in what has been a tough initiation to Test cricket",Good,Outside Off
48.5,"Saini to Smith, 1 run",1,"too full on the pads, easily flicked through midwicket. There is a man on the boundary, so it's just one",Full,Leg Stump
48.4,"Saini to Smith, no run",â€¢,"back of a length on off, defended back to the bowler",Good,Off Stump
48.3,"Saini to Smith, FOUR runs",4,"magnificent. Read the length early so was in position to punch this regally through cover. Didn't move feet, didn't have to, with room outside off and the ball short enough, and his eye ensuring he was perfectly balanced when meeting the ball",Good,Outside Off
48.2,"Saini to Smith, no run",â€¢,"back of a length on a fourth stump line, punched to cover",Good,Outside Off
48.1,"Saini to Smith, no run",â€¢,"length outside off, steered to the backward point area",Good,Outside Off
47.6,"Ashwin to Wade, no run",â€¢,"fuller around off, lunges forward and blocks",Full,Off Stump
47.5,"Ashwin to Wade, no run",â€¢,"length but well outside off once again, shouldered arms",Good,Outside Off
47.4,"Ashwin to Wade, no run",â€¢,"length outside off, left alone",Good,Outside Off
47.3,"Ashwin to Wade, no run",â€¢,"length ball around off, defended",Good,Off Stump
47.2,"Ashwin to Wade, no run",â€¢,"fuller outside off, pushed towards extra cover",Full,Outside Off
47.1,"Ashwin to Smith, 1 run",1,a thick outside edge as this one keeps straight. Smith was stuck on the back foot as well. A single past slip,Unknown,Outside Off
46.6,"Saini to Wade, no run",â€¢,"short of length angling down, tucked away towards square leg",Good,Leg Stump
46.5,"Saini to Wade, no run",â€¢,length ball in the channel. Left alone,Good,Unknown
46.4,"Saini to Wade, FOUR runs",4,"another overpitched delivery, driven through extra cover this time, off the mark with a boundary",Good,Outside Off
46.3,"Saini to Wade, no run",â€¢,"fuller again, punched towards mid-off this time",Full,Off Stump
46.2,"Saini to Wade, no run",â€¢,"fuller around off and middle, defended on the leg side",Full,Off Stump
46.1,"Saini to Labuschagne, OUT",W,"caught down the leg side. A length ball angling down, Labuschagne goes for the glance but it's a touch away from him and he can manage only an edge and Saha dives full length to his left to pouch it with both hands",Full,Leg Stump
45.6,"Ashwin to Smith, no run",â€¢,"tossed up on the stumps, 82.8 kph, comes forward and blocks",Full,Unknown
45.5,"Ashwin to Smith, 2 runs",2,uses his feet and flicks it through deep midwicket for a couple of runs,Unknown,Unknown
45.4,"Ashwin to Labuschagne, 1 run",1,"another reverse sweep, this time more of tap to place it past slip",Unknown,Outside Off
45.3,"Ashwin to Labuschagne, FOUR runs",4,"pulls out the reverse sweep and hits it hard behind point for four, 100 of the stand also comes up",Short,Outside Off
45.2,"Ashwin to Labuschagne, no run",â€¢,"95.9kph, flatter around off, Labuschagne thrusts his bat at it",Good,Off Stump
45.1,"Ashwin to Labuschagne, no run",â€¢,"length ball on the pads, glanced towards short fine leg",Good,Leg Stump
44.6,"Saini to Smith, no run",â€¢,"fuller around off, a big stride forward and blocked",Full,Off Stump
44.5,"Saini to Smith, no run",â€¢,"fuller around off, once again staying inside the line of the ball. Pushed towards covers",Full,Outside Off
44.4,"Saini to Smith, no run",â€¢,"length ball outside off, stays beside the line of the ball and defends it towards point",Good,Outside Off
44.3,"Saini to Smith, no run",â€¢,"length ball around off, stays back and defends it towards covers",Good,Outside Off
44.2,"Saini to Labuschagne, 3 runs",3,"length ball outside off, driven on the up through covers, Agarwal puts in the chase and a desperate drive near the boundary to pull it back",Good,Outside Off
44.1,"Saini to Labuschagne, no run",â€¢,"length ball angling in towards the off stump, defended",Good,Off Stump
43.6,"Ashwin to Smith, no run",â€¢,"length ball on the stumps, stays back and turns it towards short leg once again",Good,Leg Stump
43.5,"Ashwin to Smith, no run",â€¢,"full outside off, defended towards short leg with soft hands",Full,Outside Off
43.4,"Ashwin to Smith, no run",â€¢,"fuller on the pads, tucked away towards fine leg",Full,Leg Stump
43.3,"Ashwin to Labuschagne, 1 run",1,"fuller, just outside off, swept towards deep square leg",Full,Outside Off
43.2,"Ashwin to Labuschagne, no run",â€¢,"length ball at the stumps, backs away and pushes it towards extra cover",Good,Outside Off
43.1,"Ashwin to Labuschagne, no run",â€¢,"flatter and quicker on a length around off, defended carefully",Full,Off Stump
42.6,"Saini to Smith, no run",â€¢,"length ball around off, Smith goes back and across and flicks it towards square leg",Good,Off Stump
42.5,"Saini to Smith, no run",â€¢,"length again, coming in towards the batsman, defended from the inside half of the bat",Good,Unknown
42.4,"Saini to Smith, no run",â€¢,"132.2kph, length ball outside off, coming in with the angle, Smith was looking to drive on the up and gets beaten on the inside edge",Good,Outside Off
42.3,"Saini to Smith, no run",â€¢,"short of length outside off, gets on the top of it and turns it to the leg side",Good,Outside Off
42.2,"Saini to Smith, no run",â€¢,"length ball outside off, defended comfortably",Good,Outside Off
42.1,"Saini to Labuschagne, 1 run",1,"short of length outside off, worked behind point, Rahane puts in the slide to keep it to one",Good,Outside Off
41.6,"Ashwin to Smith, no run",â€¢,"length around off and spinning in, turns it towards square leg",Good,Off Stump
41.5,"Ashwin to Smith, no run",â€¢,"flatter and quicker around off, defended from the back foot",Good,Off Stump
41.4,"Ashwin to Smith, no run",â€¢,"length ball on the stumps, blocked",Good,Unknown
41.3,"Ashwin to Smith, no run",â€¢,a shimmy down the ground to defend this leg-stump delivery,Unknown,Leg Stump
41.2,"Ashwin to Smith, no run",â€¢,"length ball at the stumps, backs away and forces it towards extra cover",Good,Outside Off
41.1,"Ashwin to Smith, no run",â€¢,"fuller on the stumps, uses his feet to push it towards short midwicket",Full,Unknown
40.6,"Siraj to Labuschagne, no run",â€¢,"fuller around off, comes forward and blocks",Full,Off Stump
40.5,"Siraj to Smith, 1 run",1,"short again, pulled this time towards fine leg for a single",Short,Leg Stump
40.4,"Siraj to Smith, no run",â€¢,"bouncer but once again the line is not good. Down the leg side, Smith evades it comfortably",Short,Leg Stump
40.3,"Siraj to Smith, no run",â€¢,"length ball at the stumps, Smith is behind this and blocks",Good,Unknown
40.2,"Siraj to Smith, no run",â€¢,"length ball on the pads, flicked towards square leg",Good,Leg Stump
40.1,"Siraj to Smith, no run",â€¢,"short of length outside off, defended",Good,Outside Off
39.6,"Ashwin to Labuschagne, no run",â€¢,lunges forward and defends this flighted delivery,Unknown,Unknown
39.5,"Ashwin to Labuschagne, FOUR runs",4,"tossed up around off, uses his feet and lofts it through the gap between the bowler and the mid-off",Full,Off Stump
39.4,"Ashwin to Smith, 1 run",1,"length ball on the pads once again, another single to square leg",Good,Leg Stump
39.3,"Ashwin to Smith, no run",â€¢,"uses his feet and pushes it towards mid-on, all along the ground",Good,Unknown
39.2,"Ashwin to Labuschagne, 1 run",1,"length ball spinning on to the pads, turns it towards square leg",Good,Leg Stump
39.1,"Ashwin to Labuschagne, no run",â€¢,"length ball on the pads, flicked, was in the air for a while. Rohit makes a good stop to his right at short midwicket",Good,Leg Stump
38.6,"Siraj to Smith, no run",â€¢,"an attempted bouncer but well down the leg side, he is happy to let it go",Short,Leg Stump
38.5,"Siraj to Labuschagne, 1 run",1,"length ball on the pads, tucked away behind square leg",Good,Leg Stump
38.4,"Siraj to Labuschagne, no run",â€¢,"length ball around off, stays back and flicks it towards square leg",Good,Off Stump
38.3,"Siraj to Smith, 1 run",1,"fuller on the pads and whipped towards deep square leg, fielder there",Full,Leg Stump
38.2,"Siraj to Smith, no run",â€¢,"fuller around off, drives it towards extra cover from the back foot",Full,Outside Off
38.1,"Siraj to Smith, no run",â€¢,"length ball around off, stays on the crease and defends",Good,Off Stump
37.6,"Ashwin to Labuschagne, 2 runs",2,"tossed up outside off, looks to poke at it. Gets a thick outside edge into the ground. Dribbles past Rahane at slip",Full,Outside Off
37.5,"Ashwin to Labuschagne, no run",â€¢,"flighted around off, comes forward and pushes it on the leg side",Unknown,Off Stump
37.4,"Ashwin to Labuschagne, no run",â€¢,"flatter outside off, 91.8kph. Goes for the paddle sweep and misses. Gets hit on the pads. An appeal for lbw but the impact was outside off",Good,Outside Off
37.3,"Ashwin to Labuschagne, no run",â€¢,"length ball around off, some turn there. works it towards short midwicket",Good,Off Stump
37.2,"Ashwin to Labuschagne, no run",â€¢,"flatter around off, stays back and defends",Good,Off Stump
37.1,"Ashwin to Smith, 1 run",1,"length ball on the pads, tucked away towards backward square leg",Good,Leg Stump
36.6,"Siraj to Labuschagne, no run",â€¢,"a short one outside off, looks to pull initially before deciding to duck",Short,Outside Off
36.5,"Siraj to Labuschagne, no run",â€¢,"length ball around off, a bit of shuffle and defended",Good,Off Stump
36.4,"Siraj to Labuschagne, FOUR runs",4,"too full outside off and driven past the bowler, a desperate dive from Siraj doesn't help and the ball beats the mid-off for four",Full,Outside Off
36.3,"Siraj to Smith, 1 run",1,"length ball outside off, pushes it towards extra cover and sets off for a quick single",Good,Outside Off
36.2,"Siraj to Smith, no run",â€¢,"length ball angling in, stays in his crease and blocks",Good,Unknown
36.1,"Siraj to Smith, no run",â€¢,"length ball on the pads, tucked away towards square leg",Good,Leg Stump
35.6,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, comes forward and blocks",Full,Off Stump
35.5,"Bumrah to Labuschagne, no run",â€¢,"length ball, just outside off, defended towards mid-on",Good,Outside Off
35.4,"Bumrah to Labuschagne, no run",â€¢,"length ball around off, stays in the crease and offers another block",Good,Off Stump
35.3,"Bumrah to Labuschagne, no run",â€¢,"pitched up around off once again, a strong front-foot defence again from Labuschagne",Unknown,Off Stump
35.2,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, half a step forward and defended",Full,Off Stump
35.1,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, 132.5kph, tucked away towards short midwicket",Full,Off Stump
34.6,"Siraj to Smith, no run",â€¢,"length ball around off, Smith is behind it and blocks again",Good,Off Stump
34.5,"Siraj to Smith, no run",â€¢,"fuller around off, stays in the crease and defends",Full,Off Stump
34.4,"Siraj to Labuschagne, 1 run",1,"length ball on the pads, tucked away towards fine leg for a single",Good,Leg Stump
34.3,"Siraj to Labuschagne, no run",â€¢,"a touch shorter this time, defended from the back foot",Short,Unknown
34.2,"Siraj to Labuschagne, no run",â€¢,"beaten outside off. A legcutter from Siraj, pitching outside off and leaving the batsman. Was around fifth stump, Labuschagne went to defend it and was beaten",Unknown,Outside Off
34.1,"Siraj to Labuschagne, no run",â€¢,"fuller around off, comes on the front foot and defends it under his eyes",Full,Off Stump
33.6,"Bumrah to Smith, no run",â€¢,"fuller around off, keeps a touch low. Smith was stuck in the crease but does well to bring his bat down in time",Full,Off Stump
33.5,"Bumrah to Smith, no run",â€¢,"length ball around off, goes for the flick but misses. Gets struck high on the thigh",Good,Off Stump
33.4,"Bumrah to Smith, no run",â€¢,"length ball around off, closes the face of the bat to turn it towards square leg",Good,Off Stump
33.3,"Bumrah to Labuschagne, 1 run",1,"fifty for Labuschagne. Fuller around off, punches it towards mid-on for a quick single",Full,Off Stump
33.2,"Bumrah to Labuschagne, no run",â€¢,"length ball outside off, Labuschagne pushes at it and gets beaten",Good,Outside Off
33.1,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, comes forward and defends it towards mid-on",Full,Off Stump
32.6,"Siraj to Labuschagne, 1 run",1,"nipping back in sharply from a length to catch Labuschagne by surprise, he does well though to glance it towards fine leg",Good,Leg Stump
32.5,"Siraj to Labuschagne, no run",â€¢,"length around off once again, stays back and punches it towards extra cover",Good,Outside Off
32.4,"Siraj to Labuschagne, no run",â€¢,"length ball around off, blocked this time",Good,Off Stump
32.3,"Siraj to Labuschagne, no run",â€¢,"length ball at the stumps, Labuschagne misses the flick and is hit on the thigh, very high. A loud appeal for lbw, mainly by the bowler but that was going over",Good,Unknown
32.2,"Siraj to Labuschagne, no run",â€¢,"length ball on the stumps, defended towards mid-on",Good,Unknown
32.1,"Siraj to Labuschagne, no run",â€¢,"length ball on the pads, flicked and Vihari makes a good stop, sliding to his right",Good,Leg Stump
31.6,"Bumrah to Smith, no run",â€¢,"straighter, a length ball on middle and leg, turned away towards backward square leg",Good,Middle Stump
31.5,"Bumrah to Smith, no run",â€¢,"length around off, defended on the off side this time",Good,Off Stump
31.4,"Bumrah to Smith, no run",â€¢,"a touch fuller around fourth stump, Smith is watchful and defends it down the wicket. Gestures that it just straightened",Full,Unknown
31.3,"Bumrah to Smith, no run",â€¢,"length ball on the pads, flicked but straight towards square leg",Good,Leg Stump
31.2,"Bumrah to Smith, no run",â€¢,"length ball around fourth stump, blocked again",Good,Unknown
31.1,"Bumrah to Smith, no run",â€¢,"length ball around off, defended from the crease",Good,Off Stump
30.6,"Siraj to Labuschagne, no run",â€¢,"length ball around off, stays back and defended with a straight bat",Good,Off Stump
30.5,"Siraj to Labuschagne, no run",â€¢,"length ball down the leg side, flicked towards square leg, a good sliding stop there",Good,Leg Stump
30.4,"Siraj to Smith, 1 run",1,"length on middle and leg, flicked towards fine leg",Good,Middle Stump
30.3,"Siraj to Smith, no run",â€¢,"length around middle and leg, tucked away towards short midwicket",Good,Middle Stump
30.2,"Siraj to Smith, no run",â€¢,"length ball down the leg side, left alone",Good,Leg Stump
30.1,"Siraj to Smith, no run",â€¢,"length ball around off, stays back and defends",Good,Off Stump
29.6,"Bumrah to Smith, 1 run",1,"length around off, shuffles and glances it towards fine leg",Good,Off Stump
29.5,"Bumrah to Smith, no run",â€¢,"length outside off again, gets behind it and blocks",Good,Outside Off
29.4,"Bumrah to Smith, no run",â€¢,"once again a length ball, just outside off, turned towards short midwicket",Good,Outside Off
29.3,"Bumrah to Smith, no run",â€¢,"length ball around off, Smith shuffles and blocks",Good,Off Stump
29.2,"Bumrah to Labuschagne, 1 run",1,"Vihari has dropped a regulation catch at square leg. Length ball on middle and leg, Labuschagne went for the flick but couldn't keep it down, A simple catch but put down. Was knee height and it hits him on the wrist",Good,Middle Stump
29.1,"Bumrah to Labuschagne, no run",â€¢,"fuller around off, works it towards mid-on with the wrists",Full,Off Stump
28.6,"Saini to Labuschagne, 1 run",1,"goes for the yorker but it's a low full toss, and clipped to mid on for one",Yorker,Unknown
28.5,"Saini to Labuschagne, FOUR runs",4,"a little full, Labuschagne flicks it with a roll of his wrists and finds the gap despite a packed leg side field for his sixth four. On 46 now",Full,Leg Stump
28.4,"Saini to Labuschagne, no run",â€¢,"on off and middle, Labuschagne keeps his head down and blocks",Unknown,Off Stump
28.3,"Saini to Smith, 1 run",1,"back of length outside off, punched away to deep cover for one",Good,Outside Off
28.2,"Saini to Smith, no run",â€¢,"goes for the off stump line, Smith blocks it away",Unknown,Off Stump
28.1,"Saini to Smith, no run",â€¢,down the leg side fo a change and it goes past Smith's pads,Unknown,Leg Stump
27.6,"Siraj to Labuschagne, no run",â€¢,"around off, straight bat and defended to leg yet again",Unknown,Off Stump
27.5,"Siraj to Labuschagne, no run",â€¢,"around the off stump line again, and Labuschagne works this to midwicket",Unknown,Off Stump
27.4,"Siraj to Labuschagne, no run",â€¢,"on length on off, straight bat from Labuschagne to defend it to leg",Good,Off Stump
27.3,"Siraj to Labuschagne, no run",â€¢,"128.3kmh, this bowling is getting slower. Outside off again, and he defends it back again",Unknown,Outside Off
27.2,"Siraj to Labuschagne, no run",â€¢,"Labuschagne plays a bit early this time while trying to flick the ball to leg, gets a thick outside edge back to Siraj",Unknown,Leg Stump
27.1,"Siraj to Labuschagne, no run",â€¢,"targets the stumps, Labuschagne covers the line and helps it to leg",Good,Outside Off
26.6,"Saini to Smith, no run",â€¢,outside off and a rare delivery left alone,Unknown,Outside Off
26.5,"Saini to Smith, no run",â€¢,"nips it in a little bit towards the stumps, Smith covers the stumps and blocks again",Good,Outside Off
26.4,"Saini to Smith, no run",â€¢,"bangs this one in a little short, and Smith defends it down the ground",Short,Unknown
26.3,"Saini to Labuschagne, 1 run",1,too full this time and driven to cover for a quick single,Full,Outside Off
26.2,"Saini to Labuschagne, no run",â€¢,"back of length outside off, he punches it into the covers",Good,Outside Off
26.1,"Saini to Labuschagne, no run",â€¢,misses this one while trying to work the back of length ball to leg and is struck high on the pad,Good,Leg Stump
25.6,"Siraj to Smith, 2 runs",2,"shuffles across and clips the ball past midwicket for two, might have been a misfield there, and Smith comes back",Unknown,Unknown
25.5,"Siraj to Smith, no run",â€¢,"fullish at 131kmh outside off, driven into the covers with hard hands",Full,Outside Off
25.4,"Siraj to Smith, no run",â€¢,"looked like an offcutter from outside off, Smith watches it carefully and blocks",Full,Outside Off
25.3,"Siraj to Smith, no run",â€¢,"shuffles across to expose the leg stump, and clips the ball to leg",Unknown,Leg Stump
25.2,"Siraj to Smith, no run",â€¢,"nipping it in from outside off, goes on the back foot and blocks it",Unknown,Outside Off
25.2,"Siraj to Smith, (no ball)",1nb,"outside off, the big drive from Smith but he finds cover this time",Good,Outside Off
25.1,"Siraj to Labuschagne, 1 run",1,he aims for the stumps and it's worked to the leg side for one more,Unknown,Leg Stump
24.6,"Saini to Smith, no run",â€¢,"outside off on length this time, Smith defends easily",Good,Outside Off
24.6,"Saini to Smith, (no ball) FOUR runs",5nb,"too full, hint of room, and Smith dispatches that to the cover boundary with an expansive cover drive",Full,Outside Off
24.5,"Saini to Smith, no run",â€¢,stays back again for the ball and defends with a dead bat,Unknown,Unknown
24.4,"Saini to Smith, no run",â€¢,"138kmh, pulls the length back a little bit, Smith stays back and defends with a straight bat",Good,Unknown
24.3,"Saini to Smith, no run",â€¢,"136.1kmh, tight line and length outside off, he defends it on off",Good,Outside Off
24.2,"Saini to Labuschagne, 1 run",1,around middle and he works it to leg for one,Unknown,Middle Stump
24.1,"Saini to Labuschagne, no run",â€¢,"133kmh, on length outside off and it's blocked easily",Good,Outside Off
23.6,"Siraj to Smith, no run",â€¢,"moves the line to middle and leg stump, and Smith helps it to midwicket",Unknown,Middle Stump
23.5,"Siraj to Smith, no run",â€¢,"just a bit of extra bounce again outside off, Smith taken by surprise while defending on off",Unknown,Outside Off
23.4,"Siraj to Labuschagne, 3 runs",3,a little too straight for Labuschagne who flicks with his wrist and Ashwin gives it a chase but they take three,Unknown,Unknown
23.3,"Siraj to Labuschagne, no run",â€¢,touch fuller outside off and he drives it comfortably on off,Full,Outside Off
23.2,"Siraj to Labuschagne, no run",â€¢,walks across a little bit this time and punches it down,Unknown,Unknown
23.1,"Siraj to Labuschagne, no run",â€¢,"132kmh, beaten outside off. Siraj bowls it on length a bit outside off, Labuschagne pokes and misses",Good,Outside Off
22.6,"Bumrah to Smith, no run",â€¢,"keeps a little low as it head towards off, Smith offers the straight bat as usual",Unknown,Off Stump
22.5,"Bumrah to Smith, no run",â€¢,"on middle and leg, tucked to midwicket by closing the face of the bat",Unknown,Middle Stump
22.4,"Bumrah to Smith, no run",â€¢,"length delivery again on the stumps, Smith covers the line yet again and blocks it back",Good,Outside Off
22.3,"Bumrah to Smith, no run",â€¢,back to the off stump line and Smith pushes it down again,Unknown,Off Stump
22.2,"Bumrah to Smith, no run",â€¢,"beats him outside off! 135.5 kmh this time, just a touch wider outside off, Smith hangs his bat out and the ball holds its line to miss the outside edge",Unknown,Outside Off
22.1,"Bumrah to Smith, no run",â€¢,"on the stumps at 134kmh, Smith covers the stumps and defends to mid on",Good,Outside Off
21.6,"Siraj to Labuschagne, no run",â€¢,"straight delivery on off, driven down the ground and Ashwin puts in another dive from mid on to save more runs",Unknown,Off Stump
21.5,"Siraj to Labuschagne, no run",â€¢,bit straighter now and Labuschagne defends it down the ground,Unknown,Unknown
21.4,"Siraj to Smith, 1 run",1,goes across and nudges the ball to fine leg for one more,Unknown,Leg Stump
21.3,"Siraj to Smith, no run",â€¢,"straighter this time around off, driven down the ground with a straight bat and this time Ashwin dives to his left from mid on to save a few",Unknown,Off Stump
21.2,"Siraj to Labuschagne, 1 run",1,towards the pads now and it's helped along to leg for one,Unknown,Leg Stump
21.1,"Siraj to Labuschagne, no run",â€¢,"too full, driven handsomely and Saini dives to his left at cover to save four",Full,Outside Off
20.6,"Bumrah to Smith, no run",â€¢,hint of extra bounce surprises Smith a bit outside off as he defends,Unknown,Outside Off
20.5,"Bumrah to Smith, FOUR runs",4,a little wider again and this time Smith pounces on it with a cover drive that's middled from the bat for the big gap in the covers,Good,Outside Off
20.4,"Bumrah to Smith, no run",â€¢,"touch wider outside off, Smith defends off the back foot again",Unknown,Outside Off
20.3,"Bumrah to Smith, no run",â€¢,"stays back in the crease again, and helps this along to midwicket",Unknown,Unknown
20.2,"Bumrah to Smith, no run",â€¢,"towards off stump again, Smith covers his stumps and pushes it to mid on",Good,Outside Off
20.1,"Bumrah to Smith, no run",â€¢,"this length ball keeps a bit low while heading towards off stump, Smith does well to defend it back",Good,Off Stump
19.6,"Ashwin to Labuschagne, no run",â€¢,"nicely tossed up on off at 79.6kmh, makes the batsman wait and he helps it to leg with the turn",Full,Off Stump
19.5,"Ashwin to Smith, 3 runs",3,"wide outside off again, Smith goes back and punches that nicely in the gap on the off side for two",Unknown,Outside Off
19.4,"Ashwin to Smith, no run",â€¢,leans into the ball this time and flicks it to leg,Unknown,Leg Stump
19.3,"Ashwin to Smith, no run",â€¢,comes forward this time and drives the fuller ball back to Ashwin,Full,Unknown
19.2,"Ashwin to Smith, no run",â€¢,"bit wide and short, it turns in and he punches it to mid off",Short,Outside Off
19.1,"Ashwin to Labuschagne, 1 run",1,pushes this on the off side for a single,Unknown,Off Stump
18.6,"Bumrah to Smith, no run",â€¢,Smith stays back and waits for the ball before defending it back,Unknown,Unknown
18.5,"Bumrah to Smith, 2 runs",2,goes towards the pads this time and Smith helps it along to fine leg for two,Unknown,Leg Stump
18.4,"Bumrah to Smith, no run",â€¢,"slower one at 123kmh, it waits on Smith a bit before he drives it down to mid off",Unknown,Off Stump
18.3,"Bumrah to Smith, no run",â€¢,"on the pads, Smith nudges it to midwicket and decides against the single",Unknown,Leg Stump
18.2,"Bumrah to Smith, no run",â€¢,"slightly straighter around off stump, Smith goes across and defends it down the ground",Unknown,Off Stump
18.1,"Bumrah to Smith, no run",â€¢,"135kmh, targets the stumps from just outside off, he defends it to leg",Unknown,Outside Off
17.6,"Ashwin to Smith, 1 run",1,"tossed up from Ashwin outside off, he leans forward and pushes it down to long on",Full,Outside Off
17.5,"Ashwin to Smith, FOUR runs",4,"charges down the track, goes for a big swing and he drives that almost inside-out to the long-off boundary for four",Unknown,Off Stump
17.4,"Ashwin to Labuschagne, 1 run",1,turning into him and this time he nudges it to deep midwicket for one,Unknown,Unknown
17.3,"Ashwin to Labuschagne, no run",â€¢,"Ashwin slows it down, Labuschagne waits and then defends it back",Unknown,Unknown
17.2,"Ashwin to Labuschagne, no run",â€¢,brings out the sweep and finds the fielder behind square on leg,Unknown,Leg Stump
17.1,"Ashwin to Smith, 1 run",1,goes across a bit and works the ball with the turn to leg,Unknown,Leg Stump
16.6,"Bumrah to Labuschagne, no run",â€¢,"towards middle and leg, and flicked to square leg this time",Unknown,Middle Stump
16.5,"Bumrah to Labuschagne, no run",â€¢,"back to outside off, this time driven on the up a little bit to point",Unknown,Outside Off
16.4,"Bumrah to Labuschagne, FOUR runs",4,"on the pads this time, he flicks it away just behind square and beats the packed leg-side field for four",Unknown,Leg Stump
16.3,"Bumrah to Labuschagne, no run",â€¢,"no movement, 132 kmh, he stays back and punches the ball to cover",Good,Outside Off
16.2,"Bumrah to Labuschagne, no run",â€¢,"touch shorter and around off stump, he defends off the back foot",Short,Off Stump
16.1,"Bumrah to Labuschagne, no run",â€¢,"good length ball towards the stumps, Labuschagne defends it to leg",Good,Leg Stump
15.6,"Ashwin to Smith, no run",â€¢,forward lean and blocked on the leg side,Unknown,Leg Stump
15.5,"Ashwin to Labuschagne, 1 run",1,"comes out of the crease, Ashwin slows it down and the batsman works it to leg for one",Unknown,Leg Stump
15.4,"Ashwin to Labuschagne, no run",â€¢,bit quicker and he defends it back,Unknown,Unknown
15.3,"Ashwin to Labuschagne, no run",â€¢,"beats him! Labuschagne lunges forward for the off break outside off, it turns a long way and hits him on the pad but was probably hitting him outside off",Unknown,Outside Off
15.2,"Ashwin to Smith, 1 run",1,"flighted around off at 85.5kmh, Smith leans into it and drives to long-on",Good,Off Stump
15.1,"Ashwin to Labuschagne, 1 run",1,works this ball with the turn to the leg side for one,Unknown,Leg Stump
14.6,"Saini to Labuschagne, 1 run",1,"short on off this time, he slices it to deep point and keeps strike again. Lead over 150 now",Short,Outside Off
14.5,"Saini to Labuschagne, FOUR runs",4,"too short, Labuschagne gets on top of it with a pivot on the back foot and pulls it away with style for four behind square",Short,Unknown
14.4,"Saini to Smith, 1 run",1,"angling into the stumps for Smith, he goes across and works this wide of mid on",Unknown,Outside Off
14.3,"Saini to Labuschagne, 1 run",1,closer to the stumps and this time it's steered to deep point,Unknown,Outside Off
14.2,"Saini to Labuschagne, no run",â€¢,"just short of gully! Outside off, Labuschagne pushes at it away from the body for a thick edge, Rahane dives to his left with both hands but it doesn't carry",Short,Outside Off
14.1,"Saini to Labuschagne, no run",â€¢,"targets the stumps with a good-length delivery, he defends it to leg",Good,Leg Stump
13.6,"Ashwin to Labuschagne, 3 runs",3,short and wide for the second time this over and this time Labuschagne cuts it wide of point for three,Short,Outside Off
13.5,"Ashwin to Labuschagne, no run",â€¢,"more flight and closer to the stumps, he straight bats it towards mid on",Unknown,Unknown
13.4,"Ashwin to Smith, 1 run",1,"shouts of ""catch it"" as Smith also goes back and nudges the ball with the turn off the pads for one",Unknown,Off Stump
13.3,"Ashwin to Labuschagne, 1 run",1,"turning in towards the stumps now, he goes back and tucks it to deep midwicket",Unknown,Unknown
13.2,"Ashwin to Labuschagne, no run",â€¢,"too short and wide, he cuts and finds the fielder",Short,Outside Off
13.1,"Ashwin to Labuschagne, FOUR runs",4,"slow full toss at 84.6kmh, Labuschagne sweeps that away in the gap on the leg side for a four",Yorker,Leg Stump
12.6,"Saini to Smith, no run",â€¢,"length on off, turned to midwicket.",Good,Off Stump
12.5,"Saini to Smith, no run",â€¢,"fuller on off, defended to cover",Full,Outside Off
12.5,"Saini to Smith, (no ball)",1nb,"length on off, turned to backward square leg by closing the bat face. He's overstepped though, so that's a no-ball",Good,Off Stump
12.4,"Saini to Smith, no run",â€¢,low bounce again. Back of a length and Smith was looking to pull that into oblivion but the ball sneaks under bat to thud into his thigh pad,Good,Leg Stump
12.3,"Saini to Smith, no run",â€¢,"length on off, defended",Good,Off Stump
12.2,"Saini to Smith, no run",â€¢,length ball defended back to the bowler,Good,Unknown
12.1,"Saini to Smith, no run",â€¢,"back of a length outside off, straightens a touch, jabbed towards backward point. Got it higher on the bat, with the bounce a touch more than he expected",Good,Outside Off
11.6,"Ashwin to Labuschagne, no run",â€¢,turn for Ashwin. Marnus was making room to punch but it spins sharply into him and he ends up softly patting it towards silly point,Unknown,Outside Off
11.5,"Ashwin to Labuschagne, no run",â€¢,"length outside off, punched back to the bowler",Good,Outside Off
11.4,"Ashwin to Smith, 1 run",1,goes back to this and opens the face to half-edge and half-steer it through gully,Unknown,Outside Off
11.3,"Ashwin to Smith, no run",â€¢,"tossed up a bit fuller, and Smith pushes it gently. The fielder at mid-on who is almost beside the non-striker gathers",Full,Unknown
11.2,"Ashwin to Smith, no run",â€¢,"lovely bowling, nice loop on a length and turning  in from off, Smith defends",Good,Off Stump
