ball,bowler_batsman,result,commentary,length,line
18.1,"Hazlewood to Saha, no run",â€¢,"good length and in at middle stump, defended to short leg with soft hands",Good,Middle Stump
17.6,"Cummins to Vihari, no run",â€¢,"length ball on off stump, defended to mid-on",Good,Off Stump
17.5,"Cummins to Vihari, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
17.4,"Cummins to Vihari, no run",â€¢,"back of a length, nipping in towards the hip, defended into the on side",Good,Unknown
17.3,"Cummins to Vihari, 2 runs",2,"a touch too full outside off, and Vihari presses forward and punches it away through cover point",Full,Outside Off
17.2,"Cummins to Vihari, no run",â€¢,"length ball close to off stump, good stride forward to block into the point region",Good,Outside Off
17.1,"Cummins to Vihari, no run",â€¢,"length ball, fifth-stump line, left alone",Good,Unknown
16.6,"Hazlewood to Saha, 2 runs",2,"fullish, angling into middle stump, gets his head over the ball and clips through square leg",Full,Middle Stump
16.5,"Hazlewood to Saha, no run",â€¢,"back of a length outside off, left alone",Good,Outside Off
16.4,"Hazlewood to Saha, no run",â€¢,"fullish on off stump, defended back to the bowler",Full,Off Stump
16.3,"Hazlewood to Vihari, 1 run",1,"length ball on middle and off, clipped to the right of mid-on",Good,Off Stump
16.2,"Hazlewood to Vihari, no run",â€¢,"back of a length outside off. Thinks about cutting, but decides against it seeing how steeply it bounced",Good,Outside Off
16.1,"Hazlewood to Vihari, no run",â€¢,"back of a length close to off stump, defended into the covers",Good,Outside Off
15.6,"Cummins to Saha, no run",â€¢,"length ball, angling into middle stump and straightening away. Looks to play the angle and clip into the leg side, gets a leading edge into the covers",Good,Outside Off
15.5,"Cummins to Saha, no run",â€¢,"back of a length, tight line around off stump, leaves it on length",Good,Off Stump
15.4,"Cummins to Saha, no run",â€¢,"back of a length outside off, left alone",Good,Outside Off
15.3,"Cummins to Saha, 2 runs",2,"back of a length, extra bounce close to off stump, looks to leave, and gets an inside edge down to fine leg",Good,Off Stump
15.2,"Cummins to Saha, no run",â€¢,"digs it in short, over off stump. Gets down low and sways his upper body away from the line",Short,Off Stump
15.1,"Cummins to Saha, no run",â€¢,"past the edge again. Length ball nipping away outside off. Has a drive at it, away from his body, and can't connect",Good,Outside Off
14.6,"Hazlewood to Vihari, no run",â€¢,"fullish, angling in towards off stump with slight nibble away. Defended into the covers",Full,Outside Off
14.5,"Hazlewood to Vihari, no run",â€¢,"length ball on off stump, clipped to midwicket",Good,Off Stump
14.4,"Hazlewood to Vihari, no run",â€¢,"length ball straightening towards off stump. Some extra bounce again. Vihari looks to clip it leg side, and is hit on the thigh pad again",Good,Off Stump
14.3,"Hazlewood to Vihari, no run",â€¢,"extra bounce now, and some seam in from the corridor. Vihari tries to keep it out hurriedly, but it goes past his inside edge and hits thigh pad",Unknown,Outside Off
14.2,"Hazlewood to Vihari, no run",â€¢,"length ball with some gentle outswing in the corridor. Vihari leaves it, playing well inside the line deliberately",Good,Outside Off
14.1,"Hazlewood to Vihari, no run",â€¢,"back of a length outside off, left alone",Good,Outside Off
13.6,"Cummins to Saha, no run",â€¢,"length ball angling in towards middle stump, defended back down the pitch",Good,Middle Stump
13.5,"Cummins to Saha, no run",â€¢,"back of a length, straightens towards off stump, defended into the point region",Good,Outside Off
13.4,"Cummins to Kohli, OUT",W,"now Cummins has the Kohli wicket. I think all the wickets at the other end have unsettled Kohli, and made him decide he has to take on the bowling. Fullish in a wide-ish channel outside off, and Kohli does something he didn't do at all in the first innings, attempt a cover drive against such a ball. Slices it to gully, where Green seems to have taken a clean catch low to his left, but they're checking anyway. Soft signal is out. He caught it a few inches above the turf, but the issue is whether it slipped momentarily from his grasp on his way down. There seems to be a bit of a juggle, but it's hard to tell, given he's landing in an area of shadow, so it stays with the soft signal",Full,Outside Off
13.3,"Cummins to Kohli, FOUR runs",4,"shortish in the corridor, hops and jabs it away on top of the bounce, past the right hand of the diving gully fielder",Short,Outside Off
13.2,"Cummins to Kohli, no run",â€¢,"fullish in the corridor, left alone",Full,Outside Off
13.1,"Cummins to Kohli, no run",â€¢,"length ball on off stump, gets a stride forward to defend towards gully",Good,Outside Off
12.6,"Hazlewood to Vihari, no run",â€¢,"back of a length in the corridor, left alone",Good,Outside Off
12.5,"Hazlewood to Rahane, OUT",W,"I said the length was more or less perfect the previous ball. This one was a few inches fuller, along the same line, and the ball straightened again to take the edge. India are effectively 68 for 5. Rahane doesn't get a stride forward, just pushes at the ball, in front of his body, and pays the price",Full,Unknown
12.4,"Hazlewood to Rahane, no run",â€¢,"phew. What a great line this is, so tight on off stump, and Rahane has no option but to play. Straightens and zips past the edge. The length is more or less perfect too",Good,Off Stump
12.3,"Hazlewood to Rahane, no run",â€¢,"length ball outside off, a bit of seam movement away, left alone",Good,Outside Off
12.2,"Hazlewood to Rahane, no run",â€¢,"length ball on off stump, defended into the covers",Good,Outside Off
12.1,"Hazlewood to Agarwal, OUT",W,"and he strikes first ball. Wow. The most Josh Hazlewood dismissal you'll see. Extra bounce from a length, and the initial angle - much like the Pujara dismissal - isn't even attacking off stump but going slightly inside the line of the stumps. Then it straightens to take the edge, with Agarwal squared up in defence",Good,Off Stump
11.6,"Cummins to Kohli, no run",â€¢,"length ball, a bit of extra bounce as it seams in towards middle stump. Clipped down towards short leg",Good,Middle Stump
11.5,"Cummins to Kohli, no run",â€¢,"back of a length in the corridor, straightens past the edge as Kohli steps back and across to defend. This is fiery stuff",Good,Outside Off
11.4,"Cummins to Kohli, no run",â€¢,"back of a length outside off, steep bounce after Kohli leaves and Paine takes it over his head",Good,Outside Off
11.3,"Cummins to Kohli, no run",â€¢,"shortish, nips in from outside off, jumps up to ride the bounce and defend into the on side",Short,Outside Off
11.2,"Cummins to Pujara, OUT",W,"Cummins is bringing Australia right back into this game. Superb delivery, angling into middle and off and straightening. Pujara absolutely has to play, the length is perfect. The feet don't go anywhere, and even though he plays as close to the body as possible, it moves just enough to take his edge and no more. His bat face is ever so slightly closed, suggesting he was playing the initial angle",Good,Off Stump
11.1,"Cummins to Pujara, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
10.6,"Starc to Agarwal, no run",â€¢,"phew, that's a ripper. Back of a length, and the initial line is heading towards off stump so Agarwal is forced to play. Then it nips away off the seam with extra bounce, and squares Agarwal up while beating his edge. Did very well not to follow it with his hands",Good,Off Stump
10.5,"Starc to Agarwal, no run",â€¢,"bouncer over leg stump, ducks down low, left knee on the floor, to get under it",Short,Leg Stump
10.4,"Starc to Agarwal, no run",â€¢,"short now, angling away from off stump. Jumps, thinks about having a jab at it, then pulls his bat away in a hurry",Short,Off Stump
10.3,"Starc to Agarwal, no run",â€¢,"length ball slanting across to off stump, defended into the point region, with the bat coming down at an angle and slicing across the line slightly. Off the outside half of the bat",Good,Outside Off
10.2,"Starc to Agarwal, no run",â€¢,"back of a length close to  off stump, defended into the gully region with an open face",Good,Outside Off
10.1,"Starc to Agarwal, no run",â€¢,"length ball, slanting into too wide a line to make Agarwal play",Good,Outside Off
9.6,"Cummins to Pujara, no run",â€¢,"length ball in the fifth-stump channel, left alone",Good,Unknown
9.5,"Cummins to Pujara, no run",â€¢,"well played. Length ball, nipping in from an off-stump line. Stays back, lets it come, and defends into the off side with his front pad not getting into the line of the movement",Good,Off Stump
9.4,"Cummins to Pujara, no run",â€¢,"short now, in the corridor, left alone",Short,Outside Off
9.3,"Cummins to Pujara, no run",â€¢,"fullish, angling into off stump, presses forward and blocks into the off side, towards wide mid-off",Full,Outside Off
9.2,"Cummins to Pujara, no run",â€¢,"fullish, angling into middle and leg, clipped to midwicket",Full,Middle Stump
9.1,"Cummins to Pujara, no run",â€¢,"back of a length, fifth-stump line, reaches out a little to jab into the point region",Good,Outside Off
8.6,"Starc to Agarwal, no run",â€¢,"fuller now, angling across into the fourth-stump corridor. Drives with a slightly angled bat, plays a little early too, and the ball hits the inside half of his bat and rolls to short extra-cover/wide mid-off/whatever you want to call that fielder",Full,Outside Off
8.5,"Starc to Agarwal, no run",â€¢,length ball slanting into the fourth-stump channel. Presses forward and blocks into the cover point region,Good,Outside Off
8.4,"Starc to Agarwal, no run",â€¢,"bouncer over middle stump, Agarwal ducks hurriedly under it",Short,Middle Stump
8.3,"Starc to Agarwal, no run",â€¢,"fullish on off stump, good stride forward to punch to short extra-cover",Full,Outside Off
8.2,"Starc to Agarwal, no run",â€¢,"back of a length in the corridor, left alone",Good,Outside Off
8.1,"Starc to Agarwal, no run",â€¢,"length ball, straightens into Agarwal on a middle-and-off line, gets behind it to defend it back to the bowler",Good,Off Stump
7.6,"Cummins to Bumrah, OUT",W,"got him, Cummins has taken very little time to take out the nightwatchman. Fullish, angling into off stump and straightening. Was it the slower legcutter? Possibly. Either way, he gets Bumrah to push at it in front of his body, without much of a stride prior to that, and the ball pops back for a return catch at waist height",Full,Off Stump
7.5,"Cummins to Bumrah, no run",â€¢,"well played again. Dug in short, and Bumrah manages to keep his eye on the ball and sway his head away, the momentum making him fall towards the leg side momentarily",Short,Leg Stump
7.4,"Cummins to Bumrah, no run",â€¢,"well bowled. Shifts his line slightly wider, gets the same movement away, and Bumrah pokes away from his body and misses",Unknown,Outside Off
7.3,"Cummins to Bumrah, no run",â€¢,"length ball straightening towards off stump, and that's superbly played, looked like a proper batsman. Got right behind it, let it move, and defended right under his eyes, square on the off side",Good,Off Stump
7.2,"Cummins to Bumrah, no run",â€¢,"length ball angling into middle stump, defended from the crease, into the on side",Good,Middle Stump
7.1,"Cummins to Bumrah, 2 runs",2,"and here's Bumrah. Length ball in the corridor, and he presses forward and drives away from his body, with an open face, and slices into the gap between backward point and gully",Good,Outside Off
6.6,"Starc to Agarwal, no run",â€¢,"wide length ball, left alone",Good,Outside Off
6.5,"Starc to Agarwal, no run",â€¢,"length ball slanting into that wide channel, asking Agarwal if he wants to try driving again. Left alone",Good,Outside Off
6.4,"Starc to Agarwal, FOUR runs",4,"full, swings into the pads, and Agarwal flicks it away to the left of the man at short leg",Full,Leg Stump
6.3,"Starc to Agarwal, no run",â€¢,"back of a length, slanting away from off stump, left alone",Good,Off Stump
6.2,"Starc to Agarwal, no run",â€¢,"yikes, this has been a loose start from Agarwal. A little fuller, and a fair bit wider outside off, continuing on with the angle. Not much of a front-foot stride, and a wild drive away from his body. Beaten",Full,Outside Off
6.1,"Starc to Agarwal, no run",â€¢,"lbw appeal first up, as Agarwal looks to drive down the ground and a fair bit in front of his body. A bit of inward movement after slanting across, but a thick inside edge into front pad",Unknown,Leg Stump
5.6,"Cummins to Bumrah, no run",â€¢,short of a length and very wide outside off. Left alone,Good,Outside Off
5.5,"Cummins to Bumrah, no run",â€¢,"full at off stump, pushed back down the pitch",Full,Off Stump
5.4,"Cummins to Bumrah, no run",â€¢,"bouncer down leg side, left alone",Short,Leg Stump
5.3,"Cummins to Bumrah, no run",â€¢,"good length on off stump, solidly behind that to defend on the front foot",Good,Off Stump
5.2,"Cummins to Bumrah, no run",â€¢,good length and into off stump. Shuffles and pushes that past short leg. They don't take the single,Good,Off Stump
5.1,"Cummins to Bumrah, no run",â€¢,full and in the corridor. Walks into the line of that and blocks on the front foot,Full,Outside Off
4.6,"Starc to Agarwal, 2 runs",2,"full and just outside off, stays leg side of that, small stride and jammed through the vacant covers area",Full,Outside Off
4.5,"Starc to Agarwal, no run",â€¢,"inswinging yorker at middle stump, digs it out into the off side",Yorker,Off Stump
4.4,"Starc to Agarwal, no run",â€¢,"good length and across the corridor, left alone",Good,Outside Off
4.3,"Starc to Agarwal, no run",â€¢,"full and swinging down leg side, can't get bat on the attempted flick",Full,Leg Stump
4.2,"Starc to Agarwal, no run",â€¢,"good length at leg stump, defended to short leg off the back foot",Good,Off Stump
4.1,"Starc to Agarwal, no run",â€¢,"short of a length and rising above middle stump, left alone",Good,Middle Stump
3.6,"Cummins to Bumrah, no run",â€¢,"full and just outside off, defended into the covers",Full,Outside Off
3.5,"Cummins to Bumrah, no run",â€¢,"bouncer at middle stump, ducks under it rapidly",Short,Middle Stump
3.4,"Cummins to Bumrah, no run",â€¢,"full and into off stump, pushed back down the pitch",Full,Off Stump
3.3,"Cummins to Bumrah, no run",â€¢,"good length in the corridor, expected that to rise the way he dropped his arms. Left alone",Good,Outside Off
3.2,"Cummins to Bumrah, no run",â€¢,"full and into off stump, shuffles and defends into the leg side",Full,Off Stump
3.1,"Cummins to Shaw, OUT",W,"through him! A far too familiar picture for those who've followed Shaw over the last year. Good length, landing on a seam outside off, nips back in sharply as Shaw gets forward to defend. He's too slow on it, the front foot still in motion as the ball goes through the gap and tonks the stumps",Good,Outside Off
2.6,"Starc to Agarwal, no run",â€¢,"good length and curving into the corridor, left alone",Good,Outside Off
2.5,"Starc to Agarwal, no run",â€¢,good length and pitching in the corridor. Goes away off the pitch Left alone,Good,Outside Off
2.4,"Starc to Agarwal, no run",â€¢,inside edge onto pad. Pinned very deep in the crease and tentative as he goes back to good length delivery shaping into him,Good,Leg Stump
2.3,"Starc to Agarwal, no run",â€¢,just short of extra cover. Good length and sticking in the pitch outside off as he pushes away from the body with hard hands,Good,Outside Off
2.2,"Starc to Agarwal, no run",â€¢,"good length and into the body, defended hurriedly into the leg side",Good,Leg Stump
2.1,"Starc to Agarwal, no run",â€¢,,,
1.6,"Cummins to Agarwal, 1 run",1,"dropped! Paine sticks out his right hand and can't hold on to an edge that's carried. Mayank pushes on the front foot as this straightens in the corridor. Lovely line, can't not be playing at that. This might have carried to first slip, but Paine's flown and grassed it",Unknown,Outside Off
1.5,"Cummins to Agarwal, no run",â€¢,,,
1.4,"Cummins to Agarwal, 2 runs",2,"floaty full ball at the toes, waits on it and jams it wide of mid-on",Full,Outside Off
1.3,"Cummins to Agarwal, no run",â€¢,"good length on leg stump, defended to short leg off the back foot",Good,Off Stump
1.2,"Cummins to Shaw, 3 runs",3,"oh nicely punched. Searches for swing, gets that full and on middle stump. Shaw has the front leg out of the way as he brings down a straight bat for runs past mid-on",Full,Middle Stump
1.1,"Cummins to Shaw, no run",â€¢,"good length on leg stump, punched on the up to mid-on",Good,Leg Stump
0.6,"Starc to Agarwal, no run",â€¢,short and coming in from an off stump line. Lets it go on bounce,Short,Off Stump
0.5,"Starc to Agarwal, no run",â€¢,just manages to get the bat down. Decently played in the end. 143kph and swinging in big from an off stump line. Keeps the stride short and defends very very late into the leg side,Short,Off Stump
0.4,"Starc to Agarwal, no run",â€¢,rapped on the pads and an appeal that dies out pretty quickly. Slight curve into leg stump as Agarwal's head falls over on the flick. Going down,Unknown,Leg Stump
0.3,"Starc to Agarwal, no run",â€¢,"good length and wide outside off, left alone",Good,Outside Off
0.2,"Starc to Agarwal, no run",â€¢,"good length and just outside off, defended to gully off the back foot",Good,Outside Off
0.1,"Starc to Shaw, 1 run",1,"140.9kph, short of a length and curving down leg side. Shuffles to get inside the line and glances that to fine leg",Good,Leg Stump
