ball,bowler_batsman,result,commentary,length,line
64.3,"Ashwin to Lyon, 2 runs",2,good length and rising onto the hip. Gets deep in the crease and gets the glance past leg slip,Good,Outside Off
64.2,"Ashwin to Lyon, no run",â€¢,"good length and turning into off stump, blocked on the front foot",Good,Off Stump
64.1,"Ashwin to Paine, 1 run",1,"short of a length and turning into the hips, gets deep in the crease and jabs that to deep backwars square",Good,Unknown
63.6,"Shami to Paine, 1 run",1,"Paine steps out of his crease, and Shami, seeing this, shortens his length. Offers him width too, though, and he uses that to steer it to deep point to stay on strike",Good,Outside Off
63.5,"Shami to Paine, no run",â€¢,"ooh, beats him again. Fullish, and it nips away like a legcutter to beat the attempted drive through mid-off",Full,Off Stump
63.4,"Shami to Paine, FOUR runs",4,"shortish outside off, and Paine has a big slash at it. Flies away over the gap between slip and gully",Short,Outside Off
63.3,"Shami to Paine, no run",â€¢,"length ball pitching outside off, angling in. Looks to shuffle across and work it leg side, misses and is hit on the pad, outside the line",Good,Outside Off
63.2,"Shami to Paine, no run",â€¢,"and now he beats the edge. Length ball, angling into the fourth-stump channel and straightening away. Beaten as he comes forward to defend",Good,Unknown
63.1,"Shami to Paine, FOUR runs",4,"short, a bit of width, and Paine brings up his half-century with a square cut past the left hand of the diving backward point fielder. What a valuable innings this is",Short,Outside Off
62.6,"Ashwin to Lyon, no run",â€¢,"big appeal for lbw, and it's given. That's his fourth, if this review goes the umpire's way... Nope. Thick inside edge. Tossed up, inviting him forward, and it dips to make him stretch and draw his bat in front of his body to defend. The umpire thought it had spun past the edge to hit pad, but it's taken a thick deflection along the way",Full,Leg Stump
62.5,"Ashwin to Lyon, no run",â€¢,flighted ball pitching just outside off. Stretches forward to block it back to the bowler,Unknown,Outside Off
62.4,"Ashwin to Lyon, no run",â€¢,"appeal for lbw as Lyon misses the sweep. Impact was outside off, I think",Unknown,Outside Off
62.3,"Ashwin to Lyon, no run",â€¢,flat length ball that skids straight on towards off stump. Goes back and punches it back to Ashwin,Good,Off Stump
62.2,"Ashwin to Paine, 1 run",1,"tossed up outside off, driven to the left of mid-off",Full,Outside Off
62.1,"Ashwin to Paine, no run",â€¢,"length ball spinning into off stump, stays back to punch towards mid-on",Good,Off Stump
61.6,"Shami to Lyon, no run",â€¢,"great fielding. Length ball, looks to flick it off the stumps, and it's flying quickly to leg gully's right. Excellent diving stop. Was that Pujara? Not sure",Good,Outside Off
61.5,"Shami to Lyon, no run",â€¢,"short in the corridor, leaves it alone, pulling his bat and gloves away from the line",Short,Outside Off
61.4,"Shami to Paine, 1 run",1,"length ball on middle stump, clipped through square leg",Good,Middle Stump
61.3,"Shami to Paine, no run",â€¢,"back of a length on middle and leg, clipped watchfully to midwicket",Full,Middle Stump
61.2,"Shami to Paine, 2 runs",2,"length ball on off stump, gets forward, lets it come on, and nudges it through square leg",Good,Off Stump
61.1,"Shami to Paine, no run",â€¢,"back of a length close to off stump. A bit of inward movement, and the attempted punch through the covers ends up at midwicket, off the inside edge",Good,Outside Off
60.6,"Ashwin to Paine, 3 runs",3,"slower now, length ball pitching just outside off, gets forward and across to lap it fine, sending Shaw into a big chase from backward square leg",Good,Outside Off
60.5,"Ashwin to Paine, no run",â€¢,"quicker, spinning in towards middle stump. Stays back and hurries into a leg-side clip",Unknown,Middle Stump
60.4,"Ashwin to Paine, no run",â€¢,"just short of a length, spinning in towards off stump, goes back and defends into the on side",Good,Off Stump
60.3,"Ashwin to Lyon, 1 run",1,"flatter, spins in towards off stump, punched into the covers",Good,Outside Off
60.2,"Ashwin to Lyon, no run",â€¢,"tossed up slow outside off, and Lyon presses forward to block it back to his offspin counterpart",Full,Outside Off
60.1,"Ashwin to Starc, 1 run, OUT",W,"full on leg stump, clipped to the right of deep backward square leg, and they chance a second run, only to produce a loud run-out appeal... It goes up to the third umpire, and Starc is gone by about a foot at the striker's end. Not sure who it was at the deep - excellent flat throw on the bounce to Saha. It's Shaw, I think.",Full,Leg Stump
59.6,"Yadav to Paine, no run",â€¢,"shortish in the corridor, lets it come on and dabs to backward point",Short,Outside Off
59.5,"Yadav to Paine, no run",â€¢,"full on middle and leg, clipped to midwicket",Full,Middle Stump
59.4,"Yadav to Paine, no run",â€¢,"beauty. Length ball in the corridor, straightens off the pitch and past the edge as Paine presses forward and jabs at it, slightly away from his body",Good,Outside Off
59.3,"Yadav to Paine, no run",â€¢,"full on off stump, clipped to midwicket",Full,Off Stump
59.2,"Yadav to Paine, no run",â€¢,"length ball on middle stump, clipped to midwicket",Good,Middle Stump
59.1,"Yadav to Paine, 2 runs",2,"angling down leg now, tucked off the hip towards long leg",Unknown,Off Stump
58.6,"Bumrah to Starc, 2 runs",2,"follows up with the bouncer at the back shoulder, and he produces the top-edged hook, and another chance, and this time, it's Saha who puts it down, but this is an incredibly difficult one. He has to turn around and run towards the boundary, and track the ball as it drops down from a great height. Ends up a couple of feet to the right of the ball as it falls, and then he sticks out a glove and it doesn't stick",Short,Unknown
58.5,"Bumrah to Starc, no run",â€¢,"ooh, through him. Yorker, sneaks under the bat as Starc jams down on it, and how did that miss off stump?",Yorker,Off Stump
58.4,"Bumrah to Paine, 1 run",1,"length ball on the pads, clipped down to long leg",Good,Leg Stump
58.3,"Bumrah to Paine, no run",â€¢,"back of a length on middle stump, clipped to the straighter of the two midwickets",Good,Middle Stump
58.2,"Bumrah to Paine, no run",â€¢,"length ball on middle stump, defended back towards the bowler",Good,Middle Stump
58.1,"Bumrah to Starc, 1 run",1,"back of a length, angling into off stump, clipped to deep square leg",Good,Off Stump
57.6,"Yadav to Starc, 1 run",1,"short again, over off stump, controls the pull well, out to the man at deep square leg",Short,Off Stump
57.5,"Yadav to Starc, no run",â€¢,"Starc continues looking awkward against the short ball. Digs it in short, and he's through his pull too early. Smacks him on the left shoulder",Short,Unknown
57.4,"Yadav to Paine, 1 run",1,"back of a length close to off stump, chopped to deep point",Good,Outside Off
57.3,"Yadav to Starc, 3 runs",3,"ooh, could have gone anywhere. Back of a length, climbs awkwardly as Starc gets squared up in defence, by the angle across him. Hits the shoulder of his bat and pops up into the gap between gully and backward point",Good,Outside Off
57.2,"Yadav to Starc, no run",â€¢,"length ball on off stump, defended into the covers",Good,Outside Off
57.1,"Yadav to Paine, 1 run",1,"back of a length close to off stump, lets it come on and dabs gently into the cover point region",Good,Outside Off
56.6,"Bumrah to Paine, 1 run",1,"back of a length, strays a little too straight, tucked off the hip to long leg",Good,Off Stump
56.5,"Bumrah to Paine, 2 runs",2,"back of a length on off stump, steps across and works it through backward square leg",Good,Off Stump
56.4,"Bumrah to Starc, 1 run",1,"length ball on off stump, stays leg-side of the ball and clips towards mid-on",Good,Off Stump
56.3,"Bumrah to Starc, no run",â€¢,"back of a length on off stump, punched to extra-cover",Good,Outside Off
56.2,"Bumrah to Paine, 1 run",1,"length ball on off stump, presses forward and steers to deep point with an open face",Good,Outside Off
56.1,"Bumrah to Paine, no run",â€¢,"length ball close to off stump, gets forward to block it back towards Bumrah",Good,Off Stump
55.6,"Yadav to Starc, 2 runs",2,"short ball, only gets up to waist height on off stump, pulled along the ground to deep square leg",Short,Off Stump
55.5,"Yadav to Starc, no run",â€¢,"awkward bounce. Slanting across to off stump, back of a length. Looks to work it leg side, and ends up playing it into the off side off the shoulder of the bat",Good,Off Stump
55.4,"Yadav to Starc, no run",â€¢,"length ball on off stump, stays back and punches to short extra-cover",Good,Outside Off
55.3,"Yadav to Starc, no run",â€¢,"now the bouncer, gets it high near the throat, and Starc fends at it and gloves it, to the right of short leg",Short,Leg Stump
55.2,"Yadav to Starc, FOUR runs",4,"short now, but sits up a little outside off. Just around waist high, in fact, and Starc muscles it away over wide mid-on",Good,Outside Off
55.1,"Yadav to Starc, no run",â€¢,"good ball. He's expecting the bouncer, and Umesh gives him the back-of-a-length ball slanting across. Doesn't get behind the line, just pokes and misses",Good,Unknown
54.6,"Bumrah to Paine, no run",â€¢,"back of a length on off stump, defended with soft hands",Good,Off Stump
54.5,"Bumrah to Paine, FOUR runs",4,"bouncer, Paine hooks, aaaaaaaand its.... dropped at the square leg boundary by Mayank Agarwal. Not a new idea for bowlers to bounce Paine, he takes it on, meeting it just outside off stump, and he hits it flat but in the air to Agarwal's right. He seems to have it under control with the reverse-cup, and then it just plops out",Good,Outside Off
54.4,"Bumrah to Paine, no run",â€¢,"length ball on middle stump, gets forward to clip to midwicket",Good,Middle Stump
54.3,"Bumrah to Paine, no run",â€¢,"back of a length on off stump, defended into the point region",Good,Outside Off
54.2,"Bumrah to Paine, no run",â€¢,"looks to go full and at the pads, I think, and ends up sliding a long way down leg",Full,Leg Stump
54.1,"Bumrah to Paine, no run",â€¢,"back of a length on off stump, Paine blocks it back to Bumrah",Good,Off Stump
53.6,"Yadav to Cummins, OUT",W,"got him, Umesh is on fire here! Short ball, climbs awkwardly at Cummins, and as he tries to fend it away it hits the shoulder of his bat and pops up to gully. Cummins jabbed at it well in front of his body, bottom hand off the handle",Short,Outside Off
53.5,"Yadav to Cummins, no run",â€¢,"bouncer now, climbs high over off stump. Crouches hurriedly to evade it",Short,Off Stump
53.4,"Yadav to Cummins, no run",â€¢,"length ball on off stump, Cummins blocks it back to Umesh",Good,Off Stump
53.3,"Yadav to Labuschagne, OUT",W,"big appeal for lbw as Umesh gets one to keep low, and it's given. I don't think there's much doubt in it, unless it's sliding down leg. Labuschagne thinks long and hard before reviewing, and then he does. Back of a length, and Labuschagne is up on his toes but the ball stays down at knee height and skims below his bat to hit his pad, on the knee roll. No bat. Okay, that's plumb. Struck in front of off stump, and from there it's not going to miss the stumps. Hitting middle and off, says ball-tracking.",Good,Off Stump
53.2,"Yadav to Labuschagne, no run",â€¢,"back of a length on middle stump, gets on his toes and plays it down to midwicket",Good,Middle Stump
53.1,"Yadav to Labuschagne, no run",â€¢,"length ball on middle and off, clipped to square leg",Good,Off Stump
52.6,"Bumrah to Paine, no run",â€¢,"length ball angling into off stump, defended to short extra-cover",Good,Outside Off
52.5,"Bumrah to Paine, no run",â€¢,"bouncer climbing steeply in the corridor outside off, squats down low and ignores it",Short,Outside Off
52.4,"Bumrah to Paine, no run",â€¢,"back of a length, angling into leg stump. Clipped towards backward square leg",Good,Leg Stump
52.3,"Bumrah to Paine, FOUR runs",4,"superb shot. Back of a length, only a hint of room, and he stands tall and punches with a straight bat between backward point and cover point",Good,Outside Off
52.2,"Bumrah to Paine, no run",â€¢,"length ball on off stump, blocked back to the bowler",Good,Off Stump
52.1,"Bumrah to Paine, FOUR runs",4,"as the current India coach would say, slashes and shashes hard. Just a touch short outside off, goes hard at it, and though there's extra bounce, he ensures the edge flies over the cordon, over the gap between second slip and gully to be precise",Short,Outside Off
51.6,"Yadav to Labuschagne, no run",â€¢,"back of a length close to off stump, punched to cover point",Good,Outside Off
51.5,"Yadav to Labuschagne, no run",â€¢,"length ball angling into off and middle, gets across to clip to square leg",Good,Off Stump
51.4,"Yadav to Labuschagne, no run",â€¢,"back of a length on off stump, defended towards mid-on",Good,Off Stump
51.3,"Yadav to Labuschagne, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
51.2,"Yadav to Paine, 1 run",1,"fullish, angling into middle stump, clipped to the right of mid-on",Full,Middle Stump
51.1,"Yadav to Paine, FOUR runs",4,"back of a length outside off stump, punched crisply off the back foot, past the right hand of the diving backward point fielder",Good,Outside Off
50.6,"Bumrah to Labuschagne, no run",â€¢,"good leave. Tight line close to off stump, and it's angling sharply in as Bumrah deliveries usually do, but he leaves on length, trusting the bounce from this surface",Good,Off Stump
50.5,"Bumrah to Labuschagne, no run",â€¢,"back of a length on off stump, defended into the off side",Good,Off Stump
50.4,"Bumrah to Paine, 1 run",1,"length ball on off stump, gets forward for the push into the gap between point and short cover",Good,Outside Off
50.3,"Bumrah to Paine, no run",â€¢,"bouncer just outside off stump, ignores it, swaying his upper body away from the line",Short,Outside Off
50.2,"Bumrah to Paine, no run",â€¢,"back of a length on off stump, lets it come and defends into the cover point region",Good,Outside Off
50.1,"Bumrah to Paine, no run",â€¢,"length ball straightening towards off stump, defended back to the bowler",Good,Off Stump
49.6,"Yadav to Labuschagne, no run",â€¢,"full outside off, gets forward to block to short cover",Full,Outside Off
49.5,"Yadav to Labuschagne, no run",â€¢,"back of a length close to off stump, punched into the point region",Good,Outside Off
49.4,"Yadav to Paine, 1 leg bye",1lb,"onto the pads,, clipped into the backward square leg region",Unknown,Leg Stump
49.3,"Yadav to Paine, no run",â€¢,"length ball, seems to veer in slightly as Paine looks to flick, hits the outside of his pad. Was going down leg",Good,Leg Stump
49.2,"Yadav to Paine, no run",â€¢,"length ball just outside off, gets forward to jab to point",Good,Outside Off
49.1,"Yadav to Paine, 2 runs",2,"full on middle and leg, clipped to the left of deep square leg",Full,Middle Stump
48.6,"Ashwin to Paine, 1 run",1,"legbreak, doesn't turn too much after pitching on leg stump. Clipped to backward square leg",Unknown,Leg Stump
48.5,"Ashwin to Labuschagne, 1 run",1,sees him step out and loops one into his toes. Clipped through square leg,Unknown,Leg Stump
48.4,"Ashwin to Labuschagne, no run",â€¢,"back of a length, goes with the angle just outside off. Goes back for a quiet punch to point",Good,Outside Off
48.3,"Ashwin to Labuschagne, no run",â€¢,"quicker now, line closer to the stumps, clipped to midwicket",Unknown,Unknown
48.2,"Ashwin to Labuschagne, no run",â€¢,not the first time Labuschagne has reached out to try and drive Ashwin against the turn. Plays it with a turn of the wrists to mid-off,Unknown,Off Stump
48.1,"Ashwin to Labuschagne, no run",â€¢,"flat length ball spinning in towards middle and leg, goes back to clip to midwicket",Good,Middle Stump
47.6,"Bumrah to Paine, no run",â€¢,"short and down leg side, left alone",Short,Leg Stump
47.5,"Bumrah to Paine, FOUR runs",4,"full toss just outside off, holds his shape and gently pats it between bowler and mid-off. Teases Agarwal as he gives chase but makes the boundary before he can put a slide in",Yorker,Outside Off
47.4,"Bumrah to Paine, no run",â€¢,"good length on middle stump, defended solidly off the back foot",Good,Off Stump
47.3,"Bumrah to Labuschagne, 1 run",1,"short at middle stump, swivels and pulls into the turf, out to fine leg",Short,Middle Stump
47.2,"Bumrah to Paine, 1 run",1,good length and into the corridor. Jabs it to cover's left to steal the run,Good,Outside Off
47.1,"Bumrah to Paine, no run",â€¢,"good length and just outside off, defended off the back foot",Good,Outside Off
46.6,"Ashwin to Labuschagne, no run",â€¢,"good length on leg stump, nudged to square leg off the back foot",Good,Off Stump
46.5,"Ashwin to Labuschagne, no run",â€¢,"good length on leg stump, turning down. Follows with his hands and it trickles to leg slip",Good,Outside Off
46.4,"Ashwin to Labuschagne, no run",â€¢,"good length on off stump, turning into middle. Gets deep in the crease to defend",Good,Off Stump
46.3,"Ashwin to Labuschagne, no run",â€¢,"good length at off stump, defended off the back foot",Good,Off Stump
46.2,"Ashwin to Labuschagne, no run",â€¢,"good length and on leg stump, allows that to hit his thigh",Good,Leg Stump
46.1,"Ashwin to Labuschagne, 2 runs",2,overpitched and drifting away outside off. Gets to the pitch and drives along the floor to mid-off's left,Unknown,Outside Off
45.6,"Shami to Paine, no run",â€¢,"good length on middle stump, defended to mid-on",Good,Middle Stump
45.5,"Shami to Paine, no run",â€¢,"short of a length on off stump, defended off the back foot",Good,Off Stump
45.4,"Shami to Paine, no run",â€¢,"good length outside off, left alone",Good,Outside Off
45.3,"Shami to Paine, no run",â€¢,"sharp bouncer in the corridor, Paine drops the arms and lets that go",Short,Outside Off
45.2,"Shami to Paine, no run",â€¢,"good length on off stump, defended off the back foot",Good,Off Stump
45.1,"Shami to Paine, no run",â€¢,"good length on off stump, 139.4kph. Jumps up at the batsman a touch as he defends off the outside half",Good,Off Stump
44.6,"Ashwin to Labuschagne, no run",â€¢,"length and dipping on leg stump, defended with the turn to short leg",Good,Leg Stump
44.5,"Ashwin to Labuschagne, no run",â€¢,"good length and straight on outside off, defended into the covers. Nice dip on that one",Good,Outside Off
44.4,"Ashwin to Labuschagne, no run",â€¢,"short of a length on leg stump, defended off the back foot",Good,Off Stump
44.3,"Ashwin to Labuschagne, no run",â€¢,"length outside off, reaches out and drives along the floor to mid-off",Good,Outside Off
44.2,"Ashwin to Labuschagne, no run",â€¢,"good length on off, pushed down the pitch",Good,Off Stump
44.1,"Ashwin to Labuschagne, no run",â€¢,"good length on off, defended down the pitch",Good,Off Stump
43.6,"Shami to Labuschagne, 1 run",1,"just short of deep square. Short at off stump, pulls slightly off the top part of the bat. Ashwin is in from the boundary but can only get this on the bounce",Short,Off Stump
43.5,"Shami to Labuschagne, no run",â€¢,"lbw catch behind given and Labuschagne immediately reviews. He is beaten by a peach from Shami. Length ball angled into off and middle, has him scrambling to offer the full face and protect his stumps. But it straightens and takes his back thigh on the way to the keeper. Third umpire has ascertained that there's no edge. It was missing on the lbw",Full,Off Stump
43.4,"Shami to Labuschagne, no run",â€¢,"good length on off stump, defended off the back foot",Good,Off Stump
43.3,"Shami to Labuschagne, no run",â€¢,"good length on off stump, defended from deep in the crease",Good,Off Stump
43.2,"Shami to Labuschagne, no run",â€¢,"good length and into leg stump, hangs the angled out and cops it on the thigh",Good,Leg Stump
43.1,"Shami to Labuschagne, no run",â€¢,"short and in the corridor, sways out of the way",Short,Outside Off
42.6,"Ashwin to Paine, no run",â€¢,"good length at off stump, punched down the pitch off the back foot",Good,Off Stump
42.5,"Ashwin to Paine, no run",â€¢,"full on off stump, dead-batted down the pitch",Full,Off Stump
42.4,"Ashwin to Paine, FOUR runs",4,"short and sitting up outside off, gets deep in the crease and punches it through cover off the back foot",Good,Outside Off
42.3,"Ashwin to Paine, no run",â€¢,"tentative and another inside edge. This is pushed through quicker, outside off. Gets forward to defend and it's into his pad",Unknown,Outside Off
42.2,"Ashwin to Paine, no run",â€¢,"length and turning into leg stump, hurriedly stabbed into the leg side again. Aerial this time. His feet are stuck",Good,Leg Stump
42.1,"Ashwin to Paine, no run",â€¢,"inside edge as Ashwin draws Paine well in front of his body at a middle stump line. Looks to flick firmly at it, comes off the pad and to midwicket's left",Unknown,Off Stump
41.6,"Shami to Labuschagne, no run",â€¢,"good length and honing in on off stump, defended into the off side. Shami giving nothing away",Good,Off Stump
41.5,"Shami to Labuschagne, no run",â€¢,"short of a length on leg stump, tucked square on the leg side off the back foot",Good,Off Stump
41.4,"Shami to Labuschagne, no run",â€¢,"good length at middle stump, defended to short midwicket off the back foot",Good,Off Stump
41.3,"Shami to Labuschagne, no run",â€¢,"good length and just outside off, solidly defended on the back foot",Good,Outside Off
41.2,"Shami to Labuschagne, no run",â€¢,past the outside edge.,Unknown,Unknown
41.1,"Shami to Labuschagne, no run",â€¢,"big lbw appeal is turned down. Labuschagne deep in the crease at a length ball, inside edge onto back leg as he looks to defend",Good,Leg Stump
40.6,"Ashwin to Paine, no run",â€¢,"good length on leg stump, defended to short leg",Good,Leg Stump
40.5,"Ashwin to Paine, no run",â€¢,"floaty full toss on leg stump, flicked straight to midwicket",Yorker,Leg Stump
40.4,"Ashwin to Paine, no run",â€¢,"good length and in the corridor, pushed through at 93kph. Patted back down the pitch",Good,Outside Off
40.3,"Ashwin to Green, OUT",W,"Kohli lunges low to his right and holds on at midwicket! We saw Lyon extracting bounce from this pitch, and Ashwin has done that with this ball too, albeit it's a short one turning into leg stump. It's there for the pull, but pulling in front of square is hard when there's bounce. Green looks to go over midwicket, it hits the high part of his bat and floats out to Kohli's right. He tracks it and times the leap to his right perfectly. These can be hard if you go early. Kohli goes with both hands and completes the landing perfectly before he takes a bow. Not a bad first innings from Green at all, certainly looked comfortable at the crease, but he doesn't do it long enough",Short,Leg Stump
40.2,"Ashwin to Green, no run",â€¢,steps out and is beaten in flight. Pats it back to the bowler,Unknown,Unknown
40.1,"Ashwin to Green, no run",â€¢,"good length and tight on off stump, rising up into his body as he gets forward to defend",Good,Off Stump
39.6,"Shami to Labuschagne, no run",â€¢,"short of a length on off stump, gets deep in the crease and defends into the leg side",Good,Off Stump
39.5,"Shami to Labuschagne, no run",â€¢,"full on off stump, defended down the pitch",Full,Off Stump
39.4,"Shami to Green, 1 run",1,"good length and into off stump, reaches out and opens the face to steer this straight of gully",Good,Outside Off
39.3,"Shami to Green, no run",â€¢,"good length and slanted into the corridor, left alone",Good,Outside Off
39.2,"Shami to Green, no run",â€¢,"short and rising outside off, hangs the bat inside the line and lets it go",Short,Outside Off
39.1,"Shami to Green, no run",â€¢,"bouncer down leg side, sways away from it",Short,Leg Stump
38.6,"Ashwin to Labuschagne, no run",â€¢,"full on middle stump, leans in and flicks to midwicket",Full,Middle Stump
38.5,"Ashwin to Labuschagne, no run",â€¢,"short of a length and turning down leg, left alone",Good,Leg Stump
38.4,"Ashwin to Green, 1 run",1,"length at off stump, pushed into the covers off the back foot",Good,Outside Off
38.3,"Ashwin to Green, FOUR runs",4,"shot! Exhibition of good footwork here from the debutant. Down the pitch last ball, deep in the crease this time. Ashwin strays marginally wide, it's short of a length, and he chops this to point",Good,Outside Off
38.2,"Ashwin to Green, no run",â€¢,oh beauty. Ashwin's nailing the flight. This one loops as Green steps out and forces him to defend,Unknown,Unknown
38.1,"Ashwin to Green, 2 runs",2,"good length and sliding on outside off, gets forward and gets that past slip off the thick outside edge",Good,Outside Off
37.6,"Bumrah to Green, 1 run",1,"back of a length on off stump, jabbed into the gap between short cover and backward point",Good,Outside Off
37.5,"Bumrah to Green, no run",â€¢,"length ball wide of off stump, left alone",Good,Outside Off
