ball,bowler_batsman,result,commentary,length,line
92.2,"Cummins to Pant, 1 run",1,"full on middle and leg, clipped away quietly to long leg",Full,Middle Stump
92.1,"Cummins to Pant, no run",â€¢,"bouncer over leg stump, thinks about hooking but decides just in time to duck out of the way",Short,Leg Stump
91.6,"Lyon to Pant, 1 run",1,"short, spinning away from off stump, cut past the man at backward point, out to third man",Short,Outside Off
91.5,"Lyon to Sundar, 1 run",1,"shortish, close to off stump, makes room and chops to deep point",Short,Outside Off
91.4,"Lyon to Sundar, no run",â€¢,"full, angling into leg stump, clipped firmly back to the bowler. Wanted to play that towards mid-on",Full,Leg Stump
91.3,"Lyon to Pant, 1 run",1,"tossed up fuller now, and Pant plays a flat-bat drive to deep point",Full,Outside Off
91.2,"Lyon to Pant, no run",â€¢,"sharp turn again. Quicker, just outside off, and Pant is half-forward to defend. Zips past his outside edge",Unknown,Outside Off
91.1,"Lyon to Pant, no run",â€¢,"Pant is getting a little edgy here. Loses his shape again while going for a big hit. Tossed up slow outside off, and there's sharp turn and bounce to beat the attempted loft over long-off",Full,Outside Off
90.6,"Cummins to Sundar, no run",â€¢,"sharp short ball, rising steeply over Sundar's back shoulder. Thinks of pulling, decides against it and leaves it",Short,Unknown
90.5,"Cummins to Sundar, no run",â€¢,"short, at Sundar's ribs again. Hops to ride the bounce, looks to work it away, but can't middle it. Inside-edges into the ground by his feet",Short,Middle Stump
90.4,"Cummins to Sundar, no run",â€¢,"full on off stump, driven firmly to mid-off. He wants the single but he's hit it a bit too firmly for that",Full,Off Stump
90.3,"Cummins to Sundar, no run",â€¢,"back of a length on off stump, blocked into the covers",Good,Outside Off
90.2,"Cummins to Sundar, no run",â€¢,"shortish, gets up towards the ribcage, coming at Sundar from his blind spot outside leg stump. Does well to ride the bounce and keep it down into the backward square leg region",Short,Leg Stump
90.1,"Cummins to Sundar, no run",â€¢,"super stop from Lyon at backward point. It's short and angling away from off stump, and Sundar jumps to ride the bounce and cuts fiercely. Lyon throws himself to his right and saves four runs",Short,Outside Off
89.6,"Lyon to Pant, no run",â€¢,"shortish, close to off stump, makes some room and cuts firmly to backward point",Short,Outside Off
89.5,"Lyon to Sundar, 1 run",1,"short outside off, cut to the left of point, who's come in off the boundary for Sundar",Short,Outside Off
89.4,"Lyon to Pant, 1 run",1,"phew, he sliced that in the air but it's fallen short of deep point. Tossed up wide of off stump, and Pant loses his shape looking to hit it over mid-off. Sliced high, but falls short of Green running in from the boundary",Full,Outside Off
89.3,"Lyon to Pant, no run",â€¢,"short outside off, slapped to the man at short cover",Good,Outside Off
89.2,"Lyon to Pant, no run",â€¢,"another swing and miss. Tossed up outside off, goes for the big sweep and misses, thanks to some extra turn and bounce. Slip has to dive to hsi right to stop it from running away for byes",Full,Outside Off
89.1,"Lyon to Pant, no run",â€¢,"back of a length and very wide of off stump, left alone",Good,Outside Off
88.6,"Cummins to Sundar, no run",â€¢,"bouncer, climbing steeply over leg stump, and Sundar keeps his eye on it, drops to his knees, and sways his upper body away from the line",Short,Leg Stump
88.5,"Cummins to Sundar, FOUR runs",4,"full, angling across to off stump, and that's a super shot. He played this shot so well in the first innings too, and he does it again, pressing forward and leaning into a straight-bat punch to the left of mid-off. Beautiful",Full,Off Stump
88.4,"Cummins to Sundar, no run",â€¢,"bouncer, angling across. Keeps his eye on it and evades it, and it swings late, after it passes the batsman",Short,Unknown
88.3,"Cummins to Sundar, no run",â€¢,"length ball slanting across to off stump, swinging back slightly. Flicks on the bounce to that leg gully fielder",Good,Outside Off
88.2,"Cummins to Sundar, no run",â€¢,"ooh, Cummins draws another airy drive. Fullish, slanting across, inviting the drive away from the body. Doesn't get his weight forward and the ball hangs briefly in the air but falls short of mid-off",Full,Off Stump
88.1,"Cummins to Sundar, 2 runs",2,"shortish at the hip, tucked away through backward square leg",Short,Leg Stump
87.6,"Lyon to Pant, no run",â€¢,"this was coming. Good idea too, with the line outside off stump and the ball given some air. Brings out the reverse-sweep but can't connect on this occasion",Unknown,Outside Off
87.5,"Lyon to Sundar, 1 run",1,"tossed up outside off, and he stretches out to drive to mid-off. The fielder is deep enough to allow the single",Full,Outside Off
87.4,"Lyon to Pant, 1 run",1,"very full, a near yorker on off stump, pushed down the ground to long-off",Yorker,Off Stump
87.3,"Lyon to Pant, no run",â€¢,"flat and full close to off stump, barely has time to get a stride forward, manages to reach out and jab to short cover",Full,Outside Off
87.2,"Lyon to Pant, no run",â€¢,"back of a length, a bit wider, left alone",Good,Outside Off
87.1,"Lyon to Pant, no run",â€¢,"big slog. Lyon dangles a tempter outside off, from around the wicket, and he has a big swing at it and misses",Unknown,Outside Off
86.6,"Cummins to Sundar, no run",â€¢,"back of a length, angling across to off stump, punched firmly back to the bowler",Good,Off Stump
86.5,"Cummins to Sundar, no run",â€¢,"back of a length, at the hip, hops up and tucks it square on the leg side",Good,Leg Stump
86.4,"Cummins to Agarwal, OUT",W,"gone, caught at short cover, Agarwal is dismissed in the pursuit of quick runs. That wasn't quite up there for the drive, but Agarwal went hard at it, possibly looking to clear the fielder at short cover. Maybe the ball stopped on him, maybe he just didn't time it how he wanted to, but in any case, Matthew Wade times his jump well and takes it over his head",Good,Outside Off
86.3,"Cummins to Agarwal, no run",â€¢,"a Cummins special produces a massive caught-behind shout, but the umpire isn't interested... Australia have reviewed here. Back of a length, straightening in the corridor with extra bounce, and Agarwal defends on the hop with an open face. There's nothing on Hotspot as the ball passes the edge, and nothing on Snicko either. Only one review remains for Australia.",Good,Outside Off
86.2,"Cummins to Agarwal, no run",â€¢,"shortish on off stump, hops to ride the bounce and defend down the pitch",Short,Off Stump
86.1,"Cummins to Agarwal, no run",â€¢,"fullish, angling into middle and off, punched to mid-off",Full,Off Stump
85.6,"Lyon to Pant, no run",â€¢,"back of a length outside off, quickish, left alone. This is proper cat and mouse",Good,Outside Off
85.5,"Lyon to Pant, no run",â€¢,"shortish on off stump, cut powerfully to the man at point",Full,Outside Off
85.4,"Lyon to Pant, no run",â€¢,"full outside off, not quite up there for the drive. Adjusts, after aiming to drive through cover initially, to chop to backward point",Full,Outside Off
85.3,"Lyon to Pant, FOUR runs",4,"a bit of flight, drifts onto leg stump, and Pant stretches out to sweep powerfully to the long leg boundary",Full,Leg Stump
85.2,"Lyon to Pant, 2 runs",2,"flat, angling into the pads, whipped away to the right of deep square leg",Good,Leg Stump
85.1,"Lyon to Pant, no run",â€¢,"back of a length close to off stump, blocked into the covers",Good,Outside Off
84.6,"Cummins to Agarwal, no run",â€¢,"full at the stumps, defended to the off side",Full,Off Stump
84.5,"Cummins to Agarwal, no run",â€¢,worked off the hip towards short leg,Short,Off Stump
84.4,"Cummins to Agarwal, no run",â€¢,"back of a length at off stump, 136kph, defended to backward point",Good,Outside Off
84.3,"Cummins to Agarwal, FOUR runs",4,"terrific shot! Full at the stumps, drilled straight down the ground. That was right out of the middle. Actually went straight through Cummins' hands, he will think he could have stopped that",Full,Middle Stump
84.2,"Cummins to Pant, 1 run",1,"angled into the pads, worked out to deep square leg",Unknown,Leg Stump
84.1,"Cummins to Pant, no run",â€¢,"round the wicket, back of a length, not too far from dragging this on via the inside edge",Good,Unknown
83.6,"Hazlewood to Pant, 1 run",1,"good length at the stumps, pushed towards mid-on and that's an excellent run to bring up a brilliant fifty",Good,Unknown
83.5,"Hazlewood to Pant, no run",â€¢,"round the wicket, full and straight, tucked to midwicket",Full,Unknown
83.4,"Hazlewood to Agarwal, 1 run",1,"back of a length, gets a thick inside edge that wasn't far from leg stump. Actually, was pretty safe",Good,Leg Stump
83.3,"Hazlewood to Pant, 3 runs",3,"goes after the full one again, some width outside off, strides forward and sends it through cover...gets hauled in",Full,Outside Off
83.3,"Hazlewood to Pant, (no ball)",1nb,"back of a length outside off, 133kph, happy to let it go through...he's just playing normal cricket at the moment. Hazlewood has overstepped",Good,Outside Off
83.2,"Hazlewood to Pant, no run",â€¢,"full outside off, left alone",Full,Outside Off
83.1,"Hazlewood to Pant, no run",â€¢,"round the wicket, full at off stump, driven back to the bowler",Full,Off Stump
82.6,"Cummins to Agarwal, no run",â€¢,"what a delivery! Good length outside off, angles in then nips away sharply. Nothing Agarwal could do with that",Good,Outside Off
82.5,"Cummins to Pant, 1 run",1,"comes round the wicket, good length angle in at the stumps, calmly clipped into midwicket",Good,Unknown
82.4,"Cummins to Pant, FOUR runs",4,"through the off side! Steps forward and drives a full, wide delivery. Not quite out of the middle but it has the legs. Hardness of the new ball helps",Full,Outside Off
82.3,"Cummins to Pant, no run",â€¢,"pushed wider outside off, left alone",Unknown,Outside Off
82.2,"Cummins to Pant, 2 runs",2,"gets it straight of mid-off this time, comes forward into another full delivery",Full,Off Stump
82.1,"Cummins to Pant, no run",â€¢,"that was in the slot for Pant, full outside off, drove it nicely but straight to mid-off who is quite wide",Full,Outside Off
81.6,"Hazlewood to Agarwal, no run",â€¢,"huge appeal for lbw! Back of a length and nips back at Agarwal. Hazlewood was convinced, but Paine doesn't go for the review. Ah, he got an inside edge",Good,Unknown
81.5,"Hazlewood to Pant, 1 run",1,"round the wicket, back of a length, drop-and-run into the off side",Good,Off Stump
81.4,"Hazlewood to Pant, FOUR runs",4,"great shot! Full outside off, Pant strides forward and nails a cover drive. It's in Pant's hands",Full,Outside Off
81.3,"Hazlewood to Pant, 4 byes",4b,"full outside leg stump swings further, escapes Paine's dive and that's four bonus runs",Full,Leg Stump
81.2,"Hazlewood to Pant, no run",â€¢,"good length outside off, defended late and it runs into the gully area",Good,Outside Off
81.1,"Hazlewood to Pant, no run",â€¢,"short of a length, down the leg side, Pant misses his flick",Good,Leg Stump
80.6,"Cummins to Agarwal, 2 runs",2,"this swings late into the stumps, manages to push it straight down the ground",Unknown,Unknown
80.5,"Cummins to Agarwal, 2 runs",2,"nice shot...full at off stump, gets onto the front foot and punches it straight of mid-on",Full,Off Stump
80.4,"Cummins to Agarwal, no run",â€¢,"fuller outside off, nicely delivery, through to Paine",Full,Outside Off
80.3,"Cummins to Agarwal, no run",â€¢,"past the edge! Good length outside off, he plays forward and this lifts past the bat",Good,Outside Off
80.2,"Cummins to Pujara, OUT",W,"given lbw! Cummins strikes second ball. Pujara has called for the review. A back of a length delivery which nipped back, beat the inside edge and took the back leg. Height the only issue. And it's umpire's call on trimming the bails",Good,Leg Stump
80.1,"Cummins to Pujara, no run",â€¢,"nice start, good length outside off, holds the bat inside the line",Good,Outside Off
79.6,"Lyon to Pant, no run",â€¢,comes forward and blocks,Unknown,Unknown
79.5,"Lyon to Pant, no run",â€¢,"mighty close leave! Lovely bowling. Goes on with the arm, maybe natural variation, Pant leaves and is nearly bowled. Lyon can't believe it",Unknown,Unknown
79.4,"Lyon to Pant, no run",â€¢,"full and straight, defended",Full,Unknown
79.3,"Lyon to Pant, no run",â€¢,"wide outside off, left alone",Unknown,Outside Off
79.2,"Lyon to Pant, no run",â€¢,steps back and drives to point,Unknown,Outside Off
79.1,"Lyon to Pujara, 1 run",1,down the pitch and whips from outside off to the right of mid-on,Good,Outside Off
78.6,"Starc to Pant, no run",â€¢,"a slower ball, on off stump, defended",Unknown,Off Stump
78.5,"Starc to Pujara, 3 runs",3,"short of a length, angled into the pads, nicely timed through square leg with a flick of wrists",Good,Leg Stump
78.4,"Starc to Pujara, no run",â€¢,"full at the stumps, defended to mid-on...Australia putting together a string of dots",Full,Unknown
78.3,"Starc to Pujara, no run",â€¢,"short outside off, he goes for a booming square drive and is beaten over the top edge",Short,Outside Off
78.2,"Starc to Pujara, no run",â€¢,"full at off stump, 145kph, pushed to mid-on",Full,Off Stump
78.1,"Starc to Pujara, no run",â€¢,"round the wicket, pushed down the leg side",Unknown,Leg Stump
77.6,"Lyon to Pant, no run",â€¢,"full outside off, he pushes forward and defends. A maiden",Full,Outside Off
77.5,"Lyon to Pant, no run",â€¢,"tossed wide outside off, Pant leaves it alone...cat and mouse cricket",Unknown,Outside Off
77.4,"Lyon to Pant, no run",â€¢,"full at middle, blocked",Full,Middle Stump
77.3,"Lyon to Pant, no run",â€¢,"full at off stump, defended",Full,Off Stump
77.2,"Lyon to Pant, no run",â€¢,wider and he doesn't play,Unknown,Outside Off
77.1,"Lyon to Pant, no run",â€¢,left alone outside off,Unknown,Outside Off
76.6,"Starc to Pujara, 4 leg byes",4lb,"angled into the pads, tickled away fine for a valuable boundary",Unknown,Leg Stump
76.5,"Starc to Pujara, no run",â€¢,"big appeal for lbw...gets the full one in, the angle not in Starc's favour. Given not out on the field. Australia talk about the review and decline",Full,Unknown
76.4,"Starc to Pujara, no run",â€¢,"round the wicket, short delivery angling in, takes Pujara on the thigh pad",Short,Leg Stump
76.3,"Starc to Pant, 1 run",1,"short outside off, whips through a strong square cut to deep point",Short,Outside Off
76.2,"Starc to Pant, no run",â€¢,"shorter, he's on the back foot and defends",Short,Unknown
76.1,"Starc to Pant, no run",â€¢,"length ball wide outside off, goes for the cut and takes a bottom edge which scuttles to the keeper",Good,Outside Off
75.6,"Lyon to Pant, 1 run",1,"down the pitch...doesn't get it this time, miscues off the toe end down to long-on. He was eyeing the stands",Good,Off Stump
75.5,"Lyon to Pant, no run",â€¢,tight leave! Nice bowling. This one is full and goes on straight,Full,Unknown
75.4,"Lyon to Pant, no run",â€¢,"touch shorter, pushed back to the bowler",Short,Unknown
75.3,"Lyon to Pant, no run",â€¢,well bowled! Draws him forward and it skims past the outside edge. Extra bounce as well,Unknown,Unknown
75.2,"Lyon to Pant, no run",â€¢,"slides on with arm, pushed into the covers",Good,Outside Off
75.1,"Lyon to Pant, no run",â€¢,"round the wicket, left alone",Unknown,Unknown
74.6,"Starc to Pant, 1 run",1,"short of a length, dropped into the leg side for a quick single",Good,Leg Stump
74.5,"Starc to Pant, no run",â€¢,a bouncer which Pant tries to hook but it's well over his head,Short,Unknown
74.4,"Starc to Pant, no run",â€¢,"keeps it short at off stump, 145kph, played into the covers",Good,Outside Off
74.3,"Starc to Pant, no run",â€¢,"short on off stump, 145kph, defended",Short,Off Stump
74.2,"Starc to Pant, no run",â€¢,"good carry on this one, back of a length outside off, climbs through to Paine as Pant leaves it alone",Good,Outside Off
74.1,"Starc to Pant, no run",â€¢,"short of a length at off stump, dropped into the off side. Cover is quickly in",Good,Outside Off
73.6,"Labuschagne to Pujara, no run",â€¢,"short outside off, gets away with it as Pujara square drives to point",Short,Outside Off
73.5,"Labuschagne to Pujara, no run",â€¢,"down the pitch again, sweetly clipped from outside off but straight to mid-on",Good,Outside Off
73.4,"Labuschagne to Pujara, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
73.3,"Labuschagne to Pujara, no run",â€¢,"full toss, Pujara is down the pitch and has a big swing which goes back to Labuschagne",Yorker,Unknown
73.2,"Labuschagne to Pujara, FOUR runs",4,"lovely batting, short outside off, late cuts fine of backward point and it races away. That's his fifty. One of his best",Short,Outside Off
73.1,"Labuschagne to Pujara, no run",â€¢,starts with a drag down which is pulled to mid-on,Good,Unknown
72.6,"Lyon to Pant, no run",â€¢,"full, wide outside off, Pant not tempted this time. Left alone",Full,Outside Off
72.5,"Lyon to Pujara, 1 run",1,nicely down the pitch and flicks this from outside off to mid-on,Good,Outside Off
72.4,"Lyon to Pujara, no run",â€¢,down the pitch and kicks it away,Unknown,Unknown
72.3,"Lyon to Pant, 1 run",1,"cut in the air, short of short third man! This took a top edge as Pant flashed hard, got away with it",Short,Unknown
72.2,"Lyon to Pant, 2 runs",2,"short outside off, driven very firmly into the covers, pace gets taken of it by a dive from Wade",Good,Outside Off
72.1,"Lyon to Pant, no run",â€¢,"wide outside off, left alone",Unknown,Outside Off
71.6,"Starc to Pant, 1 run",1,"angled into the pads, tucked backward of square. Productive over",Unknown,Leg Stump
71.5,"Starc to Pujara, 1 run",1,"round the wicket, good length outside off, pushed square into the off side",Good,Outside Off
71.4,"Starc to Pant, 1 run",1,"short of a length at off stump, he's a little cramped for room but is able to play a short-arm jab to midwicket",Good,Off Stump
71.3,"Starc to Pant, no run",â€¢,"back of a length at off stump, defended to mid-on",Good,Off Stump
71.2,"Starc to Pant, FOUR runs",4,"short outside off, slashed away behind point. No half measures against that. Signs?",Short,Outside Off
71.1,"Starc to Pujara, 1 run",1,"round the wicket, short outside off, steered through point and there's a sweeper back",Short,Outside Off
70.6,"Lyon to Pant, SIX runs",6,"there he goes! He's got this one. Down the pitch, picks this up from outside off and drills it over long-on",Good,Outside Off
70.5,"Lyon to Pant, no run",â€¢,huge spin outside off! Turned straight to Smith at slip off one of the cracks,Unknown,Outside Off
70.4,"Lyon to Pant, no run",â€¢,punched back to the bowler,Unknown,Unknown
70.3,"Lyon to Pujara, 1 run",1,"steps back to leg and plays this square into the off side, there was turn there",Unknown,Off Stump
70.2,"Lyon to Pujara, no run",â€¢,thrusts forward and then kicks this away to short leg,Short,Leg Stump
70.1,"Lyon to Pujara, no run",â€¢,"over the wicket, short of a length outside off, defended",Good,Outside Off
69.6,"Hazlewood to Pant, no run",â€¢,"back of a length outside off, defended to the covers",Good,Outside Off
69.5,"Hazlewood to Pant, no run",â€¢,"length ball outside off, defends this late and it runs to gully",Good,Outside Off
69.4,"Hazlewood to Pant, no run",â€¢,"full at off stump, slides off a thick outside edge along the ground to gully",Full,Outside Off
69.3,"Hazlewood to Pant, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
69.2,"Hazlewood to Pant, no run",â€¢,"round the wicket, back of a length outside off, defended to cover",Good,Outside Off
69.1,"Hazlewood to Pujara, 1 run",1,tucks a straight delivery into square leg,Unknown,Leg Stump
68.6,"Lyon to Pant, 4 byes",4b,"missed stumping! A tough one for Paine. Tossed up outside off, mid-on had been brought up, Pant aimed a huge swing down the ground, was beaten by the turn and the bounce also defeated Paine",Full,Outside Off
68.5,"Lyon to Pant, no run",â€¢,"keeps it full at off stump, dead-batted on the front foot",Full,Off Stump
68.4,"Lyon to Pant, no run",â€¢,stretches forward on off stump and defends,Unknown,Off Stump
68.3,"Lyon to Pant, no run",â€¢,"wide outside off, left alone",Unknown,Outside Off
68.2,"Lyon to Pant, no run",â€¢,"fuller at middle, defended",Full,Middle Stump
68.1,"Lyon to Pant, no run",â€¢,"good length outside off, defended towards point",Good,Outside Off
67.6,"Hazlewood to Pujara, no run",â€¢,"a good short ball, over off stump, Pujara sways out of the line",Short,Off Stump
67.5,"Hazlewood to Pujara, no run",â€¢,"full at off stump, defended",Full,Off Stump
67.4,"Hazlewood to Pujara, no run",â€¢,"back of a length outside off, left alone",Good,Outside Off
67.3,"Hazlewood to Pant, 3 runs",3,"takes on the short ball, was outside off, pulled through square leg. Good running makes three",Short,Outside Off
67.2,"Hazlewood to Pant, 2 runs",2,punched nicely off the back foot into a gap at cover,Good,Outside Off
67.1,"Hazlewood to Pant, no run",â€¢,"round the wicket, short of a length, angling in at the stumps, Pant plays this as though it kept low",Good,Unknown
66.6,"Lyon to Pujara, no run",â€¢,skips down the pitch and flicks from outside off to mid-on,Good,Outside Off
66.5,"Lyon to Pujara, no run",â€¢,gets forward and works off the pads to square leg,Unknown,Off Stump
66.4,"Lyon to Pujara, no run",â€¢,"flicked in the air towards short leg...did it carry? No, not quite",Short,Leg Stump
66.3,"Lyon to Pant, 1 run",1,"short outside off, rocks back and square cuts to deep cover",Good,Outside Off
66.2,"Lyon to Pant, no run",â€¢,stretches well forward on off stump and defends,Unknown,Off Stump
66.1,"Lyon to Pant, no run",â€¢,"wide outside off, left alone",Unknown,Outside Off
65.6,"Hazlewood to Pujara, no run",â€¢,"full outside off, gets forward and pushes to cover. India yet to score since tea",Full,Outside Off
65.5,"Hazlewood to Pujara, no run",â€¢,"back of a length, tight to off stump, shoulders arms",Good,Off Stump
65.4,"Hazlewood to Pujara, no run",â€¢,"short over off stump, 133kph, sways out of the line",Short,Off Stump
65.3,"Hazlewood to Pujara, no run",â€¢,"back of a length at off stump, hits high on the bat and sends a jolt of pain into Pujara's hand",Good,Off Stump
65.2,"Hazlewood to Pujara, no run",â€¢,"short of a length outside off, climbs through to the keeper",Good,Outside Off
65.1,"Hazlewood to Pujara, no run",â€¢,"full at off stump, drives straight but Hazlewood is able to get his right hand on it",Full,Off Stump
64.6,"Lyon to Pant, no run",â€¢,"prods forward to a full delivery, played to cover. A quiet start to the session",Full,Outside Off
64.5,"Lyon to Pant, no run",â€¢,"touch shorter, he goes back and pushes to cover",Good,Outside Off
64.4,"Lyon to Pant, no run",â€¢,"outside off, left alone",Unknown,Outside Off
64.3,"Lyon to Pant, no run",â€¢,"fuller, he comes forward and drives carefully to cover",Full,Outside Off
64.2,"Lyon to Pant, no run",â€¢,"this one slides on, left alone",Unknown,Unknown
64.1,"Lyon to Pant, no run",â€¢,"wide outside off, left alone",Unknown,Outside Off
63.6,"Hazlewood to Pujara, no run",â€¢,"back of a length, defended. A maiden to start",Good,Unknown
63.5,"Hazlewood to Pujara, no run",â€¢,"fuller, outside off, this moves and keeps going as it reaches Paine",Full,Outside Off
63.4,"Hazlewood to Pujara, no run",â€¢,"back of a length at off stump, defended to cover",Good,Outside Off
63.3,"Hazlewood to Pujara, no run",â€¢,"short outside off, allows it to go through",Short,Outside Off
63.2,"Hazlewood to Pujara, no run",â€¢,"fuller, at off stump, defended",Full,Off Stump
63.1,"Hazlewood to Pujara, no run",â€¢,"short of a length outside off, aims to withdraw the bat and it takes the bottom edge, into the ground and rolls to slip",Good,Outside Off
62.6,"Cummins to Pant, no run",â€¢,"length ball close to off stump, presses forward to block into the covers",Good,Outside Off
62.5,"Cummins to Pant, no run",â€¢,"ooh, beauty. Length ball angling into the corridor and straightening off the seam with extra bounce. Pant gets half-forward to defend, and it zips past his outside edge. Bounced right over off stump too",Good,Outside Off
62.4,"Cummins to Pant, no run",â€¢,"back of a length, keeps a touch low as it angles in towards off stump. Keeps a close eye on it and defends with a straight bat. Hits low on the bat and rolls to short leg",Good,Off Stump
62.3,"Cummins to Pant, no run",â€¢,"back of a length, angling into off stump, gets on top of the bounce and defends with soft hands, back down the pitch",Good,Off Stump
62.2,"Cummins to Pant, no run",â€¢,length ball angling into off stump. Looks to get on the front foot to defend and the ball nips in off the seam and hits him high on the inside thigh. Ouch,Good,Off Stump
62.1,"Cummins to Pant, no run",â€¢,"shortish, straightens a touch in the corridor. Jabbed towards gully with an open face",Short,Outside Off
61.6,"Lyon to Pujara, no run",â€¢,"flat, back of a length, spinning into off stump, defended to short midwicket off the back foot",Good,Off Stump
61.5,"Lyon to Pujara, no run",â€¢,"down the track to the flighted ball outside off, and short midwicket dives right to stop his flick",Short,Outside Off
61.4,"Lyon to Pant, 1 run",1,"short, wide, slapped away to deep backward point",Short,Outside Off
