ball,bowler_batsman,result,commentary,length,line
87.4,"Siraj to Smith, no run",â€¢,"bouncer, but going down leg and an easy one to duck under",Short,Leg Stump
87.3,"Siraj to Smith, 2 runs",2,"length outside off and jagging back in, Smith's covered the line and brought his bat down in time to nurdle it through backward square leg",Good,Outside Off
87.2,"Siraj to Smith, no run",â€¢,"length outside off, pushed to mid-on",Good,Outside Off
87.1,"Siraj to Smith, no run",â€¢,"That one kept low. Back of a length on a fifth stump line, left alone by Smith, and it hardly bounces, dies on Pant before reaching him",Good,Unknown
86.6,"Bumrah to Paine, no run",â€¢,"length ball, keeping on a tight line on off, defended into the offside",Good,Off Stump
86.5,"Bumrah to Paine, no run",â€¢,"full on off, driven on the front foot but can't get past short cover",Full,Outside Off
86.4,"Bumrah to Paine, no run",â€¢,"keeps it on that hard length and in the channel, Paine shoulders arms again",Good,Unknown
86.3,"Bumrah to Paine, no run",â€¢,"fuller, homing into the stumps, Paine defends with a straight bat",Full,Unknown
86.2,"Bumrah to Paine, no run",â€¢,"length ball angling into the channel, but Paine is confident in leaving it alone",Good,Unknown
86.1,"Bumrah to Paine, no run",â€¢,"length attacking the stumps, tapped towards mid-on",Good,Unknown
85.6,"Siraj to Smith, no run",â€¢,"length nibbling around off, defended towards point",Good,Outside Off
85.5,"Siraj to Smith, no run",â€¢,"back of a length outside off, nipping in, but Smith's shuffle means he's well placed to present a straight bat in defence",Good,Outside Off
85.4,"Siraj to Smith, no run",â€¢,"back of a length in the channel, defended back with soft hands",Good,Unknown
85.3,"Siraj to Smith, no run",â€¢,"good length on a fifth stump line, steered to point",Good,Outside Off
85.2,"Siraj to Smith, no run",â€¢,"fuller, some late movement in the air. Smith comes on the front foot to cover drive but gets an inside edge that thuds into pad",Full,Outside Off
85.1,"Siraj to Smith, no run",â€¢,"back of a length outside off, stands tall and punches, but straight to cover",Good,Outside Off
84.6,"Bumrah to Paine, no run",â€¢,"length ball in the channel, left alone",Good,Unknown
84.5,"Bumrah to Green, OUT",W,"Bumrah strikes with the new ball at the stroke of lunch, Green falls for a 21-ball duck. Was a length ball around off that jagged back on to beat the forward defence and hit the front pad. An appeal for lbw and the umpire had no doubt in mind. Replays confirm it would have hit the top of middle",Good,Off Stump
84.4,"Bumrah to Green, no run",â€¢,"banged in short but around off, doesn't rise much but enough for Green to duck under, swings a lot down the leg side after passing the batsman",Short,Off Stump
84.3,"Bumrah to Green, no run",â€¢,"length ball in the channel, shouldered arms this time",Good,Unknown
84.2,"Bumrah to Green, no run",â€¢,"beats the outside edge. Fuller outside off, Green goes for the drive but ends up playing down the wrong line and misses",Full,Outside Off
84.1,"Bumrah to Green, no run",â€¢,"length ball, just around off, stays in the crease and blocks",Good,Off Stump
83.6,"Siraj to Smith, 2 runs",2,"length ball around off, moves across and works it towards deep-backward square leg",Good,Off Stump
83.5,"Siraj to Smith, no run",â€¢,"a touch fuller, a touch closer but still far away from Smith to invite any response",Full,Unknown
83.4,"Siraj to Smith, no run",â€¢,"length ball, sixth stump, left alone once again",Good,Unknown
83.3,"Siraj to Smith, no run",â€¢,"length ball in the channel, left alone",Good,Unknown
83.2,"Siraj to Smith, no run",â€¢,"length ball around off, moves back and across and blocks",Good,Off Stump
83.1,"Siraj to Smith, no run",â€¢,"fuller around off, stays back and pushes it towards mid-on",Full,Off Stump
82.6,"Bumrah to Green, no run",â€¢,"length ball, just outside off, left alone",Good,Outside Off
82.5,"Bumrah to Smith, 1 run",1,short outside off and pulled away towards midwicket,Short,Outside Off
82.4,"Bumrah to Smith, no run",â€¢,"another length ball in the corridor, Smith shoulders arms",Good,Outside Off
82.3,"Bumrah to Smith, no run",â€¢,"length ball around off, kept a touch low. Goes back and defends",Good,Off Stump
82.2,"Bumrah to Smith, no run",â€¢,"length ball in the channel, left alone",Good,Unknown
82.1,"Bumrah to Smith, no run",â€¢,"length ball at the stumps, Smith got behind the line and defended",Good,Unknown
81.6,"Siraj to Green, no run",â€¢,"full and wide outside off, left alone",Full,Outside Off
81.5,"Siraj to Green, no run",â€¢,"fuller around off, drives it towards mid-off",Full,Off Stump
81.4,"Siraj to Green, no run",â€¢,"length ball swinging away from the fifth stump, left alone",Good,Unknown
81.3,"Siraj to Green, no run",â€¢,"pitched up again, driven but mid-on makes a diving stop to his left",Good,Unknown
81.2,"Siraj to Green, no run",â€¢,"fuller, almost a yorker on the fifth stump, squeezes it out towards cover-point",Yorker,Outside Off
81.1,"Siraj to Green, no run",â€¢,"length ball in the corridor, left alone",Good,Outside Off
81.1,"Siraj to Green, 1 wide",1w,fuller but so wide that it has been called one,Full,Outside Off
80.6,"Bumrah to Smith, no run",â€¢,"that one jumped off from good length. Was around fourth stump so Smith had to play, he looks to defend but it moves away to beat the bat",Good,Off Stump
80.5,"Bumrah to Smith, no run",â€¢,"length ball around fifth stump, defended from the front foot",Good,Unknown
80.4,"Bumrah to Smith, no run",â€¢,"a touch fuller but far away from Smith, ignored again",Full,Unknown
80.3,"Bumrah to Smith, no run",â€¢,length but further away from Smith. He is not interested in chasing those ones,Good,Unknown
80.2,"Bumrah to Smith, no run",â€¢,"length ball, in the corridor, a bit of movement away. Shouldered arms",Good,Outside Off
80.1,"Bumrah to Smith, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
79.6,"Ashwin to Green, no run",â€¢,"almost a yorker, keeps it out and pushes it towards mid-off",Yorker,Off Stump
79.5,"Ashwin to Green, no run",â€¢,"length ball on middle and leg, turns it towards short leg",Good,Middle Stump
79.4,"Ashwin to Green, no run",â€¢,"length ball around off, defended watchfully from the back foot",Full,Off Stump
79.3,"Ashwin to Smith, 1 run",1,"length ball on the pads, plays a back-foot leg glance",Good,Leg Stump
79.2,"Ashwin to Smith, no run",â€¢,"length ball around off, goes deep and turns it towards short leg",Good,Off Stump
79.1,"Ashwin to Smith, no run",â€¢,"flatter and quicker around off, goes back and blocks",Good,Off Stump
78.6,"Jadeja to Green, no run",â€¢,"fuller around off, pushes it towards mid-off",Full,Off Stump
78.5,"Jadeja to Smith, 1 run",1,"short of length, some extra bounce this time, goes back and steers it towards cover",Good,Outside Off
78.4,"Jadeja to Smith, FOUR runs",4,"short and wide once again, Smith goes back and punches it to the left of the cover fielder for another four",Good,Outside Off
78.3,"Jadeja to Smith, no run",â€¢,"fuller on the stumps, drives it towards mid-on",Full,Unknown
78.2,"Jadeja to Smith, FOUR runs",4,"short and wide, Smith rocks backs and nails the cut through point, his tenth four in 67",Short,Outside Off
78.1,"Jadeja to Smith, no run",â€¢,"length ball at the stumps, defended",Good,Unknown
77.6,"Ashwin to Green, no run",â€¢,pushes it towards mid-on from the front foot,Good,Unknown
77.5,"Ashwin to Green, no run",â€¢,"length ball on the stumps, defended",Good,Unknown
77.4,"Ashwin to Green, no run",â€¢,"tossed up around off, dip and turn to beat the bat and hit the pads. An appeal for lbw but perhaps outside off and too high",Full,Outside Off
77.3,"Ashwin to Green, no run",â€¢,"flatter outside off, chops it towards point",Good,Outside Off
77.2,"Ashwin to Smith, 1 run",1,"flighted on the stumps, comes forward and drives it towards long-on",Good,Unknown
77.1,"Ashwin to Smith, 2 runs",2,fuller outside off and whipped though extra extra cover. Jadeja is quick and keeps it to two,Full,Outside Off
76.6,"Jadeja to Green, no run",â€¢,"length ball at the stumps, defended on the front foot",Good,Unknown
76.5,"Jadeja to Wade, OUT",W,"Oh Matthew Wade! What have you done! Not much different from one of his earlier dismissals - against Ashwin - in the series. Uses his feet and looks to chip it towards midwicket but the ball stops at him, takes the leading edge and goes aerial towards mid-on. Bumrah pedals back there and takes it comfortably",Good,Unknown
76.4,"Jadeja to Wade, no run",â€¢,"fuller on the off stump, defended on the off side",Full,Off Stump
76.3,"Jadeja to Wade, 2 runs",2,"length ball on the stumps, punched towards extra cover off the back foot",Good,Outside Off
76.2,"Jadeja to Wade, no run",â€¢,"another sweep and guess what, another hit for Vihari. Left leg this time",Unknown,Leg Stump
76.1,"Jadeja to Wade, FOUR runs",4,"fuller around off, punched down the ground, was in the air for a while but to the left of the non-striker. No chances for Jadeja to reach there or mid-on to cut it off",Full,Off Stump
75.6,"Ashwin to Smith, no run",â€¢,"flatter trajectory on the stumps, turns it towards the backward square leg with soft hands",Good,Leg Stump
75.5,"Ashwin to Smith, no run",â€¢,"length on middle and leg, nudged towards short fine leg",Good,Middle Stump
75.4,"Ashwin to Smith, no run",â€¢,length ball on the stumps and defended,Good,Unknown
75.3,"Ashwin to Smith, FOUR runs",4,pitched up again and Smith brings out the sweep. Was tossed up on the leg stump and he hits it behind the deep square leg fielder,Full,Leg Stump
75.2,"Ashwin to Smith, no run",â€¢,"fuller on the stumps, drives it towards mid-off",Full,Off Stump
75.1,"Ashwin to Smith, no run",â€¢,"length ball at the stumps, punched towards mid-off from the back foot",Good,Off Stump
74.6,"Jadeja to Wade, no run",â€¢,"fuller around off, blocked on the front foot",Full,Off Stump
74.5,"Jadeja to Wade, no run",â€¢,"length ball around off and middle, comes forward and defends it on the leg side",Good,Off Stump
74.4,"Jadeja to Wade, no run",â€¢,"swept again but this time to Vihari's left, Gull fields it at backward short leg",Short,Leg Stump
74.3,"Jadeja to Wade, no run",â€¢,"fuller on the stumps and another fully-blooded sweep finds Vihari, this time on the other leg. A bit of forearm as well",Full,Leg Stump
74.2,"Jadeja to Wade, FOUR runs",4,"fuller and around and driven through extra cover, a firm, confident stroke with a nice front-foot stride",Full,Outside Off
74.1,"Jadeja to Wade, no run",â€¢,"tossed up around off, goes for the sweep and pings Vihari on the leg at short leg. The physio is out",Full,Off Stump
73.6,"Ashwin to Smith, no run",â€¢,"fuller on the stumps, pushes it to short mid-on",Full,Unknown
73.5,"Ashwin to Smith, no run",â€¢,"fuller down the leg side, please the paddle sweep but cannot beat the leg gully",Full,Outside Off
73.4,"Ashwin to Wade, 1 run",1,"length ball on the pads, tucked away towards square leg",Good,Leg Stump
73.3,"Ashwin to Wade, no run",â€¢,"length ball around off, lunges forward and blocks",Good,Off Stump
73.2,"Ashwin to Wade, no run",â€¢,"length ball, angling in at 87.3kph, defended from the crease",Good,Unknown
73.1,"Ashwin to Wade, no run",â€¢,"length ball around off, defended",Good,Off Stump
72.6,"Jadeja to Smith, FOUR runs",4,"fuller and wider and Smith whips it through point, a bit of a misfield as well and Smith picks up another boundary",Full,Outside Off
72.5,"Jadeja to Smith, no run",â€¢,"fuller outside off, digs it out towards extra cover but cannot beat the fielder",Full,Outside Off
72.4,"Jadeja to Smith, no run",â€¢,"flatter on the stumps, pushed back",Good,Unknown
72.3,"Jadeja to Smith, no run",â€¢,"uses his feet but Jadeja shortens his length, defended",Good,Unknown
72.2,"Jadeja to Smith, no run",â€¢,"flatter and quicker, defended on the back foot",Good,Unknown
72.1,"Jadeja to Smith, no run",â€¢,"tossed up around off, mistimed towards mid-off",Full,Off Stump
71.6,"Ashwin to Smith, 1 run",1,"tossed up, driven to long-on coming on the front foot",Full,Unknown
71.5,"Ashwin to Smith, no run",â€¢,goes back and punches this length ball to mid-on,Good,Unknown
71.4,"Ashwin to Smith, FOUR runs",4,"drilled down the ground, and it's a first fifty in the series for Smith. Full ball, he took a stride forward and blitzed it straight back",Full,Unknown
71.3,"Ashwin to Smith, no run",â€¢,"length ball, plays with the turn to tap it to backward square leg",Good,Leg Stump
71.2,"Ashwin to Smith, no run",â€¢,"tossed up outside off, driven to mid-off from the inside half",Full,Outside Off
71.1,"Ashwin to Smith, no run",â€¢,"tossed up on the stumps, moves on the front foot to turn it to square leg",Full,Leg Stump
70.6,"Jadeja to Wade, 2 runs",2,tossed up outside off and straightaway Wade goes down to paddle sweep it fine,Full,Outside Off
70.5,"Jadeja to Labuschagne, OUT",W,"taken at slip. That's a wicket out of nowhwere almost, because Labuschagne was looking so comfortable. Length ball on off stump, he was going back and making room - he's been doing that - to punch through the offside but the ball bounced a bit more than he would have expected perhaps and took a thick edge. Rahane at slip is alert and pulls off a smart catch, low to his right.",Good,Outside Off
70.4,"Jadeja to Labuschagne, no run",â€¢,"length on leg stump, turned to midwicket",Good,Leg Stump
70.3,"Jadeja to Labuschagne, FOUR runs",4,"too short, sits up and he goes back to flay this through point. century partnership between these two",Short,Outside Off
70.2,"Jadeja to Labuschagne, no run",â€¢,"tossed up on middle and leg, worked to midwicket on the front foot",Full,Middle Stump
70.1,"Jadeja to Labuschagne, no run",â€¢,"length outside off, goes back and cuts, but to the fielder at point",Good,Outside Off
69.6,"Ashwin to Smith, no run",â€¢,"length on the stumps turning into him, goes back and taps it down towards the short leg",Good,Leg Stump
69.5,"Ashwin to Smith, no run",â€¢,"tossed up on off, comes on the front foot to defend",Full,Off Stump
69.4,"Ashwin to Smith, no run",â€¢,"some turn for Ashwin, but it's a mite short. Smith stays in place and pushes it to the short mid-on",Good,Unknown
69.3,"Ashwin to Labuschagne, 1 run",1,comes down the track to clip this through midwicket,Unknown,Unknown
